12 1502 4542
11214 4788 11286 108360 4632
hub : 773540, -147236, 199166, 57.75, 179100, 2
hub : 294742, 70727, -132091, 49.72, 207000, 5
hub : 928728, 53663, -87745, 63.69, 296700, 4
hub : 268443, 82329, -137587, 46.09, 188400, 2
hub : 807665, 59056, -129261, 34.32, 231600, 5
hub : 561252, 49820, -133147, 48.62, 250200, 4
hub : 512812, 38459, -131219, 60.83, 223200, 3
hub : 993335, 58996, -142768, 46.53, 231900, 4
hub : 481419, 45946, -100851, 61.82, 151200, 5
hub : 208147, 57907, -115632, 58.74, 243900, 3
hub : 349953, 48957, -110896, 55.55, 208800, 4
hub : 625553, 75010, -85498, 42.02, 234000, 2
hub : 771617, 86033, -88287, 65.67, 220500, 3
hub : 252862, 98188, -84278, 50.82, 276000, 4
hub : 436657, 40732, -120900, 35.75, 168300, 5
hub : 972644, 77361, -113885, 48.29, 262500, 4
hub : 682812, 89062, -107425, 42.79, 189600, 4
hub : 930333, 93052, -118077, 38.72, 213900, 4
hub : 432281, 69410, -76778, 44.77, 218400, 4
hub : 757525, 67955, -66238, 51.04, 219600, 3
hub : 564999, 78533, -69418, 55.33, 263100, 2
hub : 419102, 80403, -126293, 33.77, 215700, 4
hub : 482080, 42051, -83916, 55.33, 218100, 4
hub : 791587, 71181, -143493, 47.19, 231300, 2
hub : 346372, 64237, -85621, 34.87, 297600, 3
hub : 902393, 58229, -77429, 57.64, 217800, 2
hub : 842487, 66852, -53148, 56.98, 257700, 5
hub : 433344, 59080, -42934, 56.54, 296400, 2
hub : 664195, 68972, -37473, 50.49, 270300, 4
hub : 649381, 45594, -142831, 49.39, 255600, 5
hub : 258666, 48027, -75138, 57.75, 284700, 4
hub : 485300, 34187, -76986, 60.39, 184200, 4
hub : 627324, 31319, -66618, 33.44, 228600, 5
hub : 159980, 42024, -65284, 51.81, 220500, 3
hub : 229917, 49401, -57042, 42.46, 261000, 2
hub : 610286, 43178, -45651, 51.7, 286200, 4
hub : 347370, 34681, -105128, 56.65, 268200, 2
hub : 518818, 21293, -104178, 40.26, 164700, 3
hub : 735533, 16944, -115789, 48.51, 291600, 4
hub : 838306, 29175, -118426, 60.06, 295800, 5
hub : 158353, 102268, -108009, 39.05, 159300, 2
hub : 894576, 31870, -86977, 57.53, 165900, 4
hub : 904518, 21520, -84064, 65.12, 269700, 2
hub : 275701, 21355, -71632, 59.51, 172500, 4
hub : 692709, 9915, -73470, 63.03, 194400, 5
hub : 900358, 8220, -86603, 35.64, 199500, 3
hub : 623176, 65898, -169794, 37.18, 217500, 3
hub : 260642, 56480, -177160, 58.19, 170700, 2
hub : 543482, 50917, -188019, 61.93, 160200, 4
hub : 906528, 63388, -184981, 55.55, 299100, 3
hub : 988725, 71347, -193715, 47.74, 251400, 2
hub : 952539, 55610, -198771, 41.25, 204600, 5
hub : 662536, 42813, -178495, 47.96, 170400, 2
hub : 602506, 35605, -186130, 46.09, 248100, 3
hub : 959273, 27111, -175368, 50.82, 233100, 2
hub : 370571, 53640, -164268, 48.84, 178500, 5
hub : 360279, 49459, -154914, 48.84, 218400, 2
hub : 981046, 84060, -199331, 64.02, 234900, 2
hub : 228746, 42796, -196033, 64.24, 225600, 4
hub : 983912, 39786, -209143, 43.89, 158700, 3
hub : 972267, 92129, -205641, 45.76, 172200, 5
hub : 422592, 104351, -208504, 46.97, 263700, 4
hub : 375314, 84075, -189012, 56.32, 171300, 5
hub : 596138, 81984, -209170, 37.73, 223200, 4
hub : 919548, 86522, -221282, 39.05, 269700, 3
hub : 865478, 75885, -223576, 49.5, 267900, 2
hub : 471451, 44927, -217987, 43.01, 281400, 4
hub : 410695, 33486, -219104, 53.35, 194400, 2
hub : 917442, 24334, -214467, 50.16, 289500, 5
hub : 808993, 40643, -229424, 54.23, 291600, 2
hub : 434721, 48088, -239389, 45.43, 198900, 2
hub : 352336, 59510, -241852, 57.97, 168300, 5
hub : 963281, 71244, -239212, 54.45, 170100, 3
hub : 722610, 73874, -250667, 64.68, 261000, 2
hub : 111335, 66265, -205361, 35.86, 213900, 2
hub : 694068, 52546, -229529, 62.92, 213000, 4
hub : 787649, 75749, -180942, 38.17, 200700, 4
hub : 311017, 85824, -178487, 39.49, 209100, 2
hub : 340662, 35326, -167489, 61.71, 188400, 5
hub : 675903, 97070, -228389, 33.77, 285000, 5
hub : 269855, 56571, -209078, 61.05, 229500, 4
hub : 157521, 65446, -217531, 45.32, 276300, 5
hub : 813449, 29209, -197596, 44.0, 186900, 4
hub : 137098, 18322, -193353, 35.64, 227100, 2
hub : 483760, 6144, -194108, 58.63, 298800, 5
hub : 950702, 170, -185962, 65.12, 239700, 4
hub : 208059, -5456, -196047, 49.72, 173400, 5
hub : 268786, 570, -207313, 62.59, 240900, 2
hub : 385631, 93235, -194175, 33.88, 270300, 3
hub : 534542, 55686, -219911, 56.65, 258300, 4
hub : 927631, 25353, -186221, 38.83, 199200, 5
hub : 761712, 26431, -161398, 60.06, 181500, 3
hub : 417740, 16051, -173085, 49.06, 263700, 2
hub : 942591, 66190, -159630, 54.23, 193200, 4
hub : 417961, 71181, -150493, 33.22, 289200, 5
hub : 198047, 16760, -205459, 60.28, 162600, 5
hub : 559356, 159811, -219524, 55.66, 185100, 4
hub : 604616, 168936, -229539, 57.09, 177900, 2
hub : 566432, 169243, -243417, 35.97, 292500, 5
hub : 571043, 171097, -217753, 51.04, 201300, 2
hub : 183053, 178773, -225328, 43.01, 289200, 2
hub : 878330, 173858, -253991, 39.71, 291600, 2
hub : 990263, 156794, -209646, 56.65, 176400, 3
hub : 854200, 185460, -259488, 53.79, 289800, 4
hub : 513894, 162187, -251162, 35.86, 266400, 4
hub : 998497, 152951, -255048, 52.25, 264300, 5
hub : 353144, 141591, -253120, 34.98, 241200, 3
hub : 292289, 162128, -264669, 57.2, 259500, 5
hub : 888774, 149077, -222751, 45.21, 258900, 3
hub : 229409, 161038, -237532, 63.03, 276900, 2
hub : 753823, 152088, -232796, 65.23, 186300, 2
hub : 745843, 178141, -207399, 54.56, 151500, 2
hub : 765519, 189164, -210188, 61.38, 290100, 2
hub : 999233, 201319, -206179, 52.8, 162900, 5
hub : 461127, 143864, -242800, 57.97, 254400, 3
hub : 822340, 180492, -235785, 54.89, 213900, 2
hub : 343529, 192193, -229325, 50.27, 156000, 3
hub : 427298, 196183, -239977, 43.56, 219900, 5
hub : 541093, 172541, -198679, 63.58, 191700, 3
hub : 894071, 171086, -188139, 51.37, 206700, 3
hub : 119041, 181665, -191319, 63.36, 221100, 2
hub : 330020, 183534, -248193, 61.27, 214800, 4
hub : 948718, 145182, -205816, 62.59, 246000, 4
hub : 804009, 174312, -265393, 38.61, 230700, 2
hub : 800150, 167368, -207522, 62.26, 188100, 5
hub : 341857, 161360, -199330, 58.63, 186600, 5
hub : 150386, 169983, -175048, 42.57, 291300, 5
hub : 946838, 162211, -164835, 37.62, 188700, 2
hub : 850705, 172104, -159373, 43.01, 252600, 4
hub : 830674, 148725, -264732, 37.84, 225300, 5
hub : 172073, 151158, -197038, 54.56, 275700, 4
hub : 188903, 137319, -198887, 40.15, 281700, 3
hub : 917272, 134450, -188518, 48.07, 179700, 3
hub : 117838, 145155, -187185, 59.62, 238200, 4
hub : 769345, 152532, -178943, 63.25, 288000, 5
hub : 672212, 146309, -167552, 44.11, 254700, 3
hub : 368541, 137812, -227028, 48.73, 166200, 5
hub : 728280, 124424, -226079, 55.0, 159000, 3
hub : 499918, 120075, -237689, 60.94, 186000, 3
hub : 837653, 132306, -240326, 61.93, 213300, 3
hub : 534121, 205399, -229910, 58.63, 153000, 5
hub : 902528, 135001, -208877, 60.83, 231900, 5
hub : 460103, 124651, -205964, 43.34, 160500, 2
hub : 359704, 124486, -193532, 51.92, 252600, 5
hub : 162936, 113046, -195370, 57.97, 201600, 3
hub : 108808, 111351, -208504, 57.2, 289800, 4
regional : 607551, -148282, 202037, 89.32, 176200, 2
regional : 816704, -150862, 200506, 102.08, 164000, 2
regional : 436219, -146810, 197313, 80.08, 104800, 1
regional : 255721, -141278, 214100, 89.76, 195200, 2
regional : 917422, -139821, 212710, 107.47, 194800, 1
regional : 676944, -138306, 212593, 88.33, 114600, 2
regional : 241418, -138526, 225571, 68.64, 184800, 1
regional : 289600, -143646, 187164, 99.99, 150600, 2
regional : 674023, -139650, 188632, 80.3, 143600, 1
regional : 706635, -127118, 217138, 96.91, 131800, 2
regional : 852318, -129861, 214356, 94.16, 199000, 1
regional : 930845, -128241, 230939, 98.12, 144600, 1
regional : 399155, -135397, 178820, 80.52, 165600, 1
regional : 759336, -141848, 166356, 98.12, 109400, 1
regional : 187419, -141434, 169135, 82.5, 195400, 2
regional : 986052, -138712, 169786, 102.63, 102600, 1
regional : 568280, -150708, 211465, 88.88, 177400, 1
regional : 922540, -153096, 208713, 77.99, 134600, 2
regional : 244832, -152129, 207932, 84.26, 130400, 1
regional : 344500, -156125, 209276, 97.68, 114000, 1
regional : 143354, -129974, 203363, 75.24, 126800, 2
regional : 651742, -127181, 204866, 80.74, 103200, 2
regional : 829840, -128066, 202000, 88.33, 188000, 2
regional : 769327, -128695, 204649, 67.43, 174800, 1
regional : 257181, -116545, 212700, 73.92, 151400, 2
regional : 663624, -109638, 205917, 82.61, 104800, 2
regional : 325253, -109210, 203993, 97.35, 153800, 1
regional : 267896, -152803, 188830, 81.07, 181400, 1
regional : 557058, -150949, 186088, 75.13, 145400, 2
regional : 727416, -129774, 170385, 66.99, 161200, 2
regional : 311072, -127239, 167413, 102.96, 149000, 1
regional : 672127, -128570, 164025, 78.76, 108800, 1
regional : 750023, -112904, 223444, 89.76, 161000, 1
regional : 998573, -111415, 222457, 102.3, 110800, 2
regional : 720147, -108868, 220702, 71.83, 148000, 1
regional : 756426, -108295, 223468, 88.77, 139600, 1
regional : 104951, -135223, 194571, 90.31, 171200, 2
regional : 549507, -133760, 199766, 67.98, 197800, 1
regional : 899610, -135527, 199062, 91.96, 154600, 1
regional : 770293, -135538, 196919, 68.42, 120200, 1
regional : 799088, -135986, 200006, 104.94, 135000, 1
regional : 637798, -167835, 188943, 79.53, 166000, 2
regional : 904098, -95392, 203231, 78.1, 175000, 2
regional : 591268, -93525, 202781, 97.68, 165800, 2
regional : 103738, -98033, 202956, 106.15, 115800, 2
regional : 554951, -98915, 200300, 87.01, 148400, 2
regional : 701212, -89925, 213783, 106.81, 102400, 2
regional : 421280, -91259, 215485, 97.24, 183000, 2
regional : 452385, -129693, 185727, 95.81, 110800, 2
regional : 650576, -112513, 179404, 70.84, 164400, 2
regional : 549137, -114413, 179857, 91.3, 102400, 1
regional : 297220, -115765, 182429, 107.8, 169400, 2
regional : 359575, -115533, 179768, 102.85, 130000, 2
regional : 379273, -114760, 181055, 78.65, 131200, 1
regional : 137380, -152438, 216259, 67.65, 111000, 2
regional : 614132, -150926, 217759, 90.2, 144600, 2
regional : 471421, -152389, 220166, 75.57, 200000, 1
regional : 268843, -93911, 226669, 72.05, 112200, 1
regional : 949216, -94757, 228606, 88.0, 144400, 1
regional : 943498, -150402, 228795, 93.5, 147800, 1
regional : 914044, -148303, 230227, 78.65, 105200, 1
regional : 421944, -148522, 226950, 90.2, 178600, 2
regional : 353332, -150630, 232904, 75.24, 120600, 2
regional : 594627, -150531, 230970, 89.87, 126800, 1
regional : 491419, -155826, 239582, 85.69, 190400, 1
regional : 476685, -154364, 242389, 88.77, 159400, 2
regional : 209005, -151803, 243600, 75.9, 178600, 1
regional : 454581, -163988, 250441, 99.44, 189400, 1
regional : 192041, -173414, 261607, 106.81, 165800, 1
regional : 140621, -171826, 259168, 66.99, 182800, 2
regional : 443250, -174974, 261084, 77.22, 116200, 1
regional : 351141, -169491, 259281, 68.53, 185200, 2
regional : 703270, -173167, 258383, 96.03, 136800, 2
regional : 671226, -134315, 233674, 80.52, 154400, 1
regional : 417344, -178487, 263540, 90.86, 120200, 2
regional : 181074, -180121, 266709, 73.48, 178800, 2
regional : 707272, -181657, 265250, 66.66, 106600, 1
regional : 623999, -182667, 267079, 67.1, 135400, 2
regional : 143790, -167501, 234910, 105.27, 167200, 2
regional : 664616, -161583, 235902, 100.54, 145000, 1
regional : 362554, -162667, 234781, 69.96, 105000, 1
regional : 886008, -158870, 196297, 73.37, 132200, 2
regional : 164718, -159736, 200524, 90.31, 116800, 2
regional : 812269, -156334, 202103, 81.51, 188400, 2
regional : 569409, -156245, 198254, 82.28, 132400, 2
regional : 902124, -169653, 205513, 77.99, 115800, 1
regional : 632452, -167702, 206001, 104.06, 129400, 1
regional : 692059, -144715, 179116, 66.33, 129600, 1
regional : 595461, -162507, 224685, 69.3, 102800, 2
regional : 188530, -158152, 176334, 84.59, 143600, 1
regional : 662388, -155959, 179239, 67.1, 194600, 1
regional : 572338, -160626, 174077, 103.62, 188200, 1
regional : 807577, -157460, 178592, 87.67, 152000, 1
regional : 514936, -158218, 174445, 66.77, 195200, 2
regional : 437879, -119118, 239083, 68.09, 134400, 1
regional : 294508, -116309, 239625, 78.98, 180200, 1
regional : 276103, -105741, 237459, 104.28, 148800, 1
regional : 237254, -105616, 238945, 71.5, 163600, 1
regional : 400388, -142072, 159313, 108.79, 154000, 1
regional : 905311, -141224, 155827, 88.22, 180400, 1
regional : 331937, -145533, 158954, 100.54, 173000, 2
regional : 276695, -144532, 155303, 91.08, 143800, 2
regional : 703420, -131894, 152200, 67.32, 102400, 1
regional : 570758, -134214, 150758, 73.81, 136800, 2
regional : 607539, -133897, 153264, 98.34, 173200, 1
regional : 793035, -132294, 155959, 70.73, 113200, 1
regional : 223475, -130905, 142043, 94.38, 128000, 2
regional : 766259, -135700, 143489, 87.78, 125200, 1
regional : 608835, -179675, 195486, 93.61, 158800, 1
regional : 200739, -177721, 198086, 87.23, 199600, 1
regional : 280367, -174190, 194781, 68.97, 113000, 2
regional : 467454, -191155, 198307, 73.15, 189400, 2
regional : 278969, -187230, 210314, 83.71, 161200, 1
regional : 159449, -188332, 211816, 101.42, 149400, 2
regional : 880633, -188683, 207624, 85.25, 156400, 2
regional : 195022, -189954, 209925, 92.29, 139400, 2
