3 4492 4266
10620 4716 12348 94680 4464
hub : 305346, 677, 10181, 59.95, 206400, 2
hub : 318416, 4637, 20484, 64.9, 201900, 3
hub : 791449, 16353, 16962, 38.61, 155100, 5
hub : 473157, 30018, 18911, 45.87, 274500, 4
hub : 761042, 41466, 20543, 45.87, 294300, 5
hub : 851108, 37528, 7229, 48.62, 150600, 5
hub : 994962, 29439, 180, 34.43, 175500, 4
hub : 123096, -7250, -10364, 36.08, 298800, 2
hub : 861249, 183, -17963, 57.31, 197700, 2
hub : 533078, 6555, -29876, 40.59, 224700, 2
hub : 216972, -47390, 28057, 54.56, 285000, 5
hub : 803082, -59038, 29822, 42.35, 274500, 5
hub : 752720, 8020, 14, 59.95, 227700, 2
hub : 917682, 19183, 2318, 61.05, 287700, 2
hub : 244297, 19869, -9597, 38.94, 157200, 5
hub : 156941, 9551, -11632, 65.12, 161400, 4
hub : 194118, 16199, -20868, 59.07, 213900, 2
hub : 447314, 25445, 33855, 56.1, 248700, 5
hub : 787766, -51849, 1184, 45.76, 236100, 3
hub : 385306, -65322, -2225, 65.67, 190800, 5
hub : 631447, -33703, 22288, 65.12, 173400, 5
hub : 841802, -35977, -13320, 58.19, 240600, 3
hub : 676990, -44907, -20521, 60.39, 287100, 3
hub : 528377, -65428, -25283, 45.21, 240600, 3
hub : 205009, -58085, -32276, 54.01, 212700, 3
hub : 205750, -64235, -12885, 38.28, 227400, 4
hub : 850530, -74554, -19576, 35.86, 204600, 3
hub : 764339, -84699, -22626, 65.34, 172200, 3
hub : 399777, -69183, -34792, 54.78, 241200, 5
hub : 625189, -58803, -42910, 35.2, 240900, 2
hub : 421109, -49047, -50540, 41.25, 236700, 3
hub : 942686, -49993, -60692, 35.97, 172200, 5
hub : 420850, -62854, -63228, 62.92, 210300, 3
hub : 623943, -69357, -71620, 59.07, 153600, 4
hub : 772476, -70355, -82337, 64.02, 225000, 4
hub : 645896, -81453, -75952, 45.21, 270600, 4
hub : 841012, -89445, -86264, 52.03, 258000, 2
hub : 878711, -7363, -26546, 55.88, 272100, 4
hub : 167067, -4048, -38127, 40.26, 232500, 2
hub : 687853, -16445, -32387, 52.14, 206100, 5
hub : 540503, -26251, -35241, 45.65, 264000, 4
hub : 749713, -33662, -23699, 33.77, 209100, 2
hub : 425180, -43674, -32424, 40.15, 155100, 2
hub : 175290, -37783, -41421, 43.89, 177600, 2
hub : 647969, -881, 73710, 56.76, 288600, 2
hub : 275136, 4537, 85831, 40.37, 260100, 2
hub : 900732, 2811, 97566, 49.17, 274800, 2
hub : 690778, 24803, 49163, 50.6, 211200, 4
hub : 234029, 29891, 61720, 35.75, 256800, 4
hub : 715624, 19854, 61876, 55.0, 164700, 2
hub : 146055, -89878, -32309, 49.5, 241500, 4
hub : 468835, -80069, -35835, 37.62, 288900, 2
hub : 477922, -83726, -46152, 45.76, 264600, 3
hub : 623688, 23789, 73187, 54.01, 162000, 3
hub : 669879, 15960, 82672, 46.09, 297000, 4
hub : 292153, 23171, 93274, 51.7, 296400, 4
hub : 315264, 25882, 9803, 39.82, 192000, 2
hub : 569847, -23175, -21679, 46.2, 259200, 4
hub : 619182, -12906, 91957, 50.38, 158400, 5
hub : 734060, -17624, 102264, 48.18, 289800, 3
hub : 214485, -6375, 102264, 54.01, 297000, 3
hub : 548911, 2133, 109678, 49.94, 223200, 3
hub : 587342, -2652, 120134, 40.37, 180000, 4
hub : 429004, -13107, 129083, 53.02, 285300, 5
hub : 681327, -5684, 140645, 57.2, 253200, 2
hub : 938971, 2804, 148042, 64.79, 219900, 5
hub : 568695, -24234, 86216, 34.32, 203400, 5
hub : 797359, -6842, 83416, 65.23, 270300, 5
hub : 517647, -37554, 76164, 39.38, 254400, 5
hub : 132596, -39230, 86310, 55.44, 197700, 3
hub : 831394, 38020, 51606, 55.55, 274500, 2
hub : 701038, 47281, 45125, 58.74, 216900, 3
hub : 329350, -73203, 23720, 48.84, 202200, 4
hub : 851093, -11705, 114376, 57.2, 174600, 5
hub : 225257, -22797, 112895, 59.84, 210600, 5
hub : 954045, -29459, 105317, 60.39, 178500, 4
hub : 240948, -42953, 103515, 43.23, 267000, 5
hub : 942592, -53393, 108348, 65.23, 186600, 2
hub : 642085, -64956, 113702, 61.93, 175200, 5
hub : 875291, -70620, 126372, 33.0, 183600, 2
hub : 413772, -59480, 129508, 61.6, 166500, 2
hub : 734067, -48487, 129411, 51.92, 203400, 3
hub : 543953, -37604, 134334, 48.62, 153000, 2
hub : 829599, -39230, 146113, 34.54, 294000, 3
hub : 390116, -52573, 64829, 43.01, 194100, 5
hub : 358610, 30397, -10097, 35.2, 177300, 2
hub : 211283, 42135, -16176, 56.87, 190800, 2
hub : 232113, 35526, -25358, 38.17, 231600, 2
hub : 791899, 44777, -34169, 58.19, 288600, 3
hub : 261391, 47821, -46430, 59.29, 255600, 3
hub : 798234, -59478, 7798, 44.44, 277800, 4
hub : 196972, -99487, 10844, 58.52, 178200, 4
hub : 358725, -110037, 8957, 37.4, 282300, 2
hub : 188340, -98945, 22318, 59.73, 169200, 2
hub : 777465, -5536, -51521, 38.17, 178200, 3
hub : 878426, 2431, -63012, 36.3, 218400, 4
hub : 624013, -94168, 33473, 34.98, 176700, 4
hub : 802947, -56597, 119662, 50.27, 161400, 5
hub : 128001, -44314, 120315, 63.25, 218400, 4
hub : 824211, -87441, 42185, 44.77, 276600, 4
hub : 687417, -92506, 51078, 44.55, 292500, 2
hub : 810021, -101477, 59775, 56.98, 150300, 3
hub : 998608, -111695, 54016, 49.61, 209700, 4
hub : 402842, -68212, 43065, 39.27, 240300, 4
hub : 622025, -77408, 50389, 49.83, 246900, 2
hub : 505952, -48460, 79026, 51.37, 245100, 4
hub : 321534, -29947, 95310, 42.24, 257100, 4
hub : 836570, -68673, 33072, 43.67, 217500, 3
hub : 985520, -78269, -8196, 48.73, 193800, 3
hub : 935877, -88173, -11757, 61.93, 211800, 4
hub : 420320, -97441, -4640, 64.46, 191700, 2
hub : 789039, -106383, -13465, 55.66, 184500, 5
hub : 294897, -109466, -26896, 38.28, 229200, 4
hub : 606038, -108767, -39031, 61.82, 274800, 4
hub : 486245, -119284, -38098, 48.29, 154200, 4
hub : 863154, -118602, -49938, 33.0, 294300, 5
hub : 886806, -128852, -48846, 45.1, 189600, 3
hub : 398753, -141177, -43789, 35.75, 251100, 2
hub : 420229, -152358, -45789, 64.35, 286200, 4
hub : 391633, -107577, -1757, 59.95, 191700, 5
hub : 363890, -69282, 56647, 43.89, 200400, 4
hub : 655953, -67029, 70291, 51.59, 208200, 2
hub : 328305, -65072, 82138, 62.59, 167700, 2
hub : 623783, 38259, 30150, 60.06, 257100, 3
hub : 540736, 50917, 29365, 58.52, 285600, 3
hub : 977980, 62927, 34046, 41.91, 256800, 3
hub : 494253, 74062, 30043, 61.49, 299100, 4
hub : 479286, 7797, 127868, 58.41, 211800, 3
hub : 779344, -28029, -49050, 38.17, 185100, 3
hub : 698986, -24509, -58979, 49.39, 246900, 5
hub : 510208, -127366, -31424, 65.56, 273300, 5
hub : 961382, 52218, 18423, 63.14, 198300, 2
hub : 720177, -80817, 72380, 58.63, 161100, 3
hub : 835801, -87818, 80632, 54.56, 258600, 5
hub : 987338, -96314, 70969, 33.44, 220800, 5
hub : 560354, -108651, 67378, 33.22, 229500, 5
hub : 769111, 23121, -28882, 62.37, 252300, 3
hub : 266228, 27753, -39004, 34.32, 262200, 4
hub : 766526, 17189, -45722, 47.52, 251700, 5
hub : 312799, 21598, -55355, 38.94, 290100, 2
hub : 342446, 31289, -61637, 61.05, 217500, 3
hub : 291073, 39487, -52144, 60.39, 276000, 3
hub : 199037, 48262, -59655, 52.47, 250200, 5
hub : 683379, -25123, 125586, 47.96, 207900, 5
hub : 546004, -26610, 136358, 58.63, 185400, 3
hub : 299413, -24251, 149221, 43.01, 192300, 4
hub : 577269, -25364, 160113, 59.07, 286200, 2
hub : 501369, -37173, 162333, 65.23, 275400, 4
hub : 510365, -49627, 161117, 45.87, 299700, 5
hub : 275437, -54983, 150663, 43.45, 173700, 5
hub : 249061, -67044, 156775, 64.57, 288600, 4
hub : 989299, -77745, 154067, 33.77, 209400, 4
hub : 668429, -81036, 166836, 62.37, 188400, 3
hub : 489932, -93007, 170784, 65.23, 166200, 4
hub : 514409, -99585, 178822, 49.94, 281700, 3
hub : 934468, 13780, 100445, 38.61, 195300, 5
hub : 642912, 24385, 103228, 39.49, 275700, 2
hub : 395046, -103285, 80837, 63.8, 203100, 5
hub : 285788, -96020, 90042, 60.83, 176400, 3
hub : 245158, 47554, 8660, 63.25, 237600, 4
hub : 579095, -27598, 173637, 42.79, 216600, 2
hub : 921574, -31990, 182802, 39.16, 263400, 4
hub : 458148, -32130, 193320, 62.26, 192300, 3
hub : 609620, -26947, 204914, 42.13, 279300, 4
hub : 327987, -38758, 201363, 48.4, 235500, 4
hub : 285818, -48892, 192373, 36.3, 194400, 2
hub : 556941, -59394, 198920, 54.89, 170400, 5
hub : 870872, -64218, 187866, 33.22, 219600, 3
hub : 123487, -46936, 171798, 56.21, 258600, 2
hub : 251709, -60578, 174614, 46.09, 156000, 4
hub : 883512, -71936, 171953, 64.9, 229800, 5
hub : 383762, -83605, 178128, 37.95, 294600, 5
hub : 502085, -87660, 188668, 50.93, 154200, 5
hub : 594080, -99713, 195046, 64.68, 180600, 3
hub : 618652, -111187, 197414, 45.43, 218100, 4
hub : 745299, -120037, 188365, 49.94, 163200, 2
hub : 230941, -117126, 175689, 60.17, 180600, 3
hub : 437718, -119731, 163343, 65.34, 286200, 5
hub : 932043, -117463, 153465, 35.53, 166200, 2
hub : 537678, -120159, 4069, 38.83, 232800, 2
hub : 808697, -60195, 164602, 59.95, 230700, 2
hub : 867528, 43963, -3403, 48.51, 226500, 5
hub : 152788, 55996, 1785, 50.27, 232500, 4
hub : 822936, -78627, 199127, 40.7, 226800, 2
hub : 613922, -76654, 212546, 40.92, 157800, 4
hub : 810455, -87744, 214227, 40.7, 162000, 3
hub : 627817, -101173, 43110, 34.54, 214500, 4
hub : 854936, -107615, 32468, 60.72, 168600, 5
hub : 593515, 27838, 82581, 64.57, 265200, 3
hub : 290183, 38444, 85566, 36.41, 225900, 3
hub : 347661, 45163, 93073, 57.86, 247500, 2
hub : 562812, 49865, 102884, 49.83, 290700, 2
hub : 206910, 38870, 106296, 65.89, 224400, 5
hub : 948681, -123120, 61861, 33.99, 178800, 5
hub : 969286, -124966, 51268, 55.44, 236100, 5
hub : 386906, -123518, 38234, 40.59, 173400, 4
hub : 257424, -131926, 31415, 33.66, 255000, 3
hub : 236025, -136223, 18576, 62.15, 215100, 3
hub : 929652, -134743, 5256, 36.41, 214800, 5
hub : 955699, -141843, -4986, 65.67, 270600, 5
hub : 740700, -154157, -10167, 54.23, 199200, 4
hub : 545478, -64526, 212546, 51.92, 229500, 3
hub : 778313, -54426, 209607, 57.75, 191700, 4
hub : 853090, 5595, -42612, 39.05, 295500, 5
hub : 191571, 8171, -54816, 38.72, 282600, 3
hub : 943095, 15840, -65083, 40.81, 252600, 3
hub : 982660, 8052, -72769, 62.04, 203400, 2
hub : 126698, 16217, -83698, 45.32, 232500, 3
hub : 792927, 4207, -82846, 52.47, 227400, 5
hub : 362357, 15471, -35326, 60.72, 252300, 5
hub : 420017, 26343, -19298, 51.48, 232200, 4
hub : 547725, 34441, 39801, 59.84, 150900, 3
hub : 325535, -95605, -22722, 64.79, 244500, 4
hub : 615455, -99316, -35690, 57.42, 267600, 5
hub : 394741, -93894, -47266, 44.88, 204900, 2
hub : 402592, -93837, -60041, 63.69, 156600, 5
hub : 305760, -69612, -45558, 56.54, 228000, 5
hub : 866669, -73036, -55790, 44.77, 279300, 3
hub : 203364, -83981, -62217, 37.84, 227400, 5
hub : 152004, -91378, -72887, 47.41, 299700, 3
hub : 304417, 29797, -49508, 36.19, 222900, 4
hub : 892796, -61252, -52777, 61.49, 185100, 2
hub : 702451, -39347, -53363, 59.18, 211500, 2
hub : 171537, -39301, -63816, 63.14, 183900, 3
hub : 834938, -31264, -72956, 37.07, 281100, 2
hub : 838800, -39588, -82594, 48.29, 205500, 3
hub : 922065, -27208, -86197, 35.97, 151200, 4
hub : 995721, 63823, -9088, 56.54, 252000, 5
hub : 492366, 65869, -19712, 43.78, 253200, 2
hub : 619346, 53353, -22181, 35.09, 276000, 5
hub : 567912, 55986, -35849, 38.94, 205500, 4
hub : 783942, 67005, -44467, 46.42, 216900, 2
hub : 102996, 63159, -54206, 33.22, 161100, 4
hub : 138389, 66510, -63658, 61.27, 216000, 5
hub : 561893, 57782, -70000, 36.96, 155100, 4
hub : 712963, 53074, -81922, 40.81, 219600, 5
hub : 931593, 52111, -92260, 53.46, 247200, 2
hub : 826531, 61518, -96023, 53.13, 166800, 5
hub : 625344, 65273, -86755, 64.35, 251700, 5
hub : 571179, 77215, -91532, 56.87, 249600, 3
hub : 417617, 75887, -23115, 62.37, 222000, 5
hub : 119259, 85420, -19203, 37.73, 182700, 3
hub : 581999, 96419, -22939, 49.72, 245700, 4
hub : 179508, 107687, -23438, 52.69, 174300, 3
hub : 706317, 98172, -33518, 60.94, 256500, 5
hub : 945943, -52187, -73283, 49.72, 213600, 5
hub : 217383, -53965, -83484, 36.85, 216600, 3
hub : 375341, -61788, -94768, 56.87, 173700, 3
hub : 917528, -74882, -98081, 58.19, 288000, 3
hub : 808453, -51458, -95593, 45.43, 266400, 5
hub : 318682, -38279, -92872, 33.44, 299400, 2
hub : 383924, -26671, -99415, 57.86, 221400, 4
hub : 320155, -79338, -88863, 48.73, 156000, 2
hub : 560624, -99075, -93004, 58.08, 269400, 2
hub : 505849, -89399, -96658, 51.26, 297000, 5
hub : 275411, -102060, -80559, 49.83, 261000, 4
hub : 534108, -103722, -69258, 39.93, 179700, 3
hub : 529207, -115467, -63946, 36.19, 269100, 2
hub : 648476, 107868, -9811, 51.48, 234600, 2
hub : 741489, 117751, -7029, 33.33, 242700, 5
hub : 469674, 112472, 4780, 59.95, 189000, 5
hub : 515868, -13219, -42178, 58.63, 172800, 3
hub : 383400, -15221, -55006, 54.12, 234000, 3
hub : 841067, 42733, 64371, 65.56, 207000, 4
hub : 112947, 33760, 74389, 46.2, 218100, 5
hub : 455209, 46539, 77986, 65.45, 184800, 4
hub : 375866, 54942, 85179, 47.08, 170700, 3
hub : 930431, 63857, 74857, 56.65, 269100, 3
hub : 276527, 74133, 70210, 34.87, 288300, 2
hub : 752680, -76005, 184883, 49.94, 277800, 2
hub : 911586, 33631, 94389, 49.28, 183300, 4
hub : 130700, 11319, 116994, 39.16, 270600, 3
hub : 399557, -3178, 130929, 52.36, 180600, 5
hub : 413031, 7228, 138350, 56.43, 209100, 5
hub : 742166, 18457, 146357, 36.41, 240000, 3
hub : 735069, 14434, 158032, 57.2, 249600, 3
hub : 651448, 5592, 165074, 43.67, 241200, 4
hub : 733629, -17617, 141454, 41.25, 255600, 2
hub : 432145, -14673, 154820, 63.58, 166500, 2
hub : 149522, -17381, 167113, 58.52, 204300, 3
hub : 383150, -4815, 159242, 62.37, 198000, 2
hub : 749706, -3577, 169551, 36.85, 207000, 3
hub : 276740, 8855, 175577, 59.73, 191100, 3
hub : 855432, 19102, 172791, 42.02, 164700, 5
hub : 730864, -48380, 90449, 65.78, 162900, 5
hub : 578549, -57559, 98305, 40.15, 270600, 2
hub : 464443, 49047, 55461, 47.19, 281100, 2
hub : 907664, 58065, 48408, 35.53, 249600, 3
hub : 801921, 71111, 49102, 51.04, 168300, 3
hub : 176493, 76096, 57856, 41.47, 261900, 3
hub : 415229, 88161, 53030, 52.25, 279900, 4
hub : 678471, 98713, 44777, 39.71, 231000, 2
hub : 626083, 103140, 32292, 52.14, 232800, 5
hub : 851830, 90185, 33441, 65.45, 168600, 5
hub : 127482, 89183, 22678, 46.86, 290700, 3
hub : 979868, 77560, 20386, 53.24, 169500, 5
hub : 651789, 79721, 9170, 53.9, 271800, 5
hub : 398138, 69505, 11658, 49.39, 279600, 4
hub : 319292, 72109, -1862, 35.86, 181800, 3
hub : 744804, -38113, 112375, 65.23, 221100, 5
hub : 936290, 67924, -73850, 64.79, 211800, 5
hub : 348133, -66316, 103442, 58.96, 213300, 5
hub : 839387, -75790, 110454, 52.14, 277500, 2
hub : 716714, -86966, 114584, 50.93, 252600, 3
hub : 700347, -97390, 110627, 47.19, 216000, 5
hub : 114405, -99596, 120645, 33.0, 158100, 4
hub : 934180, -88532, 124734, 62.15, 165300, 4
hub : 411297, -85994, 136254, 44.11, 192300, 3
hub : 335059, -97763, 133716, 60.39, 283800, 5
hub : 621740, -100691, 147008, 63.14, 191100, 5
hub : 583311, -10419, 177348, 64.68, 201600, 4
hub : 112068, -449, 183323, 60.61, 288600, 2
hub : 555512, 7156, 191523, 59.18, 238200, 3
hub : 440945, -1275, 199412, 61.49, 233100, 3
hub : 497355, -2568, 212071, 50.05, 230100, 5
hub : 528068, 7643, 214558, 36.74, 170700, 4
hub : 373740, 6430, 226431, 54.23, 267000, 4
hub : 250471, 10594, 238515, 42.13, 268200, 5
hub : 813043, 3658, 247303, 49.61, 152700, 3
hub : 649198, 861, 259008, 52.8, 214200, 4
hub : 278566, 6709, 270178, 48.73, 243000, 4
hub : 360213, -72342, 138848, 63.14, 282000, 3
hub : 670798, -61670, 141852, 44.22, 166500, 2
hub : 160087, -48265, 139699, 37.18, 261900, 3
hub : 483872, 52528, -9696, 55.0, 262800, 3
hub : 500112, -79165, 121149, 40.48, 206100, 5
hub : 787023, 37900, -41716, 46.42, 167100, 2
hub : 590774, -109120, 19543, 53.13, 173400, 2
hub : 866403, -119242, 21261, 60.61, 290400, 2
hub : 148075, -126129, 13702, 33.33, 240600, 3
hub : 375464, -7694, -63908, 33.55, 160800, 2
hub : 138274, -19153, -68729, 34.1, 265200, 2
hub : 503381, -12118, -80353, 34.43, 197100, 5
hub : 240561, -2951, -73993, 45.87, 171000, 4
hub : 621199, -5342, -87712, 44.0, 189300, 3
hub : 910263, 4145, -96433, 59.62, 190800, 2
hub : 699032, 10517, -106961, 41.25, 251100, 4
hub : 304360, 17715, -118854, 36.41, 217200, 2
hub : 790871, 21439, -74919, 60.5, 239700, 2
hub : 969545, 30126, -85344, 57.2, 175500, 5
hub : 394454, 33563, -98208, 62.92, 253800, 2
hub : 100186, 31206, -111733, 54.12, 282900, 5
hub : 387422, 42203, -108846, 53.24, 292500, 3
hub : 508526, -57676, 74169, 41.58, 166500, 2
hub : 557305, -86153, 62708, 58.41, 183000, 3
hub : 843087, -112590, 42139, 33.22, 291600, 5
hub : 930385, -115859, -18587, 65.34, 159300, 2
hub : 652279, -121729, -7842, 62.37, 219300, 5
hub : 995067, 62048, 23848, 43.89, 271800, 3
hub : 165607, -107357, -51725, 34.87, 216000, 5
hub : 404335, -125131, -59358, 38.5, 256200, 5
hub : 742307, -35163, 124506, 43.78, 272700, 3
hub : 109689, -140352, -55600, 46.97, 229800, 5
hub : 344755, -137623, -66591, 53.35, 173400, 2
hub : 194844, -125597, -70675, 44.44, 197700, 5
hub : 535435, -129284, -81692, 57.2, 213900, 5
hub : 263454, -142903, -79132, 43.67, 157200, 5
hub : 859020, 75622, 39925, 42.13, 254400, 3
hub : 650973, -150911, -35456, 42.13, 153000, 5
hub : 387625, -145282, -22862, 35.42, 270900, 3
hub : 468258, -136910, -17328, 37.4, 293400, 4
hub : 545910, -127740, -21379, 36.74, 213600, 5
hub : 272683, 31030, 179376, 60.17, 297900, 3
hub : 949772, 25751, 189038, 41.03, 277500, 3
hub : 485038, 15451, 183471, 49.39, 165300, 3
hub : 824069, -137456, -33581, 65.23, 251100, 2
hub : 300908, 26289, 200093, 49.5, 236700, 3
hub : 675636, 37270, 199607, 55.66, 276600, 2
hub : 710935, -163113, -45884, 42.46, 166200, 4
hub : 840671, -173910, -49130, 41.58, 228600, 5
hub : 437348, -180044, -39760, 49.39, 159000, 5
hub : 302848, -189710, -35389, 48.62, 181200, 2
hub : 709673, -200941, -38765, 48.4, 175800, 3
hub : 631479, -197042, -51947, 46.2, 181800, 3
hub : 505327, -185052, -55436, 55.44, 192000, 2
hub : 235539, -187045, -68984, 40.7, 222600, 3
hub : 818480, -178179, -76709, 57.75, 224700, 4
hub : 222994, -178121, -63475, 55.55, 229200, 5
hub : 580301, -156583, -58411, 48.07, 228300, 5
hub : 959105, -153339, -71472, 40.7, 262200, 2
hub : 616375, -21674, 192299, 43.34, 293700, 4
hub : 503507, -12861, 187124, 41.14, 183900, 3
hub : 797239, -188668, -46036, 54.12, 272400, 2
hub : 549465, 56610, 95481, 45.1, 268800, 2
hub : 393545, 61308, 106512, 36.63, 295800, 2
hub : 889266, 73558, 103182, 64.68, 297900, 4
hub : 205521, 86498, 103411, 48.62, 219300, 2
hub : 818495, 96971, 98785, 34.43, 162300, 2
hub : 188733, 94105, 88769, 51.15, 162600, 4
hub : 981292, 107145, 87028, 35.64, 184800, 3
hub : 457957, 97702, 78650, 49.5, 180900, 3
hub : 174559, 93160, 68244, 51.26, 165600, 4
hub : 160929, 102906, 62287, 57.75, 180000, 2
hub : 456006, 114288, 64219, 47.3, 262200, 2
hub : 483152, -11694, 199416, 44.0, 265200, 4
hub : 630102, -17148, 209834, 59.4, 192300, 5
hub : 713467, -15992, 223561, 65.12, 186300, 2
hub : 236963, -75006, 80775, 54.89, 251400, 5
hub : 819621, -160953, -35658, 65.78, 193200, 5
hub : 878399, -173213, -31854, 44.55, 221100, 5
hub : 386290, -162614, -25245, 57.42, 184200, 3
hub : 108495, -167609, -14071, 36.85, 256500, 2
hub : 635104, -70348, 93148, 59.62, 171300, 5
hub : 449071, 19032, 129571, 53.79, 225300, 3
hub : 980229, -69814, 203970, 55.88, 257100, 2
hub : 304605, -85657, 93717, 38.06, 253500, 2
hub : 965922, -88535, 104119, 33.11, 274200, 2
hub : 145743, -118782, 73819, 38.61, 260400, 4
hub : 995633, -113077, 82880, 42.57, 277800, 5
hub : 820631, -196423, -62387, 33.22, 163200, 2
hub : 249129, -208213, -62178, 54.89, 219900, 3
hub : 329578, -215748, -73469, 40.15, 220800, 4
hub : 363756, -205524, -78313, 64.13, 175800, 5
hub : 996852, -213319, -84867, 51.81, 161400, 2
hub : 881977, -223736, -86258, 39.6, 286800, 3
hub : 409491, -222052, -99307, 44.22, 290700, 2
hub : 638059, -216067, -108812, 48.4, 219600, 3
hub : 602814, -204672, -105604, 43.01, 241500, 3
hub : 384192, -206290, -115973, 33.66, 175500, 3
hub : 535838, 38062, -70065, 52.47, 239700, 5
hub : 782480, 42265, -80178, 50.93, 243600, 3
hub : 845382, 41794, -91998, 60.39, 243600, 3
hub : 751191, 50092, -102322, 34.65, 193200, 3
hub : 586090, 51331, -113479, 36.96, 178500, 2
hub : 733212, 52839, -127053, 50.82, 150900, 2
hub : 828111, 62691, -124467, 52.14, 161400, 4
hub : 393933, 59483, 11503, 58.96, 243000, 5
hub : 124855, -109659, 133926, 44.44, 282900, 4
hub : 884236, 68108, 115976, 46.2, 227400, 3
hub : 765003, -85707, 146748, 33.77, 295800, 4
hub : 270088, -92430, 156631, 35.64, 193500, 3
hub : 815188, -104118, 159698, 59.62, 264900, 2
hub : 695071, -107598, 170411, 60.28, 280200, 3
hub : 678218, -108026, 184214, 34.32, 258300, 5
hub : 740390, 25763, 116727, 33.77, 202500, 4
hub : 146078, -193964, -102073, 45.21, 222900, 4
hub : 517600, -191788, -114558, 51.7, 240600, 3
hub : 630515, -139154, 40573, 63.69, 204900, 3
hub : 585608, -148641, 36777, 56.98, 277500, 4
hub : 454890, -161713, 37472, 53.02, 295200, 3
hub : 874723, -164637, 49711, 61.93, 206400, 5
hub : 843362, -159452, 59615, 55.33, 195000, 5
hub : 761237, -170335, 63419, 55.33, 204600, 4
hub : 904680, -164515, 74536, 38.72, 212100, 2
hub : 303953, -175838, 80528, 38.06, 233100, 4
hub : 558261, -107196, 93641, 37.07, 221700, 4
hub : 487011, -111062, 106295, 65.01, 252000, 5
hub : 744820, -117327, 115865, 36.08, 210600, 5
hub : 816308, -120906, 103359, 59.18, 190500, 3
hub : 228799, -127626, 92687, 54.67, 293400, 5
hub : 618373, -137896, 99091, 65.56, 276000, 3
hub : 877480, -147325, 104970, 42.46, 177000, 4
hub : 800290, -161017, 102770, 51.59, 291900, 3
hub : 215821, 55383, 63811, 41.25, 215400, 2
major : 209879, -18180, 12573, 46.42, 165500, 2
major : 508118, -7052, 4851, 73.26, 165750, 3
major : 767624, -9007, 12504, 66.88, 246000, 3
major : 141020, -6867, 17587, 44.33, 231750, 2
major : 299558, -19764, 24329, 52.47, 168750, 2
major : 707921, -5357, 30574, 66.11, 231000, 3
major : 987679, 2644, 23028, 68.31, 155000, 3
major : 597490, -12198, 3370, 44.88, 208750, 3
major : 837633, -6319, -4317, 67.32, 249500, 1
major : 249256, 2067, 964, 65.34, 223250, 2
major : 840375, 7355, 31996, 53.68, 217000, 2
major : 878233, 6788, 26405, 58.3, 179750, 1
major : 344517, -27402, 3512, 47.74, 139500, 1
major : 995492, -29532, -5125, 58.52, 163500, 2
major : 719304, -22847, -970, 57.2, 166750, 3
major : 662636, -30810, 10274, 44.44, 155000, 3
