25 19 8639
11610 12150.0 14337 18648 5170
hub : 534970, -15684, -6599, 36.08, 198600, 6
regional : 957944, 3150, 1425, 72.71, 157000, 4
regional : 174630, 158, 11950, 101.42, 123200, 2
regional : 509816, -7958, 6812, 79.2, 103800, 2
regional : 436747, 6850, 364, 92.29, 135000, 3
regional : 951649, 4129, 6431, 93.94, 161000, 3
hub : 624461, 7237, 17863, 38.17, 216900, 7
regional : 620175, 11207, 3478, 69.52, 185200, 4
major : 956189, -4420, -5703, 60.5, 235500, 6
regional : 784311, -7068, -3122, 76.78, 112400, 4
hub : 348166, -100, 497, 47.41, 180300, 5
regional : 221401, 1786, -571, 68.53, 190000, 3
regional : 933030, 7279, 11337, 99.55, 139800, 3
hub : 227300, 16455, 6414, 41.91, 167400, 6
hub : 758574, 1497, 10179, 56.65, 245400, 9
hub : 443272, 10639, 15641, 39.38, 255300, 7
major : 316884, -7005, -17740, 44.11, 142250, 5
hub : 520548, -5162, -5277, 61.27, 178200, 4
regional : 725492, -7861, 838, 104.5, 194400, 3
economy : 3655075014, 102, 1, [957944, 534970]
economy : 2131224945, 73, 0, [725492, 227300]
economy : 1522304588, 107, 3, [951649, 436747]
economy : 1139298375, 79, 0, [509816, 624461]
economy : 3500749038, 96, 6, [436747, 956189]
economy : 3730117340, 150, 2, [933030, 956189]
business : 3565015341, 99, 6, [509816, 624461]
business : 7526483524, 192, 0, [174630, 520548]
economy : 4712999336, 138, 0, [520548, 784311]
business : 8038844933, 135, 1, [316884, 509816]
business : 9309334332, 134, 3, [520548, 174630]
economy : 1630256967, 99, 0, [620175, 348166]
business : 2664663182, 59, 1, [620175, 509816]
economy : 6777416080, 170, 2, [348166, 520548]
business : 6831433570, 192, 0, [227300, 956189]
business : 5910536737, 82, 0, [951649, 520548]
economy : 4414145637, 151, 2, [624461, 951649]
economy : 5969674118, 91, 10, [951649, 348166]
economy : 6113854005, 159, 2, [620175, 509816]
economy : 3131438366, 181, 0, [221401, 758574]
economy : 3039425017, 122, 1, [956189, 534970]
business : 4448273814, 160, 1, [174630, 624461]
business : 7038777251, 100, 6, [348166, 758574]
economy : 2461698363, 44, 3, [348166, 436747]
economy : 8043099782, 125, 0, [436747, 956189]
business : 1870196217, 50, 6, [534970, 227300]
business : 1420524881, 78, 0, [620175, 316884]
first : 1031588687, 114, 3, [624461, 956189]
business : 9607792578, 167, 2, [951649, 348166]
economy : 7488592461, 65, 4, [221401, 174630]
economy : 9468116684, 42, 1, [758574, 221401]
first : 9716540312, 98, 1, [221401, 316884]
business : 1260760797, 69, 3, [227300, 933030]
economy : 5972855677, 180, 7, [620175, 624461]
economy : 1307874704, 132, 1, [443272, 221401]
economy : 5119534959, 91, 3, [534970, 436747]
first : 9670266150, 150, 1, [624461, 316884]
economy : 9614867959, 158, 8, [534970, 957944]
economy : 4909385917, 128, 2, [957944, 620175]
economy : 7695097836, 42, 2, [227300, 520548]
economy : 1548873500, 113, 5, [534970, 509816]
business : 6519869312, 119, 2, [221401, 443272]
economy : 4351926763, 134, 2, [951649, 620175]
economy : 1888339878, 57, 0, [221401, 443272]
business : 3203736451, 48, 5, [509816, 758574]
economy : 3576296682, 195, 1, [509816, 348166]
economy : 6345042186, 47, 1, [758574, 784311]
economy : 1059622658, 100, 0, [725492, 174630]
economy : 1622950315, 52, 2, [436747, 443272]
economy : 2268777635, 124, 3, [443272, 957944]
economy : 6662702904, 199, 1, [534970, 436747]
business : 5247310157, 107, 2, [221401, 956189]
economy : 7323065865, 96, 0, [758574, 316884]
economy : 8857948515, 71, 2, [784311, 534970]
business : 9322583214, 45, 1, [534970, 957944]
economy : 8540363054, 106, 1, [624461, 956189]
economy : 4974658529, 200, 4, [443272, 509816]
economy : 1833225394, 141, 1, [443272, 957944]
economy : 5373894238, 145, 1, [316884, 348166]
economy : 8389794773, 51, 5, [784311, 758574]
business : 7186486537, 88, 2, [758574, 520548]
economy : 3798000002, 190, 1, [348166, 316884]
business : 8261958165, 76, 1, [227300, 725492]
business : 2483789246, 191, 0, [509816, 436747]
economy : 7680880718, 142, 0, [174630, 443272]
economy : 4778677590, 141, 6, [620175, 951649]
economy : 3926499700, 58, 2, [443272, 624461]
economy : 8868289387, 194, 2, [624461, 316884]
luxury : 3088915041, 64, 2, [174630, 316884]
business : 5298312636, 104, 0, [956189, 221401]
economy : 8570026745, 134, 1, [957944, 933030]
economy : 4869923168, 177, 10, [348166, 443272]
economy : 1501189099, 161, 1, [624461, 509816]
economy : 9139617086, 98, 5, [620175, 624461]
economy : 1527037540, 198, 6, [443272, 316884]
business : 5822872837, 85, 1, [443272, 957944]
economy : 8390888973, 120, 1, [956189, 725492]
economy : 6115114734, 152, 10, [348166, 620175]
first : 4630262026, 115, 1, [933030, 784311]
business : 6255396706, 146, 1, [957944, 227300]
economy : 6065805402, 60, 1, [509816, 436747]
business : 3780516391, 142, 7, [520548, 957944]
luxury : 8610961854, 62, 2, [443272, 620175]
economy : 4476902623, 142, 1, [221401, 509816]
economy : 9237381476, 175, 1, [933030, 221401]
economy : 2518501622, 164, 8, [443272, 174630]
economy : 5179808467, 98, 3, [227300, 957944]
luxury : 2068943249, 189, 1, [758574, 221401]
business : 7093128441, 88, 3, [348166, 443272]
economy : 2690844586, 167, 0, [520548, 174630]
economy : 3792771602, 170, 6, [509816, 956189]
business : 9519588520, 91, 6, [443272, 509816]
economy : 8099014168, 123, 0, [174630, 348166]
business : 5786161267, 166, 0, [348166, 534970]
economy : 9021703377, 99, 1, [758574, 174630]
economy : 6736895604, 98, 2, [957944, 509816]
business : 9256021056, 100, 3, [957944, 227300]
economy : 2348401532, 146, 0, [933030, 534970]
business : 4476214110, 49, 1, [933030, 957944]
economy : 5184860541, 185, 1, [956189, 348166]
economy : 4852638022, 112, 3, [957944, 227300]
economy : 4597840538, 199, 0, [534970, 348166]
economy : 2205449484, 195, 0, [725492, 951649]
economy : 3590429316, 81, 5, [624461, 520548]
economy : 1514333448, 195, 0, [520548, 624461]
business : 2607070702, 176, 3, [221401, 436747]
economy : 6122600833, 84, 2, [509816, 534970]
business : 7294347126, 106, 2, [957944, 221401]
economy : 3093191433, 145, 1, [620175, 509816]
economy : 1277856705, 156, 0, [316884, 534970]
economy : 2413289491, 174, 1, [174630, 534970]
economy : 9327349195, 152, 6, [933030, 227300]
business : 6235990382, 89, 4, [534970, 443272]
business : 4564873032, 177, 3, [784311, 509816]
economy : 8606879978, 118, 4, [316884, 348166]
economy : 9162842954, 163, 0, [436747, 509816]
luxury : 4751391105, 161, 3, [957944, 348166]
business : 6897079137, 92, 3, [520548, 316884]
economy : 6670976228, 52, 2, [443272, 620175]
economy : 1293935132, 111, 1, [758574, 725492]
economy : 7389588338, 155, 1, [956189, 443272]
business : 6293010743, 81, 0, [348166, 957944]
economy : 8639763547, 64, 3, [316884, 443272]
economy : 8867671262, 189, 1, [725492, 348166]
economy : 5210331806, 42, 5, [221401, 725492]
first : 1660204418, 41, 3, [620175, 784311]
business : 2836224889, 160, 5, [348166, 443272]
first : 1598153144, 41, 1, [534970, 227300]
economy : 8122387674, 97, 3, [725492, 951649]
economy : 4326872984, 42, 2, [784311, 221401]
economy : 2557991114, 48, 3, [620175, 316884]
economy : 3929809446, 194, 4, [951649, 620175]
economy : 4056820310, 79, 2, [957944, 509816]
economy : 6327539178, 42, 3, [956189, 957944]
luxury : 4628460759, 109, 2, [227300, 509816]
first : 4697514764, 164, 1, [758574, 509816]
economy : 2796203604, 193, 2, [509816, 956189]
economy : 9958260936, 166, 3, [534970, 520548]
economy : 8334265116, 187, 2, [957944, 174630]
economy : 3883881257, 80, 5, [221401, 316884]
economy : 3268887833, 99, 4, [221401, 758574]
business : 6031812354, 130, 6, [221401, 956189]
economy : 8508552299, 200, 0, [784311, 951649]
business : 8690274944, 103, 0, [520548, 758574]
business : 5105375836, 89, 0, [758574, 784311]
business : 3635489695, 154, 1, [933030, 784311]
economy : 2584710728, 83, 2, [534970, 933030]
business : 4809852366, 186, 1, [316884, 933030]
economy : 6799696408, 181, 7, [784311, 227300]
business : 8675232701, 41, 10, [316884, 227300]
economy : 7320764305, 54, 10, [957944, 227300]
economy : 3394084496, 101, 1, [348166, 956189]
business : 4820353539, 159, 2, [956189, 534970]
economy : 4237121448, 108, 4, [316884, 784311]
economy : 4758905914, 71, 0, [443272, 624461]
business : 7401681459, 107, 0, [221401, 784311]
economy : 1591245424, 180, 7, [348166, 509816]
first : 9892101597, 199, 0, [951649, 348166]
business : 8617679376, 182, 8, [436747, 443272]
economy : 5330072820, 75, 2, [784311, 956189]
economy : 1059444139, 155, 1, [316884, 348166]
economy : 8618413597, 110, 1, [951649, 725492]
economy : 2187896553, 97, 9, [316884, 227300]
economy : 1054305360, 180, 3, [624461, 758574]
economy : 4134926376, 93, 2, [221401, 520548]
economy : 6426667642, 43, 0, [957944, 784311]
first : 2916178893, 122, 2, [957944, 316884]
economy : 6024185606, 151, 6, [784311, 443272]
economy : 5203558552, 85, 2, [534970, 348166]
economy : 9536724504, 44, 7, [443272, 933030]
economy : 4462708935, 122, 9, [725492, 436747]
economy : 8507112029, 115, 2, [443272, 758574]
economy : 6038855636, 165, 2, [221401, 534970]
economy : 9249655892, 60, 6, [520548, 957944]
business : 4674478333, 67, 3, [509816, 316884]
economy : 3009888576, 50, 2, [221401, 624461]
economy : 8381357723, 48, 0, [620175, 933030]
economy : 1209239533, 141, 2, [509816, 534970]
economy : 3175851080, 43, 1, [316884, 758574]
economy : 2018300794, 164, 0, [951649, 758574]
luxury : 6941248069, 85, 2, [951649, 620175]
business : 4017862116, 76, 2, [951649, 316884]
business : 8112863374, 123, 2, [174630, 316884]
economy : 4820673063, 126, 4, [534970, 174630]
economy : 7473391305, 196, 0, [316884, 436747]
economy : 3968030299, 170, 1, [784311, 227300]
business : 2408345743, 131, 2, [443272, 316884]
economy : 4988379319, 64, 1, [534970, 520548]
business : 3585611601, 162, 0, [443272, 624461]
economy : 8244551479, 194, 0, [221401, 725492]
economy : 8824759519, 96, 0, [951649, 957944]
economy : 1467325992, 148, 0, [348166, 951649]
economy : 2623549982, 159, 0, [725492, 758574]
business : 4568762652, 162, 1, [758574, 227300]
economy : 7291785453, 61, 2, [227300, 725492]
economy : 5902824165, 104, 0, [520548, 534970]
economy : 7733153065, 168, 5, [956189, 174630]
business : 7753756682, 81, 1, [227300, 221401]
luxury : 8437122822, 75, 2, [443272, 957944]
economy : 3109932290, 152, 5, [221401, 624461]
first : 9446454945, 42, 10, [520548, 221401]
economy : 7347723633, 53, 3, [509816, 316884]
economy : 5265937510, 139, 1, [509816, 227300]
business : 9572911034, 166, 6, [933030, 624461]
economy : 5059720491, 86, 4, [624461, 221401]
business : 3196970614, 57, 1, [784311, 221401]
economy : 6182647604, 43, 5, [784311, 534970]
economy : 5817450420, 88, 2, [956189, 951649]
economy : 8295724927, 138, 1, [956189, 221401]
economy : 4944863741, 126, 1, [933030, 316884]
economy : 2579256833, 52, 0, [951649, 784311]
first : 9321496094, 144, 1, [509816, 174630]
economy : 3626252479, 114, 6, [520548, 227300]
luxury : 3723560701, 84, 1, [534970, 758574]
business : 7440807972, 193, 1, [443272, 620175]
first : 1435510728, 194, 5, [174630, 520548]
economy : 5400337485, 106, 5, [436747, 951649]
economy : 3007205980, 130, 1, [227300, 933030]
economy : 1591685222, 173, 2, [436747, 957944]
business : 8129199217, 61, 6, [933030, 534970]
economy : 9745839631, 174, 0, [624461, 784311]
economy : 9418102400, 78, 1, [620175, 951649]
economy : 6237665239, 40, 1, [758574, 520548]
economy : 4882920533, 86, 1, [316884, 443272]
economy : 6860717748, 66, 1, [534970, 933030]
business : 2030704612, 168, 2, [725492, 520548]
economy : 7585112135, 183, 2, [725492, 784311]
business : 3642190315, 151, 4, [620175, 348166]
economy : 9080439480, 94, 2, [509816, 933030]
economy : 4382123344, 50, 2, [784311, 174630]
economy : 5664003688, 123, 1, [436747, 956189]
economy : 9723322200, 51, 2, [534970, 956189]
economy : 1626398901, 199, 9, [957944, 348166]
first : 8351411637, 149, 1, [348166, 784311]
economy : 3978072637, 111, 10, [316884, 957944]
business : 2013748266, 79, 3, [725492, 933030]
economy : 5281187474, 191, 6, [534970, 957944]
economy : 1363533322, 43, 1, [227300, 957944]
economy : 7555088773, 153, 2, [443272, 957944]
economy : 3666791509, 92, 1, [174630, 758574]
first : 4054839688, 81, 2, [933030, 620175]
economy : 3606379259, 189, 1, [443272, 620175]
economy : 8992575776, 137, 0, [227300, 725492]
first : 2096364640, 178, 1, [933030, 174630]
economy : 1020648818, 100, 1, [316884, 951649]
business : 3557952216, 93, 1, [436747, 758574]
business : 4288425346, 135, 1, [227300, 221401]
economy : 8129650602, 136, 2, [443272, 316884]
economy : 8529195774, 104, 2, [758574, 520548]
economy : 2520983824, 79, 0, [933030, 957944]
business : 2084602214, 116, 1, [624461, 725492]
economy : 7459065008, 78, 2, [620175, 758574]
economy : 9974993109, 71, 2, [957944, 348166]
luxury : 2260223321, 175, 2, [534970, 620175]
economy : 6484178603, 81, 1, [509816, 348166]
economy : 5237473357, 92, 1, [951649, 784311]
economy : 5186007160, 171, 3, [957944, 951649]
luxury : 4541288404, 194, 1, [784311, 509816]
economy : 8115525225, 199, 5, [956189, 758574]
business : 2024207364, 111, 1, [221401, 520548]
economy : 4958122480, 166, 2, [933030, 520548]
economy : 8591744677, 121, 1, [534970, 951649]
economy : 1923441339, 194, 1, [174630, 951649]
business : 9398343730, 185, 1, [174630, 509816]
first : 3997226139, 100, 5, [957944, 316884]
business : 5207690572, 130, 1, [348166, 316884]
economy : 5706341304, 166, 2, [348166, 624461]
business : 1677240726, 111, 7, [316884, 725492]
economy : 3979062435, 63, 0, [316884, 227300]
business : 4217434882, 105, 0, [957944, 956189]
economy : 7416403349, 83, 0, [316884, 348166]
economy : 2490071177, 113, 1, [933030, 221401]
first : 1179627061, 158, 2, [620175, 520548]
economy : 4150321797, 130, 2, [758574, 725492]
economy : 9129080791, 140, 1, [520548, 956189]
economy : 9793224430, 134, 0, [725492, 951649]
economy : 1291151604, 98, 2, [758574, 443272]
business : 1172635052, 134, 1, [227300, 624461]
economy : 3208623962, 65, 2, [951649, 534970]
economy : 9048019484, 163, 1, [520548, 758574]
first : 3076614670, 48, 1, [624461, 620175]
economy : 8682988139, 179, 2, [933030, 316884]
business : 6778153935, 192, 4, [784311, 758574]
economy : 5993593097, 70, 9, [620175, 436747]
economy : 8044206931, 182, 0, [933030, 758574]
first : 9389940590, 40, 1, [957944, 221401]
economy : 7158211821, 56, 1, [436747, 758574]
economy : 8580185626, 57, 1, [509816, 784311]
economy : 4721809581, 120, 0, [957944, 933030]
business : 3245675640, 140, 0, [758574, 725492]
economy : 9210866318, 137, 2, [956189, 534970]
economy : 4464067161, 188, 1, [436747, 316884]
economy : 6016245825, 188, 1, [174630, 316884]
economy : 6878024552, 47, 2, [784311, 174630]
luxury : 3231786616, 121, 2, [933030, 221401]
economy : 2087876888, 110, 1, [348166, 316884]
economy : 5240822734, 95, 1, [174630, 520548]
economy : 2667721515, 171, 1, [316884, 725492]
economy : 5066693194, 43, 4, [174630, 957944]
economy : 3982552652, 101, 2, [957944, 620175]
economy : 7130188292, 44, 1, [221401, 316884]
economy : 1511287069, 74, 3, [443272, 221401]
business : 9253172066, 185, 9, [534970, 624461]
economy : 6081645553, 147, 5, [957944, 624461]
business : 3158592288, 128, 1, [534970, 951649]
economy : 3109233338, 96, 2, [221401, 348166]
business : 6908838781, 94, 1, [784311, 951649]
luxury : 5981602333, 129, 0, [227300, 784311]
economy : 2510552905, 123, 1, [436747, 758574]
economy : 3719134854, 66, 1, [227300, 620175]
business : 7576732671, 164, 1, [436747, 227300]
economy : 3507403021, 56, 1, [520548, 624461]
first : 7641542474, 151, 2, [174630, 443272]
first : 4117873174, 133, 5, [620175, 227300]
economy : 6281569048, 162, 2, [951649, 620175]
luxury : 2095065855, 159, 1, [509816, 951649]
economy : 6567715315, 50, 3, [620175, 436747]
economy : 6196677156, 117, 2, [509816, 520548]
economy : 7713244720, 129, 1, [348166, 784311]
economy : 3801590471, 99, 0, [227300, 725492]
economy : 1146030301, 76, 1, [758574, 933030]
economy : 1600839729, 146, 0, [443272, 534970]
economy : 5712700454, 43, 2, [443272, 227300]
economy : 1559880227, 116, 6, [443272, 725492]
economy : 4795497820, 131, 7, [933030, 348166]
luxury : 8743777929, 194, 1, [534970, 957944]
economy : 4111981349, 155, 1, [784311, 620175]
economy : 2271007560, 112, 2, [221401, 227300]
economy : 9603612986, 124, 1, [534970, 620175]
economy : 7814283555, 78, 3, [620175, 520548]
economy : 3841839344, 124, 1, [725492, 221401]
economy : 6683329668, 113, 1, [221401, 933030]
economy : 2092482377, 72, 3, [758574, 534970]
economy : 4808677982, 149, 1, [227300, 956189]
luxury : 3164537520, 170, 1, [348166, 436747]
economy : 3682310455, 145, 1, [443272, 436747]
economy : 3752201989, 74, 3, [620175, 624461]
business : 5188863316, 108, 0, [956189, 534970]
economy : 3329115240, 152, 2, [933030, 620175]
economy : 5925888716, 119, 5, [316884, 784311]
economy : 8625237338, 58, 0, [520548, 956189]
business : 7154313868, 157, 2, [951649, 956189]
business : 1172403832, 189, 2, [933030, 956189]
economy : 3589621635, 117, 1, [443272, 174630]
economy : 2106531180, 120, 5, [620175, 725492]
first : 2472071186, 192, 1, [534970, 951649]
first : 5031106750, 49, 0, [221401, 725492]
economy : 2001187644, 162, 3, [620175, 348166]
business : 2931411087, 51, 0, [534970, 174630]
economy : 6812804528, 182, 2, [957944, 174630]
economy : 5860186874, 113, 2, [221401, 509816]
economy : 8395540969, 178, 1, [520548, 951649]
economy : 2685535890, 103, 3, [316884, 957944]
economy : 9991974971, 104, 10, [933030, 624461]
economy : 7678946347, 195, 3, [227300, 436747]
economy : 5322636308, 78, 2, [758574, 951649]
economy : 6110993360, 119, 1, [174630, 624461]
economy : 2567753925, 148, 0, [624461, 933030]
business : 7029606230, 107, 0, [436747, 509816]
economy : 1357466589, 194, 1, [509816, 933030]
business : 3099687599, 83, 0, [443272, 174630]
first : 2882492477, 88, 2, [620175, 784311]
economy : 3592148268, 88, 0, [951649, 758574]
economy : 6824292121, 114, 2, [624461, 348166]
economy : 8476722857, 194, 2, [620175, 534970]
economy : 1262458225, 65, 4, [316884, 784311]
economy : 9882167158, 89, 2, [227300, 509816]
economy : 6791320329, 196, 3, [227300, 951649]
economy : 4615852648, 127, 2, [624461, 509816]
economy : 5221845855, 41, 2, [174630, 933030]
economy : 9420022050, 138, 1, [174630, 436747]
first : 1147238542, 68, 5, [624461, 348166]
economy : 1322104879, 161, 1, [443272, 227300]
business : 8567849535, 104, 0, [624461, 436747]
business : 7432943381, 126, 1, [221401, 348166]
economy : 1133079972, 167, 1, [784311, 316884]
first : 3066054323, 129, 0, [436747, 520548]
economy : 7056406569, 69, 1, [436747, 758574]
economy : 5291525524, 43, 2, [316884, 933030]
economy : 3513029693, 78, 3, [951649, 443272]
economy : 5826533975, 181, 2, [174630, 227300]
economy : 3971946403, 113, 2, [624461, 725492]
economy : 2066313257, 133, 5, [620175, 624461]
economy : 9041655617, 63, 1, [933030, 951649]
economy : 6773650257, 180, 2, [534970, 933030]
economy : 7248325810, 200, 1, [957944, 443272]
economy : 3035685794, 108, 6, [933030, 174630]
economy : 6671940174, 105, 1, [624461, 443272]
economy : 4641207136, 164, 1, [509816, 957944]
economy : 6415165415, 159, 1, [227300, 509816]
business : 2209371525, 175, 4, [436747, 227300]
business : 1203008964, 116, 2, [620175, 624461]
economy : 6840778044, 123, 2, [509816, 348166]
economy : 7194952180, 75, 3, [227300, 624461]
economy : 5237789714, 92, 1, [348166, 316884]
economy : 7924480060, 82, 2, [951649, 784311]
economy : 9325327099, 162, 0, [956189, 443272]
economy : 8230092746, 90, 3, [348166, 443272]
luxury : 1451278825, 108, 1, [509816, 436747]
first : 8041567983, 106, 0, [956189, 348166]
business : 7096123870, 182, 1, [227300, 624461]
economy : 4666224896, 102, 1, [436747, 443272]
economy : 4310683502, 179, 5, [956189, 758574]
first : 5764827501, 176, 2, [520548, 957944]
business : 3418756459, 185, 10, [758574, 436747]
economy : 1758220838, 117, 2, [956189, 933030]
economy : 7962288014, 92, 1, [443272, 956189]
economy : 9528758985, 188, 3, [221401, 624461]
economy : 5862003869, 83, 1, [956189, 951649]
economy : 9228122269, 96, 2, [956189, 933030]
economy : 1618201000, 148, 1, [725492, 534970]
business : 8398669611, 129, 0, [933030, 316884]
economy : 5736581775, 81, 6, [174630, 956189]
business : 9711728605, 62, 1, [957944, 620175]
business : 6064362762, 132, 2, [174630, 221401]
economy : 1118270812, 172, 9, [520548, 348166]
economy : 2154575401, 94, 4, [534970, 443272]
economy : 2240434238, 119, 2, [509816, 624461]
economy : 3278640639, 71, 1, [509816, 957944]
economy : 3674150629, 72, 2, [221401, 933030]
business : 8011295442, 98, 4, [758574, 957944]
economy : 3645709635, 188, 3, [620175, 221401]
business : 3639060986, 130, 2, [348166, 784311]
economy : 9793459526, 104, 2, [624461, 957944]
business : 4720550126, 164, 0, [520548, 957944]
economy : 1964174563, 138, 2, [221401, 758574]
economy : 3068467247, 97, 3, [443272, 436747]
economy : 3378598697, 159, 3, [624461, 316884]
economy : 2815088061, 96, 1, [436747, 725492]
economy : 9516138759, 174, 1, [957944, 227300]
economy : 2646757670, 59, 2, [221401, 520548]
economy : 8045784808, 96, 2, [957944, 725492]
economy : 6854887217, 96, 2, [933030, 534970]
economy : 3093389753, 177, 1, [227300, 174630]
economy : 7335178766, 84, 1, [534970, 221401]
economy : 5908782682, 68, 2, [316884, 509816]
business : 9120426721, 138, 6, [520548, 443272]
economy : 2982600036, 187, 4, [725492, 758574]
economy : 9971630374, 114, 2, [316884, 957944]
economy : 4787059647, 132, 0, [520548, 509816]
economy : 4183270020, 171, 1, [227300, 174630]
business : 6216294539, 125, 0, [725492, 933030]
economy : 5262209474, 198, 7, [520548, 957944]
economy : 8630870401, 121, 2, [933030, 509816]
economy : 5923745870, 74, 0, [348166, 221401]
business : 7631601760, 162, 1, [316884, 174630]
business : 4956881681, 67, 2, [957944, 227300]
economy : 4449363318, 80, 2, [758574, 316884]
economy : 1175721187, 140, 5, [534970, 509816]
economy : 5953423401, 144, 2, [227300, 725492]
economy : 2442448985, 190, 1, [957944, 443272]
economy : 1007947017, 113, 1, [620175, 316884]
economy : 7145385099, 71, 1, [725492, 758574]
economy : 7578101389, 137, 0, [443272, 784311]
economy : 4924780458, 153, 3, [725492, 784311]
business : 5935398306, 64, 1, [227300, 951649]
economy : 2240860320, 136, 1, [758574, 227300]
economy : 2986414520, 136, 2, [624461, 933030]
business : 1909540108, 109, 3, [436747, 725492]
economy : 4311637412, 98, 8, [956189, 443272]
economy : 9830713349, 91, 2, [957944, 174630]
business : 3239581329, 197, 2, [509816, 957944]
economy : 8342535616, 146, 0, [443272, 957944]
economy : 6560201553, 62, 1, [957944, 436747]
business : 1034277771, 49, 2, [956189, 951649]
first : 6614365102, 147, 0, [620175, 951649]
first : 3692663969, 114, 2, [520548, 951649]
economy : 2622073869, 172, 0, [624461, 436747]
economy : 8072937511, 141, 2, [436747, 443272]
first : 3855840092, 54, 2, [174630, 784311]
economy : 3735093061, 77, 1, [620175, 227300]
economy : 3483195262, 155, 0, [227300, 951649]
economy : 5020202624, 177, 1, [620175, 758574]
economy : 4218445977, 160, 3, [227300, 933030]
economy : 8718515584, 127, 2, [624461, 758574]
business : 9799627876, 67, 2, [758574, 174630]
business : 9394042988, 120, 1, [316884, 174630]
economy : 8671101027, 143, 0, [624461, 951649]
economy : 9708706354, 122, 6, [443272, 957944]
economy : 2393819190, 62, 1, [624461, 227300]
economy : 5604601567, 157, 1, [951649, 784311]
economy : 3251384095, 120, 1, [933030, 436747]
economy : 5356975106, 116, 3, [957944, 951649]
first : 9703968753, 59, 0, [784311, 725492]
economy : 3169794903, 62, 2, [316884, 348166]
business : 8588271034, 171, 1, [520548, 957944]
business : 7608116080, 53, 1, [758574, 509816]
economy : 3454246376, 185, 1, [509816, 725492]
economy : 4625991701, 86, 2, [620175, 316884]
economy : 9141858947, 194, 2, [725492, 758574]
economy : 7758566976, 174, 2, [784311, 227300]
economy : 1307485009, 71, 2, [227300, 520548]
business : 9568956352, 159, 1, [725492, 348166]
business : 5277021781, 78, 3, [348166, 758574]
first : 2528676899, 131, 1, [436747, 725492]
economy : 5401143300, 45, 1, [520548, 221401]
economy : 9252229086, 53, 4, [534970, 227300]
first : 5779966371, 171, 2, [520548, 784311]
economy : 6294903710, 75, 1, [624461, 227300]
economy : 6405660286, 100, 0, [933030, 443272]
business : 3494849010, 152, 6, [933030, 316884]
economy : 9493328572, 132, 0, [509816, 436747]
economy : 4854490286, 117, 1, [520548, 784311]
economy : 1852122602, 157, 1, [956189, 725492]
