10 10 6003
9198 13927.5 18576 18864 5740
regional : 177517, -891, -672, 66.66, 116000, 2
regional : 458786, 790, -284, 76.01, 121800, 2
hub : 308131, -739, -1578, 53.79, 167400, 10
hub : 116939, 1368, -1642, 60.06, 254100, 10
major : 881517, -373, 1559, 66.0, 129250, 6
regional : 365277, 275, 1662, 92.95, 161600, 2
regional : 900937, 2514, -1759, 98.45, 129000, 3
major : 162101, -44, -1116, 68.31, 149500, 5
regional : 275120, 282, -18, 97.9, 119800, 3
regional : 624573, -575, 344, 105.16, 184200, 2
economy : 4846006871, 158, 1, [116939, 275120]
business : 5048091934, 102, 2, [116939, 900937]
business : 7576419690, 198, 2, [275120, 881517]
economy : 2284241728, 142, 6, [275120, 308131]
business : 3582126841, 124, 0, [881517, 458786]
economy : 7918234915, 199, 1, [177517, 458786]
economy : 7895283685, 134, 10, [177517, 116939]
first : 9846750905, 71, 0, [275120, 624573]
economy : 7801497038, 200, 1, [365277, 275120]
economy : 7440809034, 141, 2, [881517, 458786]
economy : 8950938279, 138, 2, [275120, 177517]
economy : 4607408730, 52, 0, [365277, 458786]
economy : 8366418371, 54, 2, [275120, 900937]
economy : 9836970635, 187, 2, [308131, 275120]
economy : 4221852452, 140, 2, [900937, 275120]
first : 3940739416, 109, 0, [162101, 275120]
economy : 1475834043, 165, 2, [458786, 162101]
business : 8966680423, 67, 0, [275120, 365277]
economy : 5168222149, 137, 7, [162101, 275120]
business : 2551681561, 178, 7, [308131, 177517]
business : 3802917294, 140, 0, [458786, 624573]
economy : 8970531157, 63, 0, [458786, 881517]
business : 4382325021, 146, 6, [275120, 162101]
economy : 1870245476, 190, 1, [458786, 624573]
economy : 1761778318, 47, 4, [177517, 308131]
economy : 6126078402, 147, 4, [116939, 624573]
business : 9153816714, 187, 1, [881517, 275120]
economy : 8010925815, 115, 2, [308131, 116939]
economy : 8839538379, 158, 8, [308131, 458786]
economy : 3038152331, 138, 2, [458786, 162101]
economy : 6785332263, 73, 1, [275120, 162101]
economy : 7037912018, 133, 2, [881517, 458786]
economy : 2097560259, 58, 0, [177517, 275120]
economy : 5113726200, 131, 4, [162101, 624573]
economy : 6810256276, 168, 0, [458786, 162101]
first : 7962059038, 69, 2, [624573, 900937]
business : 9874784261, 121, 2, [177517, 900937]
economy : 3260408422, 199, 7, [162101, 275120]
economy : 2651328505, 159, 10, [900937, 365277]
business : 7141717004, 50, 2, [177517, 900937]
economy : 2289468855, 184, 7, [275120, 162101]
business : 9826758389, 94, 5, [116939, 177517]
economy : 8056142820, 58, 1, [116939, 365277]
economy : 7389637478, 85, 2, [177517, 458786]
economy : 1144455465, 169, 4, [308131, 624573]
economy : 3600675123, 49, 2, [624573, 881517]
economy : 6099979518, 71, 5, [624573, 458786]
business : 7744314173, 176, 1, [275120, 162101]
economy : 7902571388, 45, 2, [900937, 116939]
economy : 7066234528, 99, 0, [308131, 458786]
economy : 1135061652, 54, 2, [458786, 162101]
economy : 6439069142, 153, 1, [308131, 162101]
economy : 1720425573, 69, 5, [900937, 365277]
economy : 4333868028, 102, 2, [308131, 116939]
economy : 2396476927, 173, 2, [308131, 881517]
economy : 8490605257, 171, 1, [365277, 308131]
business : 1954792711, 97, 5, [458786, 116939]
economy : 4198352825, 96, 6, [881517, 624573]
economy : 4261737569, 95, 10, [900937, 365277]
economy : 3913357634, 131, 2, [162101, 275120]
economy : 6784922546, 183, 0, [900937, 308131]
economy : 2356112524, 190, 9, [162101, 177517]
business : 9299641616, 188, 0, [308131, 900937]
economy : 6890146289, 142, 2, [365277, 308131]
economy : 6650073556, 64, 1, [308131, 881517]
business : 7461004294, 132, 2, [116939, 308131]
economy : 5094597060, 186, 1, [900937, 458786]
economy : 2952741939, 68, 0, [881517, 458786]
first : 5871584744, 89, 0, [365277, 275120]
economy : 3474711568, 116, 1, [458786, 624573]
economy : 5906061471, 58, 2, [177517, 624573]
economy : 8237139110, 191, 0, [275120, 308131]
economy : 4814856808, 112, 6, [458786, 900937]
economy : 3467247096, 137, 0, [900937, 116939]
economy : 9405320104, 47, 10, [116939, 162101]
economy : 5536014509, 125, 1, [881517, 624573]
economy : 2026623542, 152, 0, [116939, 881517]
economy : 3892846080, 66, 0, [275120, 177517]
business : 9468549441, 168, 1, [900937, 275120]
economy : 9395473297, 79, 1, [177517, 116939]
business : 3674338257, 137, 5, [162101, 275120]
first : 1472397333, 107, 0, [177517, 308131]
economy : 3046541037, 118, 0, [275120, 900937]
economy : 4893298956, 59, 2, [116939, 900937]
economy : 9782878261, 46, 2, [365277, 177517]
economy : 6826832936, 156, 1, [458786, 275120]
economy : 6162388522, 90, 2, [881517, 458786]
economy : 9137095902, 114, 2, [900937, 162101]
economy : 8088764811, 84, 4, [162101, 275120]
business : 4087802450, 114, 1, [308131, 900937]
business : 2646591171, 57, 1, [365277, 162101]
economy : 8247657306, 88, 4, [624573, 458786]
economy : 1585759949, 160, 1, [116939, 624573]
economy : 9901074988, 161, 8, [458786, 275120]
economy : 3185595324, 41, 10, [624573, 162101]
business : 7204724836, 115, 2, [900937, 624573]
economy : 1871918557, 195, 1, [881517, 365277]
business : 4911780969, 132, 1, [177517, 624573]
economy : 1889968571, 52, 0, [624573, 177517]
economy : 2672323707, 59, 2, [116939, 365277]
economy : 2792844519, 84, 8, [458786, 177517]
business : 7210680444, 186, 2, [177517, 365277]
economy : 9441461060, 178, 4, [308131, 275120]
business : 3505254340, 97, 7, [116939, 365277]
economy : 7414859019, 54, 2, [365277, 881517]
economy : 1890633493, 137, 2, [162101, 177517]
economy : 1123017760, 73, 5, [900937, 458786]
economy : 3449078236, 58, 0, [365277, 624573]
first : 4116765413, 178, 3, [365277, 275120]
economy : 9692769643, 67, 3, [308131, 275120]
economy : 9316331793, 40, 3, [275120, 900937]
economy : 6309153623, 56, 2, [116939, 458786]
economy : 9054283050, 185, 2, [116939, 458786]
economy : 8988105178, 105, 2, [162101, 177517]
economy : 3707604077, 200, 1, [624573, 177517]
business : 9119543110, 113, 1, [365277, 881517]
economy : 6837054029, 146, 2, [624573, 900937]
economy : 6145239870, 48, 2, [458786, 881517]
business : 3503515178, 120, 1, [881517, 275120]
economy : 4338145769, 193, 2, [162101, 900937]
economy : 8703301291, 190, 2, [900937, 624573]
business : 9244108788, 191, 3, [881517, 365277]
economy : 3959689102, 144, 0, [308131, 365277]
first : 5819413932, 173, 9, [458786, 881517]
first : 2747153804, 156, 1, [458786, 162101]
economy : 4879927880, 57, 0, [116939, 308131]
economy : 8987685220, 75, 2, [900937, 162101]
economy : 1794916637, 43, 2, [624573, 162101]
economy : 6589709025, 52, 4, [881517, 177517]
business : 2075229331, 95, 3, [881517, 308131]
economy : 7102903933, 49, 2, [177517, 275120]
economy : 2646385886, 50, 4, [624573, 900937]
economy : 4730829372, 150, 2, [308131, 162101]
business : 6781506951, 75, 0, [162101, 458786]
first : 1365827215, 72, 3, [458786, 308131]
economy : 7919889899, 48, 1, [458786, 624573]
economy : 3604214366, 170, 2, [365277, 308131]
economy : 8978985179, 110, 0, [162101, 365277]
economy : 8923039460, 147, 1, [308131, 177517]
economy : 2874958996, 50, 1, [624573, 308131]
economy : 9575031033, 127, 1, [177517, 116939]
economy : 2263282371, 158, 0, [275120, 881517]
business : 7453554814, 88, 7, [116939, 458786]
economy : 9421099455, 100, 5, [308131, 365277]
business : 8417339823, 46, 4, [881517, 308131]
economy : 3037849731, 172, 2, [162101, 365277]
economy : 4456447774, 181, 5, [881517, 275120]
economy : 5350013850, 143, 0, [162101, 458786]
economy : 2418485931, 121, 2, [365277, 116939]
business : 9218007439, 143, 0, [162101, 308131]
economy : 7842348952, 119, 0, [308131, 365277]
first : 4482794516, 180, 1, [177517, 162101]
business : 5211250136, 116, 2, [177517, 116939]
economy : 1901878160, 175, 0, [162101, 624573]
business : 1631305903, 164, 1, [900937, 275120]
economy : 4292468457, 117, 1, [177517, 624573]
business : 8742981721, 52, 1, [162101, 365277]
business : 9011741328, 180, 0, [177517, 308131]
first : 2424571564, 109, 2, [275120, 365277]
business : 5945552583, 40, 4, [881517, 275120]
first : 6019574224, 150, 1, [624573, 365277]
economy : 4557589487, 139, 1, [881517, 900937]
economy : 3387806138, 188, 0, [116939, 308131]
economy : 5209124385, 83, 4, [162101, 458786]
economy : 3434148346, 131, 10, [458786, 365277]
first : 7099625706, 128, 2, [308131, 881517]
economy : 4326722156, 130, 8, [275120, 116939]
business : 3057305491, 121, 1, [308131, 275120]
economy : 2071688018, 56, 7, [624573, 177517]
economy : 9424140265, 85, 1, [177517, 458786]
first : 1925466416, 108, 1, [458786, 275120]
economy : 2374536135, 116, 3, [881517, 308131]
business : 8659613074, 193, 4, [365277, 162101]
economy : 7676762133, 77, 3, [308131, 162101]
luxury : 3625538383, 142, 5, [162101, 308131]
economy : 3126980103, 89, 8, [881517, 900937]
business : 4366608321, 189, 1, [458786, 116939]
business : 5146177874, 85, 8, [162101, 624573]
economy : 4507204451, 52, 1, [365277, 275120]
business : 9650034234, 148, 4, [177517, 116939]
economy : 8513240723, 50, 1, [177517, 900937]
economy : 9619350556, 80, 1, [458786, 177517]
economy : 2382897691, 200, 4, [900937, 881517]
economy : 6798479374, 107, 2, [308131, 275120]
economy : 9823033210, 62, 3, [458786, 624573]
economy : 1150003357, 154, 1, [881517, 275120]
economy : 3264176455, 147, 1, [458786, 900937]
business : 2019321770, 168, 1, [162101, 177517]
economy : 4046103330, 94, 1, [275120, 900937]
business : 1761792838, 96, 2, [177517, 275120]
economy : 8848552553, 88, 1, [881517, 162101]
economy : 2508878691, 147, 9, [162101, 308131]
luxury : 1246231950, 181, 1, [177517, 900937]
economy : 1672501560, 41, 0, [365277, 624573]
economy : 6220901862, 68, 9, [365277, 624573]
economy : 2613322745, 114, 2, [275120, 116939]
economy : 1928339729, 181, 2, [881517, 624573]
business : 2579214312, 40, 1, [275120, 458786]
economy : 6808114524, 81, 3, [116939, 624573]
business : 5796326848, 161, 0, [275120, 308131]
economy : 2632419421, 172, 2, [624573, 162101]
first : 6695238694, 178, 0, [116939, 881517]
economy : 4074523449, 117, 5, [458786, 365277]
business : 7006356174, 152, 3, [365277, 116939]
economy : 2175353204, 198, 1, [458786, 162101]
business : 4523454551, 122, 1, [275120, 365277]
economy : 9682767521, 92, 0, [900937, 116939]
business : 7714159750, 125, 1, [900937, 116939]
economy : 2111358490, 152, 1, [881517, 162101]
business : 8540329092, 68, 10, [881517, 900937]
economy : 5281145880, 49, 2, [308131, 624573]
economy : 1150951966, 190, 1, [275120, 881517]
economy : 4017238891, 73, 2, [624573, 177517]
economy : 7566144496, 155, 4, [162101, 881517]
economy : 5251564979, 54, 1, [458786, 177517]
economy : 7168848303, 179, 0, [308131, 365277]
economy : 1084720415, 147, 1, [881517, 275120]
first : 3595007210, 45, 1, [162101, 177517]
business : 1070975231, 149, 1, [116939, 275120]
economy : 5307519323, 137, 2, [308131, 458786]
economy : 7518971590, 121, 5, [881517, 177517]
economy : 7541876421, 113, 0, [162101, 900937]
economy : 8262375655, 71, 2, [162101, 365277]
economy : 1406055277, 40, 1, [177517, 624573]
economy : 4882469744, 58, 1, [365277, 116939]
economy : 6271233250, 87, 10, [162101, 900937]
economy : 1485772354, 159, 3, [177517, 900937]
economy : 1944489107, 200, 1, [458786, 624573]
economy : 8114652811, 181, 2, [162101, 881517]
luxury : 4404124547, 125, 8, [881517, 162101]
business : 2337206600, 92, 1, [624573, 458786]
economy : 5636974730, 168, 0, [308131, 365277]
economy : 2986327256, 61, 5, [900937, 458786]
business : 5533602674, 86, 1, [365277, 275120]
business : 1380724505, 109, 2, [162101, 458786]
economy : 9295668322, 125, 3, [162101, 900937]
economy : 7652486121, 130, 0, [275120, 116939]
economy : 5976016734, 86, 1, [116939, 162101]
economy : 1052174626, 47, 6, [162101, 116939]
economy : 3218579585, 179, 2, [162101, 177517]
business : 4597132310, 64, 2, [116939, 162101]
economy : 7264911518, 44, 2, [162101, 900937]
economy : 9426973257, 115, 3, [458786, 116939]
business : 2504595046, 154, 1, [458786, 116939]
economy : 5966686844, 67, 2, [624573, 881517]
economy : 6363077685, 125, 1, [624573, 881517]
business : 4740773378, 184, 2, [275120, 116939]
economy : 5622645057, 66, 2, [308131, 162101]
economy : 9199601885, 48, 7, [177517, 275120]
economy : 8674040212, 130, 1, [275120, 162101]
economy : 9385325593, 81, 4, [177517, 624573]
economy : 9296502329, 123, 3, [365277, 177517]
first : 2772158570, 185, 2, [881517, 365277]
economy : 8305203566, 178, 6, [458786, 177517]
business : 5185395233, 54, 0, [881517, 162101]
economy : 7871196811, 111, 2, [881517, 275120]
business : 6308960091, 52, 0, [900937, 881517]
first : 6091991097, 47, 1, [162101, 308131]
first : 5745763480, 81, 0, [308131, 116939]
economy : 3642206915, 195, 3, [624573, 116939]
economy : 4671171613, 173, 1, [308131, 624573]
economy : 8556456932, 168, 2, [162101, 624573]
economy : 9358749348, 72, 7, [365277, 308131]
business : 3561115488, 134, 7, [308131, 177517]
economy : 4023116157, 52, 2, [116939, 162101]
first : 4304799579, 87, 5, [116939, 458786]
business : 9354507957, 135, 1, [177517, 275120]
business : 8415230239, 104, 1, [162101, 881517]
economy : 6918601020, 77, 1, [275120, 458786]
economy : 8495507031, 151, 1, [624573, 177517]
economy : 2688899199, 60, 0, [900937, 275120]
economy : 5252438367, 65, 0, [458786, 365277]
economy : 7316458118, 191, 10, [275120, 458786]
economy : 2520662279, 139, 2, [365277, 881517]
business : 2965949488, 66, 0, [308131, 275120]
business : 2627956805, 120, 6, [900937, 365277]
business : 9446348932, 60, 0, [900937, 177517]
business : 3313285225, 112, 0, [162101, 365277]
business : 9130369736, 60, 4, [458786, 177517]
economy : 2575546671, 49, 2, [881517, 624573]
economy : 5892502345, 198, 1, [177517, 900937]
economy : 9551117484, 148, 2, [308131, 900937]
business : 2399722124, 151, 0, [624573, 458786]
economy : 1515645707, 191, 0, [116939, 624573]
economy : 2144930464, 68, 1, [900937, 177517]
economy : 1082831767, 96, 1, [308131, 458786]
economy : 4232642481, 80, 0, [365277, 162101]
economy : 8611442751, 42, 1, [177517, 116939]
first : 6382612668, 97, 3, [624573, 177517]
economy : 7587077375, 88, 7, [308131, 624573]
business : 4627778940, 64, 0, [881517, 308131]
business : 6149775022, 196, 2, [881517, 275120]
economy : 3433086536, 59, 2, [365277, 275120]
luxury : 4678839970, 178, 5, [624573, 177517]
economy : 5818081454, 45, 1, [308131, 624573]
economy : 4592753565, 107, 1, [275120, 900937]
economy : 3055865086, 41, 3, [900937, 275120]
business : 5294392833, 99, 5, [116939, 881517]
economy : 5658150101, 152, 1, [308131, 116939]
business : 5937459170, 126, 1, [162101, 177517]
economy : 7634168511, 187, 2, [900937, 624573]
economy : 2176916874, 134, 3, [900937, 177517]
economy : 2173536548, 131, 1, [881517, 162101]
business : 9456693882, 56, 3, [177517, 900937]
business : 6054272493, 47, 0, [900937, 365277]
first : 8178522321, 155, 4, [116939, 177517]
economy : 2876965511, 178, 1, [900937, 624573]
economy : 9796523095, 41, 3, [624573, 900937]
first : 7940145052, 69, 10, [162101, 177517]
economy : 5902901255, 122, 1, [624573, 116939]
economy : 6513522674, 82, 5, [308131, 900937]
economy : 3587883132, 65, 1, [162101, 900937]
economy : 2973523665, 89, 0, [116939, 275120]
business : 9304619071, 119, 1, [458786, 162101]
business : 8297839457, 86, 1, [116939, 308131]
economy : 9408974888, 145, 1, [881517, 116939]
economy : 1559082795, 181, 2, [624573, 308131]
economy : 6478102703, 200, 3, [308131, 275120]
economy : 1207852588, 165, 1, [881517, 116939]
economy : 2359766110, 126, 0, [162101, 900937]
economy : 1240883180, 143, 1, [458786, 177517]
economy : 2683349905, 137, 0, [177517, 162101]
business : 5253335664, 75, 10, [881517, 458786]
first : 1399772301, 74, 5, [881517, 275120]
economy : 3902129972, 157, 0, [116939, 365277]
economy : 8415103909, 162, 1, [177517, 275120]
economy : 4784454136, 196, 1, [308131, 624573]
economy : 8353075174, 88, 3, [881517, 365277]
business : 8167065714, 65, 2, [900937, 881517]
first : 3757716282, 182, 0, [116939, 365277]
economy : 6863275162, 164, 0, [624573, 900937]
luxury : 7730603133, 95, 7, [308131, 275120]
economy : 7832389214, 102, 6, [275120, 458786]
business : 4939996829, 197, 0, [177517, 365277]
first : 2177818868, 184, 1, [365277, 458786]
first : 9206601354, 139, 8, [458786, 881517]
business : 1296688329, 92, 1, [116939, 162101]
economy : 7624500267, 121, 0, [116939, 900937]
economy : 6953329602, 191, 8, [275120, 116939]
business : 3387642929, 186, 1, [116939, 624573]
economy : 1246377179, 180, 2, [881517, 458786]
economy : 2466554446, 77, 1, [624573, 162101]
economy : 8428574851, 40, 2, [900937, 624573]
economy : 7376475435, 163, 0, [624573, 116939]
economy : 1907704387, 179, 0, [624573, 881517]
business : 5439768070, 115, 3, [177517, 162101]
economy : 4830859155, 101, 3, [624573, 458786]
economy : 3240077154, 200, 1, [624573, 177517]
economy : 2090567105, 150, 0, [900937, 881517]
economy : 3492625674, 97, 1, [881517, 900937]
economy : 8001418461, 135, 2, [624573, 900937]
business : 1724714646, 62, 1, [275120, 900937]
economy : 6264019596, 138, 0, [177517, 458786]
economy : 7847310976, 121, 3, [162101, 275120]
luxury : 1310916342, 198, 1, [900937, 162101]
economy : 2023694845, 155, 5, [275120, 308131]
economy : 9767579313, 42, 0, [275120, 162101]
economy : 9797714427, 70, 1, [900937, 116939]
economy : 3841380962, 66, 5, [900937, 458786]
economy : 8708858864, 123, 1, [900937, 275120]
economy : 6010807593, 66, 1, [624573, 458786]
economy : 6845254576, 129, 2, [275120, 308131]
economy : 3386107379, 54, 0, [881517, 365277]
economy : 2634458969, 138, 1, [116939, 900937]
economy : 5397190855, 148, 3, [365277, 177517]
economy : 8908257558, 144, 1, [177517, 162101]
luxury : 9681237913, 196, 9, [900937, 308131]
economy : 2700761474, 185, 1, [365277, 275120]
first : 2486938167, 169, 3, [900937, 162101]
business : 6442934265, 150, 2, [881517, 177517]
economy : 6872735845, 135, 10, [900937, 308131]
economy : 7923054121, 112, 1, [458786, 365277]
economy : 7055046229, 115, 1, [624573, 177517]
business : 6881636150, 186, 0, [365277, 116939]
economy : 2032616018, 132, 8, [900937, 308131]
luxury : 7501694415, 92, 1, [308131, 365277]
economy : 8894061949, 53, 1, [365277, 177517]
economy : 9066082578, 161, 1, [365277, 116939]
economy : 7332887732, 117, 4, [624573, 308131]
luxury : 5013305337, 138, 10, [458786, 624573]
economy : 3243343618, 134, 2, [275120, 162101]
economy : 6784138672, 87, 8, [624573, 116939]
economy : 3829284556, 136, 6, [177517, 162101]
business : 3531268036, 188, 1, [275120, 458786]
business : 5631211841, 74, 3, [365277, 177517]
first : 8957557804, 178, 1, [308131, 458786]
economy : 5444182793, 161, 3, [624573, 116939]
economy : 2479133835, 146, 1, [881517, 900937]
business : 9483460797, 97, 5, [458786, 365277]
economy : 3438261129, 47, 2, [162101, 881517]
economy : 7339108184, 80, 2, [275120, 308131]
business : 4340744839, 188, 4, [900937, 162101]
economy : 8692354882, 137, 8, [162101, 458786]
economy : 1918593763, 181, 2, [881517, 308131]
economy : 3650860157, 182, 1, [365277, 624573]
economy : 6795751078, 127, 2, [900937, 458786]
business : 5658502996, 61, 1, [365277, 458786]
business : 1924797117, 198, 9, [177517, 275120]
economy : 3152417572, 94, 2, [365277, 458786]
luxury : 1302219231, 109, 4, [900937, 177517]
economy : 9218385636, 141, 2, [624573, 116939]
economy : 3344448421, 140, 0, [275120, 881517]
economy : 2447055020, 170, 2, [881517, 162101]
business : 7793706520, 76, 5, [308131, 177517]
economy : 8370072216, 171, 6, [881517, 624573]
economy : 9732275970, 170, 7, [365277, 116939]
economy : 2429048728, 51, 2, [624573, 308131]
economy : 9455155054, 180, 0, [624573, 308131]
business : 2405684655, 64, 1, [177517, 624573]
economy : 3404284415, 196, 3, [177517, 162101]
economy : 2329465980, 98, 0, [900937, 458786]
business : 7200828754, 124, 0, [275120, 624573]
economy : 1889037261, 110, 1, [624573, 308131]
economy : 1841493046, 129, 2, [365277, 177517]
economy : 4175361680, 73, 1, [308131, 275120]
economy : 3346765925, 82, 0, [458786, 308131]
first : 8307535656, 160, 0, [275120, 365277]
economy : 1082385788, 188, 1, [624573, 458786]
economy : 3805027649, 169, 2, [458786, 275120]
economy : 2313703649, 197, 8, [365277, 116939]
economy : 9638754536, 64, 2, [365277, 900937]
luxury : 2826982976, 158, 2, [900937, 116939]
economy : 1603111851, 200, 2, [116939, 458786]
first : 7256258026, 46, 2, [177517, 881517]
economy : 6830216369, 149, 1, [624573, 458786]
economy : 3498211646, 51, 6, [365277, 275120]
economy : 4095611284, 121, 5, [308131, 177517]
economy : 6431842710, 164, 3, [881517, 275120]
economy : 9671648348, 174, 0, [624573, 365277]
economy : 5841225635, 197, 1, [116939, 162101]
business : 5351049765, 187, 6, [881517, 900937]
economy : 6898590541, 190, 0, [308131, 624573]
business : 4285220371, 175, 1, [116939, 624573]
economy : 9478429127, 89, 0, [116939, 624573]
business : 1366091504, 76, 8, [458786, 162101]
economy : 2118446268, 182, 1, [365277, 162101]
economy : 8146622612, 151, 2, [275120, 881517]
business : 5840953302, 185, 1, [275120, 308131]
business : 4460306596, 189, 8, [177517, 624573]
economy : 3593713503, 182, 3, [624573, 458786]
business : 2462884040, 145, 3, [177517, 308131]
business : 6103269889, 126, 2, [308131, 116939]
economy : 6867371198, 104, 2, [900937, 881517]
first : 9044628408, 89, 3, [365277, 458786]
economy : 3953754513, 181, 7, [177517, 275120]
business : 7323828047, 70, 1, [624573, 308131]
economy : 4513398517, 59, 3, [162101, 275120]
economy : 7782941249, 51, 0, [275120, 365277]
economy : 5712796873, 141, 1, [365277, 162101]
first : 9573121065, 83, 1, [162101, 458786]
economy : 9292639142, 183, 1, [900937, 275120]
business : 8505525016, 86, 2, [900937, 275120]
economy : 8475493085, 199, 0, [275120, 365277]
business : 7807099436, 45, 2, [365277, 881517]
economy : 4733900094, 93, 0, [162101, 458786]
economy : 7273917026, 144, 6, [624573, 900937]
first : 6656353965, 168, 2, [308131, 624573]
economy : 4902895203, 138, 1, [881517, 900937]
business : 6618964986, 82, 3, [116939, 275120]
economy : 2490316678, 51, 2, [177517, 308131]
luxury : 2488910996, 54, 1, [458786, 365277]
economy : 7238057008, 45, 2, [308131, 881517]
economy : 7094638447, 170, 3, [116939, 162101]
business : 4899433304, 78, 6, [365277, 458786]
economy : 1609480083, 161, 0, [162101, 177517]
economy : 4655882503, 77, 6, [162101, 308131]
business : 8549558547, 159, 0, [162101, 624573]
economy : 7808709491, 81, 4, [162101, 116939]
economy : 7155218021, 144, 2, [308131, 881517]
first : 2175353448, 91, 3, [162101, 275120]
economy : 8428296787, 53, 1, [365277, 116939]
first : 7914376873, 175, 1, [162101, 308131]
economy : 8874919243, 145, 1, [162101, 624573]
economy : 9429750882, 113, 1, [900937, 365277]
first : 6363484020, 55, 2, [624573, 162101]
economy : 7467431593, 184, 2, [458786, 900937]
economy : 1026187298, 80, 3, [116939, 624573]
economy : 2752359518, 185, 2, [162101, 624573]
economy : 6649323338, 104, 2, [900937, 365277]
economy : 5124441589, 165, 1, [365277, 177517]
economy : 3237415017, 122, 1, [162101, 458786]
economy : 7818678416, 108, 2, [900937, 458786]
economy : 1767650818, 168, 0, [458786, 162101]
economy : 9604345075, 101, 3, [458786, 308131]
economy : 1034658475, 81, 8, [162101, 900937]
economy : 8237993214, 62, 2, [162101, 624573]
business : 7335711127, 131, 4, [308131, 275120]
economy : 2626313760, 129, 1, [162101, 365277]
economy : 1850288582, 174, 1, [177517, 275120]
business : 1727833817, 174, 2, [365277, 881517]
economy : 9265337977, 43, 1, [308131, 275120]
business : 8116088663, 54, 2, [275120, 162101]
economy : 6140387927, 190, 2, [116939, 900937]
economy : 3167251926, 69, 2, [900937, 116939]
economy : 4882182204, 53, 0, [275120, 177517]
business : 9871931485, 134, 1, [308131, 881517]
economy : 6538464750, 141, 2, [365277, 177517]
economy : 1257370208, 79, 1, [624573, 116939]
economy : 2158483220, 106, 10, [308131, 458786]
business : 6526676217, 103, 1, [116939, 624573]
economy : 2469899597, 186, 1, [162101, 308131]
economy : 5347185017, 78, 1, [162101, 177517]
business : 1939673722, 178, 8, [881517, 308131]
economy : 9498803072, 42, 1, [624573, 162101]
economy : 9745882119, 174, 1, [275120, 162101]
business : 8239805136, 76, 2, [881517, 275120]
economy : 4439586706, 158, 0, [458786, 881517]
economy : 3445386700, 115, 2, [275120, 881517]
business : 2895976668, 50, 6, [162101, 881517]
economy : 7467962547, 193, 5, [116939, 900937]
business : 3731010405, 53, 1, [308131, 162101]
economy : 9720307066, 183, 2, [275120, 308131]
economy : 4589829991, 103, 2, [365277, 275120]
luxury : 6120445678, 77, 3, [365277, 881517]
economy : 4507499760, 52, 3, [116939, 162101]
first : 9372579783, 161, 2, [624573, 365277]
economy : 6411940733, 149, 3, [624573, 881517]
business : 1169952652, 96, 1, [881517, 624573]
first : 2431701095, 54, 9, [365277, 177517]
economy : 7562629087, 198, 2, [162101, 275120]
business : 4841482844, 65, 1, [275120, 900937]
