25 26 14356
10854 15502.5 17145 23652 6190
regional : 734885, -5381, -2264, 97.13, 107400, 1
hub : 125426, 1714, 6651, 39.05, 154200, 3
major : 821303, -3544, -2672, 64.68, 180250, 1
hub : 333986, -431, 1670, 46.2, 239400, 5
regional : 571477, 1081, -584, 84.15, 169600, 1
major : 239898, 505, -6695, 66.33, 161500, 2
regional : 339960, -1526, 3967, 105.49, 166000, 2
regional : 577199, 2192, 2449, 74.14, 199200, 2
regional : 113662, 208, 15, 100.98, 146800, 1
regional : 500452, 2591, 1117, 104.39, 176000, 1
major : 462263, 4146, 2741, 57.86, 172250, 3
hub : 105496, -1029, 3719, 38.06, 263400, 2
major : 953940, -26, -5969, 73.15, 222750, 2
regional : 688829, 199, 445, 85.47, 110200, 2
major : 375833, -408, 22, 60.39, 175250, 3
regional : 430760, 4337, -3035, 96.47, 113000, 2
regional : 192000, 4048, -3591, 89.32, 143600, 1
regional : 850646, 540, 3267, 87.56, 167800, 2
regional : 210073, -3958, 493, 103.73, 115000, 1
regional : 196132, -2918, -285, 100.43, 134200, 2
hub : 643456, -990, -1232, 56.65, 260700, 4
hub : 688919, 412, 1268, 36.3, 178800, 4
hub : 657339, -4368, 0, 56.87, 201000, 2
major : 928276, -1231, -220, 57.97, 137750, 1
regional : 271145, 1676, 813, 106.26, 187400, 2
hub : 299509, 837, 1061, 59.4, 255000, 3
economy : 4649084555, 187, 1, [339960, 688829]
economy : 3942969941, 101, 1, [928276, 953940]
economy : 8985979383, 124, 1, [577199, 928276]
economy : 6734696132, 180, 1, [430760, 500452]
economy : 2418055499, 126, 2, [657339, 271145]
business : 5685791747, 109, 2, [333986, 657339]
economy : 1300396983, 62, 0, [333986, 688919]
economy : 2665096650, 89, 2, [577199, 571477]
economy : 8071188465, 99, 1, [105496, 657339]
economy : 9830324990, 157, 7, [657339, 688919]
economy : 7038050220, 126, 6, [430760, 196132]
business : 8936469603, 113, 0, [571477, 657339]
business : 1408169510, 49, 4, [734885, 210073]
economy : 5617913730, 104, 3, [192000, 643456]
economy : 6129181835, 149, 7, [239898, 500452]
economy : 9369762316, 171, 1, [339960, 113662]
economy : 5927249578, 175, 3, [239898, 196132]
economy : 1658425218, 179, 1, [125426, 734885]
economy : 1921979975, 97, 1, [734885, 271145]
business : 3722707935, 195, 2, [299509, 462263]
economy : 8604867542, 200, 7, [850646, 375833]
economy : 3414249716, 140, 0, [821303, 688919]
business : 9192303284, 125, 6, [339960, 239898]
business : 7156385882, 142, 1, [688919, 196132]
economy : 4312269554, 126, 1, [643456, 113662]
economy : 4741607608, 64, 3, [643456, 430760]
economy : 2855968525, 53, 0, [462263, 113662]
business : 9187315615, 104, 2, [643456, 299509]
economy : 9993871116, 87, 10, [643456, 113662]
economy : 9109147012, 134, 1, [643456, 821303]
economy : 4236915140, 84, 2, [430760, 339960]
economy : 9487519646, 43, 2, [239898, 125426]
business : 3607891213, 100, 4, [375833, 430760]
economy : 6674059140, 94, 2, [333986, 657339]
economy : 2765255360, 42, 4, [571477, 953940]
first : 4924907040, 158, 5, [571477, 688829]
first : 3754186867, 102, 2, [196132, 113662]
economy : 1447064294, 59, 1, [192000, 821303]
economy : 5549748362, 148, 0, [643456, 125426]
economy : 2363791203, 93, 0, [196132, 500452]
economy : 7514520782, 192, 2, [657339, 821303]
economy : 9917819165, 193, 10, [239898, 850646]
economy : 2608302647, 98, 1, [299509, 500452]
economy : 4580283956, 99, 1, [271145, 571477]
economy : 7822178858, 148, 2, [339960, 113662]
business : 5163770415, 106, 1, [239898, 734885]
economy : 6544501158, 99, 0, [196132, 577199]
economy : 5657964487, 192, 1, [643456, 577199]
business : 9515076020, 102, 8, [577199, 688829]
economy : 6452455942, 169, 3, [953940, 339960]
economy : 3759225581, 179, 2, [821303, 500452]
economy : 2394882204, 49, 2, [688919, 850646]
economy : 9815234989, 200, 1, [657339, 430760]
economy : 6672679237, 99, 10, [571477, 688919]
economy : 7157734580, 115, 1, [657339, 500452]
economy : 4535555175, 178, 7, [271145, 928276]
economy : 3767439759, 184, 1, [196132, 643456]
business : 7373014809, 182, 2, [239898, 688919]
economy : 4333907882, 119, 0, [643456, 928276]
economy : 7661765452, 82, 2, [577199, 339960]
economy : 4552811480, 76, 1, [577199, 734885]
economy : 1058387947, 122, 7, [125426, 375833]
economy : 6165646166, 117, 6, [821303, 333986]
economy : 1156105696, 66, 0, [210073, 688919]
economy : 2855884260, 198, 2, [953940, 113662]
economy : 2895838854, 170, 0, [643456, 192000]
business : 9185523145, 189, 0, [734885, 850646]
economy : 5700298379, 59, 3, [821303, 571477]
first : 2662163394, 118, 0, [113662, 500452]
economy : 3913900294, 64, 10, [105496, 196132]
business : 1743965616, 99, 1, [688919, 462263]
economy : 5006677013, 119, 1, [688829, 113662]
business : 8019406699, 117, 1, [688919, 210073]
economy : 7637504743, 101, 3, [339960, 375833]
economy : 3939856257, 101, 0, [339960, 688829]
economy : 8496795451, 111, 1, [299509, 271145]
economy : 9757254226, 116, 3, [577199, 125426]
economy : 4805519773, 117, 1, [113662, 953940]
first : 5313153949, 49, 0, [192000, 339960]
economy : 2919890364, 89, 1, [734885, 657339]
economy : 9245039413, 63, 0, [577199, 339960]
economy : 7877498214, 159, 2, [462263, 850646]
economy : 3947919031, 40, 1, [821303, 657339]
economy : 4714190803, 149, 0, [462263, 339960]
luxury : 3007597380, 107, 2, [688829, 210073]
business : 9091743749, 181, 1, [105496, 643456]
business : 3379135421, 123, 2, [500452, 105496]
economy : 5499675491, 66, 2, [462263, 210073]
economy : 6152068652, 97, 2, [239898, 928276]
economy : 7441337636, 111, 1, [577199, 105496]
luxury : 7618157611, 128, 1, [657339, 821303]
economy : 8957144907, 103, 2, [850646, 375833]
economy : 3962565867, 172, 1, [462263, 500452]
luxury : 6758477855, 61, 2, [571477, 821303]
economy : 7705856567, 41, 0, [850646, 953940]
economy : 4481892695, 63, 0, [271145, 688919]
economy : 7231247847, 64, 1, [953940, 430760]
economy : 8480947944, 91, 9, [734885, 105496]
economy : 6788747281, 164, 1, [196132, 571477]
first : 9438127885, 60, 1, [192000, 928276]
economy : 1942843944, 164, 10, [462263, 339960]
business : 7997683726, 174, 3, [577199, 125426]
economy : 7168230746, 65, 3, [500452, 821303]
economy : 8478299130, 197, 5, [192000, 688829]
economy : 6971267769, 123, 2, [734885, 339960]
economy : 5654317457, 135, 4, [339960, 577199]
business : 5661773407, 116, 7, [643456, 657339]
economy : 8680986556, 86, 0, [210073, 928276]
economy : 4243437310, 56, 0, [299509, 192000]
economy : 6337333231, 49, 5, [821303, 643456]
first : 2439541467, 170, 2, [113662, 850646]
economy : 9389310943, 175, 1, [850646, 430760]
business : 6862243854, 153, 2, [850646, 125426]
economy : 1107051236, 65, 1, [688919, 462263]
economy : 6328530728, 158, 2, [333986, 339960]
economy : 4958768532, 144, 3, [430760, 299509]
business : 2069811168, 91, 3, [333986, 239898]
business : 1770511923, 162, 2, [105496, 734885]
economy : 9011611973, 50, 2, [430760, 688829]
economy : 1127945504, 49, 6, [643456, 210073]
economy : 5885895172, 87, 0, [657339, 271145]
economy : 8536989801, 100, 1, [375833, 688919]
business : 8091165218, 157, 2, [192000, 339960]
business : 9026475888, 160, 2, [105496, 271145]
economy : 9341175069, 191, 10, [113662, 657339]
business : 8372411619, 46, 2, [339960, 333986]
economy : 9817871391, 58, 1, [239898, 271145]
economy : 6840015305, 155, 1, [821303, 953940]
economy : 1007420823, 62, 2, [643456, 333986]
economy : 5638092061, 47, 2, [500452, 125426]
first : 5171303493, 175, 7, [210073, 688829]
business : 3086599122, 159, 2, [928276, 333986]
luxury : 7826294008, 55, 5, [928276, 113662]
economy : 9519579078, 161, 3, [430760, 688919]
economy : 6566127013, 169, 9, [571477, 657339]
economy : 8178180761, 68, 6, [210073, 299509]
business : 7551794889, 191, 2, [821303, 688829]
economy : 6128363968, 92, 2, [239898, 125426]
business : 2733661897, 148, 0, [571477, 577199]
economy : 5329435303, 136, 3, [339960, 113662]
economy : 3982169623, 187, 1, [192000, 196132]
business : 1536768994, 88, 2, [375833, 688919]
economy : 3658201222, 126, 1, [643456, 577199]
economy : 2737426112, 151, 2, [953940, 577199]
economy : 8028709957, 85, 8, [196132, 657339]
economy : 5205340242, 115, 2, [643456, 821303]
economy : 1337316726, 195, 0, [571477, 375833]
economy : 7255492876, 75, 4, [850646, 734885]
luxury : 3646046758, 191, 2, [339960, 333986]
business : 2932504720, 120, 7, [462263, 339960]
business : 4653709974, 55, 8, [821303, 125426]
business : 5320339962, 61, 4, [821303, 688829]
economy : 6549188181, 187, 2, [850646, 643456]
economy : 6409475786, 86, 5, [688919, 375833]
economy : 5776264780, 42, 1, [500452, 339960]
economy : 8618773777, 190, 3, [105496, 192000]
business : 5656796305, 157, 0, [196132, 500452]
business : 8622136257, 44, 2, [734885, 196132]
economy : 7487177365, 107, 1, [688919, 571477]
economy : 1084223322, 127, 1, [192000, 643456]
economy : 8032213308, 190, 10, [500452, 105496]
economy : 7795305118, 117, 1, [462263, 500452]
business : 5499261543, 172, 2, [196132, 643456]
economy : 9825950439, 140, 4, [953940, 850646]
economy : 8294359824, 73, 2, [375833, 734885]
economy : 6219096643, 69, 10, [430760, 688919]
business : 3206591211, 138, 0, [734885, 339960]
economy : 5337346383, 62, 0, [271145, 196132]
luxury : 8077740595, 56, 4, [821303, 239898]
economy : 8740316788, 45, 2, [850646, 734885]
first : 8994053067, 178, 2, [643456, 500452]
economy : 1807962818, 49, 1, [643456, 821303]
economy : 3330676068, 161, 1, [577199, 192000]
first : 4252631688, 167, 0, [339960, 688829]
business : 4381496862, 106, 2, [734885, 928276]
economy : 6352316232, 145, 2, [734885, 577199]
business : 6541890006, 43, 1, [333986, 571477]
economy : 5506463550, 131, 2, [192000, 375833]
economy : 7001040929, 92, 2, [271145, 821303]
luxury : 9408523108, 60, 6, [239898, 821303]
economy : 4090717581, 191, 1, [210073, 688829]
economy : 2454163704, 105, 2, [125426, 571477]
economy : 3159517831, 186, 9, [734885, 375833]
economy : 8580747208, 46, 1, [462263, 271145]
economy : 2889171346, 173, 4, [688919, 125426]
first : 6491312289, 197, 3, [577199, 821303]
business : 7232294253, 53, 5, [239898, 375833]
economy : 8250863136, 183, 1, [430760, 928276]
business : 2047960926, 62, 1, [657339, 125426]
first : 3923844388, 52, 2, [657339, 688829]
economy : 5857019571, 106, 0, [571477, 333986]
economy : 1779954312, 193, 1, [928276, 271145]
economy : 3062991028, 197, 2, [928276, 643456]
economy : 9427022508, 63, 2, [125426, 375833]
economy : 6764859219, 193, 4, [643456, 105496]
first : 7567041329, 178, 3, [500452, 210073]
economy : 6858053562, 111, 6, [850646, 571477]
business : 6347553256, 50, 9, [850646, 125426]
economy : 9532829375, 86, 3, [928276, 339960]
economy : 1771548496, 188, 1, [462263, 105496]
business : 1029594077, 135, 2, [333986, 953940]
economy : 6389565353, 116, 3, [339960, 500452]
economy : 2995177829, 58, 4, [113662, 192000]
business : 8208216060, 54, 1, [339960, 125426]
economy : 9099602211, 137, 1, [462263, 657339]
business : 5189790605, 100, 1, [500452, 113662]
economy : 3248597837, 141, 1, [210073, 192000]
economy : 1529122443, 123, 0, [462263, 125426]
economy : 3530319258, 82, 1, [571477, 271145]
economy : 1748608703, 45, 1, [953940, 500452]
economy : 5862364140, 151, 3, [928276, 339960]
economy : 9507611513, 56, 1, [462263, 192000]
economy : 7741936078, 117, 4, [430760, 928276]
economy : 6712996570, 114, 4, [734885, 821303]
first : 4845710327, 63, 1, [657339, 928276]
economy : 7808989902, 49, 2, [333986, 821303]
economy : 9444283854, 189, 2, [657339, 734885]
business : 9402925760, 126, 1, [430760, 688829]
economy : 2530461070, 147, 5, [500452, 192000]
economy : 7122630465, 94, 1, [333986, 196132]
business : 9496227443, 54, 6, [239898, 571477]
first : 1526596363, 129, 1, [239898, 210073]
luxury : 1469441093, 78, 1, [339960, 734885]
economy : 1600891244, 51, 2, [688919, 239898]
first : 3315850060, 156, 1, [500452, 688829]
economy : 8894638550, 118, 2, [643456, 657339]
economy : 4685836734, 109, 3, [192000, 375833]
economy : 4336352679, 74, 1, [821303, 928276]
luxury : 3358090940, 139, 1, [688919, 192000]
economy : 7317924564, 55, 1, [196132, 210073]
business : 5887787557, 189, 4, [462263, 657339]
economy : 9768545611, 139, 2, [113662, 577199]
economy : 5930314713, 125, 0, [339960, 375833]
economy : 4746609675, 131, 2, [571477, 643456]
first : 4154171698, 178, 1, [192000, 299509]
economy : 8458368962, 150, 2, [113662, 928276]
economy : 2896319251, 72, 3, [462263, 210073]
first : 9412342370, 199, 2, [688829, 339960]
economy : 8160241492, 163, 4, [125426, 239898]
economy : 7157570863, 121, 1, [734885, 928276]
economy : 4378472327, 133, 1, [657339, 577199]
economy : 4358096312, 53, 2, [643456, 688919]
economy : 5189182295, 139, 2, [271145, 333986]
economy : 1710304001, 148, 3, [928276, 462263]
economy : 8847499923, 155, 2, [734885, 196132]
economy : 6096301966, 199, 8, [113662, 953940]
first : 2313717483, 78, 1, [113662, 850646]
business : 6996532602, 121, 1, [821303, 196132]
first : 8612272436, 180, 0, [339960, 192000]
economy : 3468734186, 70, 1, [239898, 192000]
business : 5176242108, 78, 2, [125426, 105496]
economy : 4545528956, 90, 6, [113662, 196132]
business : 7781573484, 108, 2, [192000, 462263]
economy : 7008342163, 47, 0, [734885, 688829]
economy : 9126523329, 93, 2, [571477, 734885]
economy : 4264103965, 176, 1, [125426, 953940]
economy : 2975891268, 108, 3, [928276, 271145]
economy : 2343165931, 179, 3, [271145, 657339]
economy : 7433238344, 65, 3, [113662, 299509]
economy : 2295498230, 180, 0, [339960, 953940]
business : 9134658753, 198, 3, [688829, 500452]
economy : 4383452719, 149, 3, [821303, 643456]
economy : 8226655124, 102, 5, [500452, 113662]
business : 2792298533, 78, 1, [196132, 821303]
economy : 2445229023, 184, 10, [210073, 375833]
economy : 1833473997, 99, 0, [192000, 239898]
economy : 2340014730, 195, 0, [192000, 500452]
economy : 7163999767, 118, 0, [500452, 571477]
economy : 4535835322, 168, 1, [571477, 821303]
economy : 9946204572, 71, 10, [430760, 113662]
business : 5727497754, 97, 2, [688829, 850646]
business : 3856801664, 81, 2, [734885, 375833]
business : 3136928255, 102, 2, [657339, 462263]
business : 2277737023, 148, 3, [462263, 430760]
economy : 7217068460, 74, 2, [125426, 105496]
economy : 7506207363, 148, 2, [688829, 928276]
business : 5172334520, 178, 1, [125426, 210073]
business : 3541126215, 136, 7, [734885, 339960]
economy : 5442986184, 60, 5, [953940, 105496]
economy : 2151025160, 83, 2, [643456, 571477]
economy : 3278120084, 63, 0, [271145, 333986]
business : 7342414498, 143, 2, [430760, 500452]
economy : 9802257681, 113, 3, [688829, 271145]
business : 7457082426, 167, 0, [462263, 688919]
economy : 6502540021, 154, 2, [953940, 688829]
business : 3602338968, 117, 1, [271145, 333986]
economy : 4206967526, 120, 5, [850646, 462263]
economy : 8941152900, 190, 1, [192000, 271145]
economy : 8929727726, 52, 3, [339960, 299509]
economy : 6437409177, 188, 2, [928276, 850646]
economy : 1744273182, 125, 1, [333986, 500452]
luxury : 8130684436, 183, 1, [333986, 299509]
economy : 6534414589, 189, 6, [430760, 643456]
economy : 2491778852, 154, 2, [196132, 339960]
economy : 1174481601, 102, 5, [462263, 105496]
economy : 6888470118, 128, 7, [571477, 113662]
economy : 4560459855, 108, 2, [271145, 821303]
economy : 1335754647, 51, 5, [462263, 430760]
economy : 3194716784, 105, 8, [688829, 192000]
business : 8227540650, 74, 2, [500452, 688829]
economy : 8323819588, 147, 0, [299509, 928276]
economy : 6585298726, 41, 0, [821303, 657339]
economy : 8967904054, 48, 2, [643456, 333986]
economy : 6499333230, 45, 4, [196132, 850646]
business : 7955199405, 147, 2, [688919, 333986]
first : 5420979753, 195, 4, [688829, 339960]
economy : 1652863011, 49, 2, [688919, 192000]
economy : 1317675230, 72, 1, [113662, 125426]
economy : 6911090972, 123, 4, [239898, 430760]
economy : 1762932424, 173, 1, [571477, 210073]
economy : 5469759853, 97, 0, [571477, 299509]
economy : 6980547434, 175, 3, [688829, 571477]
economy : 4657271892, 174, 2, [333986, 953940]
economy : 3496921389, 74, 2, [333986, 196132]
economy : 4699324074, 190, 1, [105496, 210073]
first : 2756441996, 165, 3, [339960, 928276]
economy : 9203885681, 42, 2, [928276, 339960]
economy : 8186191822, 182, 7, [192000, 953940]
luxury : 6375250114, 77, 4, [571477, 462263]
economy : 8762518139, 65, 1, [375833, 571477]
economy : 9827137500, 188, 5, [299509, 462263]
economy : 3997640642, 103, 3, [196132, 105496]
economy : 3701209928, 142, 5, [850646, 500452]
business : 3780741069, 192, 1, [192000, 500452]
first : 5722909147, 125, 3, [657339, 125426]
economy : 4045626198, 160, 1, [688829, 339960]
economy : 4476727879, 179, 2, [299509, 239898]
business : 4792353280, 137, 1, [196132, 113662]
economy : 7101759751, 163, 5, [105496, 430760]
economy : 5991396937, 67, 0, [850646, 928276]
business : 1185121605, 115, 2, [430760, 577199]
first : 8463614220, 115, 9, [571477, 500452]
economy : 2593118921, 128, 1, [192000, 928276]
economy : 5854956133, 48, 1, [688919, 113662]
economy : 5892051318, 133, 1, [125426, 299509]
luxury : 8866489124, 82, 1, [643456, 125426]
economy : 1168007238, 120, 2, [192000, 271145]
economy : 4702615575, 136, 8, [239898, 953940]
business : 5115322371, 67, 3, [821303, 196132]
business : 1071285730, 109, 2, [239898, 500452]
economy : 7627608087, 190, 10, [210073, 571477]
economy : 1337361690, 46, 2, [239898, 196132]
economy : 4960834600, 127, 2, [500452, 571477]
economy : 8102405637, 142, 2, [196132, 210073]
economy : 1479095856, 169, 0, [271145, 928276]
business : 6545878185, 122, 5, [928276, 850646]
business : 6514188265, 104, 1, [850646, 339960]
economy : 4550618704, 57, 1, [657339, 125426]
economy : 8102312549, 171, 5, [688829, 339960]
economy : 3506332895, 71, 0, [210073, 657339]
economy : 6286345487, 67, 2, [571477, 688919]
business : 4830270465, 52, 1, [125426, 850646]
economy : 4702766491, 160, 1, [571477, 577199]
economy : 7983847385, 87, 1, [462263, 375833]
economy : 5658858677, 162, 1, [462263, 850646]
economy : 1631311205, 184, 1, [299509, 333986]
economy : 6570816515, 85, 2, [196132, 333986]
business : 5439869671, 60, 4, [196132, 643456]
economy : 4543696589, 88, 1, [210073, 571477]
economy : 8739611341, 80, 0, [430760, 462263]
economy : 9339711466, 90, 1, [688829, 210073]
economy : 4806956121, 199, 1, [734885, 500452]
economy : 1512198574, 41, 4, [462263, 688829]
luxury : 1607687593, 132, 4, [571477, 239898]
luxury : 9894481980, 117, 1, [577199, 734885]
economy : 3103736878, 49, 1, [196132, 239898]
economy : 6084257129, 163, 1, [928276, 430760]
economy : 3658120821, 110, 1, [928276, 850646]
economy : 3895835210, 176, 0, [113662, 850646]
first : 2200987526, 200, 0, [210073, 113662]
business : 1716481245, 162, 2, [210073, 643456]
business : 8293585523, 139, 2, [850646, 734885]
luxury : 2580020131, 187, 3, [571477, 577199]
economy : 5053668404, 100, 4, [299509, 850646]
economy : 2366851913, 68, 2, [688919, 333986]
economy : 3319898721, 125, 2, [571477, 500452]
economy : 3142475331, 92, 4, [239898, 125426]
economy : 5314775289, 72, 3, [500452, 430760]
economy : 4343861386, 133, 2, [571477, 430760]
business : 9420040320, 134, 2, [500452, 953940]
economy : 4139233708, 41, 2, [657339, 430760]
first : 1777267812, 145, 2, [125426, 239898]
business : 2900668841, 53, 2, [462263, 430760]
economy : 3094243311, 87, 1, [192000, 299509]
economy : 9740928854, 110, 2, [192000, 850646]
economy : 2006613739, 200, 0, [928276, 339960]
economy : 4859084534, 151, 2, [953940, 196132]
economy : 8335535548, 196, 1, [333986, 734885]
economy : 3718035647, 96, 2, [643456, 125426]
economy : 4358416335, 150, 1, [430760, 299509]
business : 8712401828, 131, 7, [125426, 196132]
economy : 4715219355, 57, 3, [339960, 239898]
business : 2698685019, 80, 7, [125426, 333986]
economy : 4952009443, 51, 3, [192000, 462263]
business : 3656775752, 164, 0, [688829, 571477]
economy : 6409658905, 181, 3, [192000, 299509]
economy : 7527684956, 155, 1, [850646, 239898]
business : 1645060388, 188, 7, [953940, 299509]
business : 7103251350, 126, 1, [299509, 192000]
economy : 5709650393, 92, 6, [953940, 462263]
economy : 6629215565, 63, 1, [953940, 734885]
economy : 3747842997, 103, 5, [657339, 734885]
business : 3558514339, 52, 7, [734885, 821303]
economy : 4584358735, 157, 1, [571477, 657339]
economy : 1273189653, 117, 1, [571477, 125426]
economy : 8238005585, 191, 7, [953940, 688919]
economy : 5701759772, 67, 1, [299509, 239898]
first : 5059788366, 156, 2, [928276, 299509]
economy : 5000228296, 143, 0, [500452, 821303]
first : 9843771386, 136, 1, [375833, 339960]
economy : 2212847067, 151, 2, [239898, 299509]
economy : 7524238359, 117, 0, [105496, 657339]
economy : 5285235883, 116, 5, [462263, 299509]
economy : 9178109202, 44, 3, [850646, 953940]
economy : 4094749209, 196, 4, [953940, 105496]
economy : 8666027037, 157, 2, [462263, 571477]
economy : 8471346973, 100, 6, [192000, 821303]
economy : 2379204997, 67, 1, [688919, 657339]
economy : 9923583125, 169, 0, [192000, 125426]
economy : 6785120040, 104, 0, [239898, 299509]
economy : 2567119015, 45, 3, [113662, 375833]
economy : 4290783892, 71, 1, [299509, 113662]
economy : 6545135023, 96, 0, [239898, 500452]
economy : 1904473871, 118, 2, [430760, 210073]
business : 7956528346, 68, 1, [192000, 577199]
business : 2752686119, 115, 2, [688919, 571477]
economy : 6429399692, 60, 1, [734885, 271145]
economy : 5633960853, 160, 7, [333986, 953940]
economy : 5116847485, 68, 4, [299509, 192000]
economy : 7383507793, 191, 0, [196132, 299509]
business : 1451959099, 139, 0, [928276, 821303]
economy : 7945491158, 50, 1, [577199, 688919]
economy : 4529844007, 59, 2, [928276, 375833]
business : 3407806154, 83, 3, [339960, 928276]
business : 5006408710, 200, 1, [239898, 430760]
economy : 1879811001, 178, 1, [850646, 821303]
first : 7361375594, 88, 1, [462263, 643456]
luxury : 2903644168, 86, 1, [500452, 850646]
economy : 1371674060, 176, 0, [821303, 375833]
economy : 4695675766, 90, 2, [688829, 577199]
luxury : 3056681710, 137, 1, [688829, 462263]
economy : 9969086311, 193, 10, [113662, 688829]
economy : 2394675152, 134, 2, [571477, 821303]
economy : 9033738600, 188, 2, [571477, 430760]
economy : 2092325327, 46, 6, [500452, 375833]
business : 7295119400, 62, 0, [196132, 333986]
economy : 8947541084, 44, 3, [850646, 462263]
business : 7089937122, 163, 2, [375833, 577199]
economy : 6789666561, 119, 1, [299509, 821303]
business : 6800648230, 189, 8, [196132, 734885]
economy : 4291430996, 79, 2, [850646, 192000]
economy : 6233787071, 187, 3, [339960, 821303]
first : 5909625748, 141, 1, [192000, 113662]
economy : 4884891588, 177, 0, [734885, 500452]
economy : 7734151108, 154, 1, [643456, 339960]
economy : 2178942081, 59, 3, [192000, 239898]
economy : 3530293241, 122, 0, [571477, 734885]
business : 6992353518, 196, 1, [643456, 657339]
first : 5953936668, 73, 1, [953940, 210073]
economy : 4050238328, 66, 7, [734885, 688829]
economy : 7797684382, 55, 1, [196132, 500452]
economy : 3758182715, 56, 0, [339960, 192000]
economy : 8393696435, 142, 0, [462263, 113662]
business : 5338024466, 162, 2, [643456, 577199]
economy : 6625290650, 55, 0, [192000, 196132]
business : 8521852862, 180, 1, [850646, 105496]
economy : 5002816936, 69, 2, [339960, 192000]
economy : 8030544265, 156, 2, [196132, 333986]
business : 9332504566, 57, 2, [105496, 196132]
economy : 3315258161, 123, 1, [125426, 375833]
first : 3247734598, 193, 9, [339960, 462263]
economy : 4076276479, 161, 1, [953940, 239898]
economy : 2085882933, 88, 2, [462263, 375833]
business : 2372215223, 96, 1, [125426, 688829]
economy : 4676083498, 92, 1, [577199, 271145]
economy : 8791653844, 193, 1, [953940, 375833]
business : 4984757518, 175, 5, [953940, 210073]
first : 8408378347, 149, 1, [239898, 462263]
economy : 1959164269, 156, 0, [239898, 333986]
economy : 1991209363, 73, 0, [192000, 734885]
