4 10 5685
9108 14175.0 14337 22068 6620
hub : 618406, -38, 1218, 39.16, 154800, 4
hub : 210568, -2782, -1875, 55.44, 277800, 4
major : 850839, -415, -382, 65.34, 131500, 1
major : 832744, -427, 932, 63.8, 204000, 1
hub : 486502, 248, -209, 65.56, 244800, 3
major : 110304, 1266, 1084, 69.41, 138750, 3
hub : 956576, 507, -838, 64.35, 283500, 4
hub : 668154, 1521, 2153, 59.95, 235200, 3
major : 551341, -600, 2971, 55.0, 233750, 3
regional : 525863, 662, 740, 94.93, 186800, 2
economy : 4823710264, 172, 2, [850839, 110304]
economy : 5027266865, 44, 2, [618406, 110304]
economy : 7139311173, 174, 1, [210568, 551341]
economy : 8046110984, 136, 1, [618406, 956576]
economy : 9640370298, 45, 6, [850839, 551341]
economy : 5043048827, 179, 2, [832744, 956576]
first : 7036481949, 163, 10, [551341, 832744]
economy : 9295942837, 198, 2, [850839, 618406]
first : 7042185499, 121, 5, [956576, 850839]
economy : 8951750871, 128, 2, [551341, 210568]
business : 9903466935, 124, 1, [832744, 525863]
economy : 5687926442, 129, 9, [110304, 210568]
business : 4045649044, 157, 3, [525863, 110304]
economy : 2228320021, 82, 3, [668154, 486502]
economy : 3636190204, 139, 7, [525863, 210568]
luxury : 8714036289, 126, 0, [850839, 525863]
economy : 9963324796, 107, 2, [551341, 525863]
first : 2536424945, 143, 5, [618406, 525863]
economy : 4927890861, 74, 3, [486502, 832744]
economy : 1775054304, 41, 1, [525863, 486502]
business : 3355066629, 135, 1, [110304, 832744]
luxury : 9978322987, 88, 1, [551341, 210568]
business : 5165870072, 97, 1, [956576, 832744]
economy : 3470322500, 51, 4, [551341, 832744]
economy : 7275616356, 74, 2, [525863, 110304]
economy : 7040059209, 149, 0, [551341, 525863]
economy : 9514963193, 188, 2, [110304, 551341]
economy : 6725801132, 176, 6, [486502, 551341]
economy : 2174779372, 81, 1, [110304, 618406]
business : 5074380154, 69, 1, [850839, 956576]
economy : 3533043371, 140, 2, [850839, 668154]
economy : 7836417218, 93, 0, [850839, 668154]
economy : 4094214767, 165, 10, [668154, 850839]
economy : 2040895453, 60, 2, [832744, 956576]
economy : 5915658780, 171, 1, [551341, 956576]
economy : 8781978156, 170, 2, [110304, 832744]
economy : 9471188628, 153, 1, [668154, 110304]
business : 2948919561, 138, 1, [210568, 668154]
economy : 3339709405, 112, 0, [956576, 486502]
economy : 4551088695, 81, 1, [551341, 110304]
first : 9511293455, 172, 2, [832744, 525863]
economy : 2179034657, 119, 3, [668154, 210568]
first : 3860373683, 174, 1, [210568, 110304]
business : 9663866083, 58, 2, [668154, 525863]
economy : 3751889028, 55, 1, [850839, 956576]
business : 6885509092, 69, 1, [551341, 525863]
economy : 2185656591, 86, 2, [110304, 850839]
business : 2331768361, 129, 1, [850839, 551341]
economy : 5689972851, 159, 0, [850839, 956576]
economy : 7554915908, 197, 2, [956576, 210568]
economy : 6852706695, 50, 2, [110304, 618406]
first : 1189900997, 50, 2, [486502, 832744]
business : 9173814330, 190, 2, [668154, 618406]
economy : 2633780567, 153, 2, [525863, 618406]
business : 2613178845, 164, 1, [850839, 551341]
first : 7350114174, 94, 7, [850839, 525863]
economy : 6647296818, 159, 2, [110304, 525863]
economy : 5613631902, 83, 2, [850839, 486502]
economy : 3693087151, 100, 0, [210568, 110304]
economy : 7869237142, 132, 2, [525863, 486502]
economy : 1086529520, 66, 3, [486502, 525863]
business : 8057560891, 127, 1, [486502, 956576]
economy : 6814522920, 73, 0, [668154, 850839]
business : 9744102282, 136, 6, [668154, 618406]
economy : 1361943590, 177, 3, [486502, 668154]
economy : 2738507652, 115, 1, [210568, 618406]
economy : 2745846317, 199, 4, [618406, 551341]
economy : 3329149337, 185, 1, [210568, 551341]
economy : 4673104180, 70, 1, [956576, 832744]
economy : 1147073129, 71, 9, [551341, 525863]
economy : 1515601764, 162, 2, [832744, 850839]
economy : 6356529327, 79, 0, [668154, 110304]
economy : 1180124255, 107, 3, [850839, 486502]
economy : 4226927584, 136, 1, [956576, 110304]
economy : 7083675970, 90, 10, [110304, 668154]
economy : 8184144916, 101, 0, [551341, 832744]
economy : 5971515114, 84, 2, [850839, 551341]
economy : 9030744062, 198, 4, [110304, 210568]
business : 6807530366, 195, 1, [956576, 210568]
business : 5338505384, 155, 1, [525863, 110304]
economy : 3819318633, 126, 2, [832744, 551341]
economy : 8914501047, 115, 1, [832744, 850839]
economy : 3235721025, 75, 3, [618406, 210568]
economy : 4526610668, 184, 1, [551341, 832744]
economy : 8168711877, 53, 1, [110304, 525863]
economy : 8619860796, 153, 0, [525863, 486502]
economy : 4996499292, 83, 6, [551341, 110304]
economy : 5321397247, 119, 2, [850839, 525863]
business : 8275234162, 182, 3, [551341, 210568]
luxury : 6160695490, 59, 1, [832744, 110304]
economy : 6479427933, 47, 0, [210568, 525863]
economy : 7817239997, 166, 2, [486502, 110304]
economy : 2704920479, 145, 0, [850839, 110304]
economy : 1280766612, 170, 4, [110304, 618406]
business : 1181528268, 140, 3, [956576, 110304]
luxury : 1128231002, 173, 7, [486502, 850839]
business : 8454329355, 146, 1, [668154, 832744]
economy : 6397330749, 76, 3, [110304, 956576]
business : 3481979526, 114, 2, [551341, 210568]
business : 2087034472, 198, 0, [832744, 956576]
business : 8827968189, 180, 2, [551341, 850839]
business : 7106885248, 87, 2, [832744, 210568]
economy : 9035707685, 185, 7, [850839, 486502]
economy : 5922748265, 131, 3, [525863, 668154]
economy : 8839432133, 138, 1, [956576, 850839]
economy : 1946529287, 41, 0, [618406, 956576]
economy : 1845181139, 52, 4, [850839, 832744]
economy : 1856630442, 70, 3, [110304, 210568]
economy : 5708582784, 197, 2, [210568, 832744]
business : 8670135791, 92, 1, [210568, 110304]
economy : 2714140581, 112, 3, [668154, 110304]
business : 3596181910, 92, 1, [956576, 850839]
business : 7311561900, 182, 1, [210568, 618406]
economy : 2027093693, 94, 8, [668154, 551341]
economy : 3841691254, 51, 5, [832744, 551341]
economy : 3216559329, 169, 6, [525863, 956576]
economy : 4799135885, 129, 9, [110304, 486502]
business : 9300728562, 47, 2, [486502, 525863]
economy : 8781605740, 64, 1, [956576, 832744]
economy : 3541528919, 71, 1, [668154, 551341]
economy : 2699449992, 88, 4, [956576, 486502]
business : 5257449293, 98, 2, [525863, 832744]
economy : 7544962252, 86, 0, [110304, 618406]
economy : 8235470040, 81, 5, [486502, 210568]
economy : 7373103650, 108, 0, [486502, 618406]
economy : 4939057156, 191, 0, [551341, 956576]
economy : 2845557548, 118, 1, [832744, 956576]
business : 4677788536, 168, 6, [668154, 210568]
economy : 8769706758, 119, 2, [956576, 551341]
economy : 8967051706, 184, 2, [618406, 956576]
economy : 9774111085, 51, 1, [210568, 668154]
luxury : 6536536882, 159, 1, [210568, 618406]
economy : 8706762941, 69, 3, [850839, 618406]
economy : 3711546012, 79, 1, [486502, 618406]
economy : 7925916647, 137, 2, [551341, 850839]
business : 4938607331, 187, 0, [551341, 618406]
economy : 2030352696, 157, 1, [210568, 486502]
economy : 1606611512, 64, 2, [850839, 210568]
economy : 2668358537, 48, 0, [551341, 525863]
economy : 5098037565, 82, 1, [110304, 525863]
business : 9247762675, 124, 3, [110304, 551341]
economy : 5819232625, 192, 2, [525863, 850839]
economy : 9194505458, 185, 1, [850839, 110304]
first : 2072400249, 132, 2, [551341, 850839]
economy : 1120442225, 145, 0, [832744, 110304]
economy : 6756420467, 100, 1, [210568, 110304]
economy : 5807815589, 181, 6, [832744, 956576]
business : 8031809445, 93, 8, [668154, 110304]
first : 6841135901, 59, 1, [486502, 551341]
economy : 3627213814, 89, 2, [210568, 832744]
economy : 2155226039, 79, 2, [850839, 956576]
economy : 1352748570, 100, 1, [668154, 832744]
economy : 4796687238, 193, 1, [956576, 618406]
economy : 7029366499, 192, 3, [850839, 525863]
economy : 9200014363, 102, 4, [956576, 486502]
business : 9302771170, 164, 0, [618406, 551341]
business : 3114484970, 76, 4, [110304, 551341]
business : 6076726280, 167, 3, [525863, 486502]
economy : 8565888417, 64, 2, [668154, 956576]
economy : 5318969634, 80, 1, [110304, 618406]
luxury : 6762250334, 177, 1, [850839, 110304]
economy : 6025376880, 44, 3, [486502, 850839]
economy : 3839688997, 50, 3, [486502, 618406]
business : 1701135714, 57, 0, [486502, 525863]
economy : 4412304673, 58, 5, [110304, 210568]
business : 7143698138, 183, 2, [668154, 956576]
economy : 4356234599, 49, 1, [525863, 110304]
economy : 1413605380, 49, 9, [551341, 832744]
business : 4504148548, 116, 3, [525863, 110304]
economy : 4929625257, 92, 0, [618406, 956576]
economy : 9425538061, 159, 1, [850839, 832744]
first : 7497658126, 139, 1, [551341, 956576]
economy : 5999286815, 41, 2, [110304, 956576]
economy : 2772209919, 126, 6, [210568, 551341]
economy : 6673756671, 75, 2, [956576, 551341]
economy : 4535693847, 119, 2, [850839, 110304]
first : 9398902132, 197, 1, [551341, 850839]
economy : 8378791782, 178, 0, [110304, 668154]
economy : 9347587197, 92, 2, [618406, 551341]
business : 4389083922, 180, 3, [618406, 110304]
economy : 6514487575, 54, 2, [486502, 551341]
economy : 9025744415, 65, 6, [956576, 832744]
economy : 1375619015, 127, 1, [668154, 486502]
economy : 3948690131, 81, 1, [956576, 525863]
first : 3868042827, 200, 1, [210568, 850839]
economy : 8181260180, 117, 1, [210568, 850839]
economy : 2321146313, 94, 2, [525863, 110304]
economy : 5659158799, 80, 3, [956576, 551341]
economy : 3926400447, 74, 1, [110304, 618406]
economy : 6195139450, 107, 1, [668154, 832744]
economy : 4837957054, 110, 3, [486502, 525863]
economy : 6505644878, 167, 1, [832744, 956576]
business : 8426790448, 174, 0, [618406, 668154]
economy : 7886171843, 193, 3, [551341, 832744]
luxury : 1265721882, 130, 1, [210568, 486502]
economy : 1204359373, 55, 1, [850839, 525863]
economy : 7849567482, 138, 0, [832744, 668154]
economy : 6055583738, 148, 0, [832744, 551341]
economy : 3167926532, 67, 2, [850839, 832744]
economy : 1810618778, 174, 2, [956576, 618406]
economy : 5606365499, 166, 1, [210568, 525863]
economy : 1602142797, 194, 0, [525863, 618406]
business : 1257748473, 139, 1, [525863, 832744]
economy : 9516229663, 91, 0, [486502, 850839]
economy : 3402851285, 134, 4, [832744, 525863]
economy : 6655048857, 59, 2, [832744, 551341]
business : 6250377397, 47, 1, [832744, 486502]
economy : 9687736000, 41, 5, [850839, 486502]
business : 2552900517, 133, 7, [551341, 525863]
first : 9241637464, 187, 0, [668154, 832744]
economy : 5948933458, 99, 9, [618406, 668154]
business : 4456109355, 68, 7, [486502, 956576]
business : 5638882461, 110, 0, [832744, 525863]
business : 7847378690, 121, 0, [850839, 110304]
economy : 2121364124, 129, 4, [210568, 525863]
economy : 3331235446, 77, 2, [832744, 850839]
economy : 9774053327, 155, 1, [110304, 832744]
economy : 1644574077, 195, 0, [956576, 551341]
economy : 4137683623, 150, 3, [210568, 956576]
economy : 8590550999, 55, 1, [110304, 210568]
economy : 5635131862, 188, 2, [551341, 956576]
economy : 8822033702, 64, 2, [110304, 551341]
first : 3165341520, 200, 1, [832744, 668154]
economy : 7509232574, 107, 0, [551341, 525863]
economy : 3610817015, 156, 1, [668154, 210568]
business : 4524438134, 107, 0, [486502, 110304]
economy : 9015986666, 44, 0, [668154, 486502]
business : 8228453436, 138, 4, [618406, 210568]
economy : 4957706904, 41, 1, [956576, 832744]
economy : 4563764527, 108, 2, [668154, 832744]
economy : 9261075547, 48, 1, [486502, 832744]
economy : 1850572278, 181, 1, [525863, 110304]
economy : 7105440552, 158, 1, [956576, 618406]
economy : 9165148743, 125, 3, [210568, 668154]
economy : 3906063081, 196, 2, [525863, 618406]
economy : 5612014494, 148, 1, [551341, 618406]
economy : 5758281636, 118, 1, [525863, 551341]
economy : 4409547297, 43, 2, [551341, 956576]
business : 2191971879, 124, 2, [956576, 668154]
business : 4019288433, 69, 1, [551341, 832744]
economy : 7284759874, 171, 4, [525863, 850839]
economy : 6486756342, 197, 0, [850839, 832744]
economy : 1459378758, 106, 6, [832744, 110304]
economy : 3101457271, 158, 2, [850839, 551341]
economy : 8663908933, 87, 0, [551341, 486502]
business : 2053242055, 182, 1, [850839, 525863]
first : 3177753205, 101, 10, [668154, 486502]
economy : 7778374217, 51, 3, [210568, 486502]
luxury : 5696065555, 193, 1, [832744, 956576]
economy : 9122386497, 174, 6, [668154, 850839]
luxury : 7936804282, 200, 2, [110304, 668154]
business : 1222172275, 133, 2, [210568, 618406]
first : 3205765119, 200, 2, [210568, 618406]
economy : 9601252848, 89, 3, [832744, 668154]
economy : 1017890410, 101, 5, [110304, 850839]
economy : 9232989279, 45, 1, [956576, 525863]
economy : 5003387410, 73, 1, [850839, 668154]
economy : 7693173832, 147, 1, [668154, 210568]
economy : 2772919382, 103, 2, [210568, 956576]
business : 4440277721, 166, 2, [618406, 525863]
economy : 6589095954, 56, 1, [210568, 525863]
business : 6851263368, 60, 1, [486502, 956576]
first : 8294860058, 163, 2, [525863, 850839]
economy : 4719899035, 139, 0, [618406, 525863]
business : 7395103594, 84, 6, [850839, 210568]
economy : 5058975991, 160, 1, [850839, 618406]
first : 1447725877, 156, 2, [486502, 551341]
economy : 1540332093, 75, 7, [832744, 850839]
economy : 6282997503, 117, 2, [668154, 850839]
economy : 2215966727, 144, 3, [618406, 956576]
economy : 8778496280, 111, 1, [618406, 210568]
business : 2811948513, 110, 1, [618406, 551341]
economy : 3299101752, 71, 1, [850839, 551341]
economy : 6975382860, 115, 0, [551341, 850839]
economy : 3315673609, 85, 3, [551341, 832744]
economy : 4044172763, 162, 2, [486502, 210568]
economy : 6176258591, 55, 1, [525863, 210568]
economy : 9844008816, 81, 5, [832744, 668154]
business : 2836677310, 71, 1, [668154, 210568]
economy : 6665250631, 147, 2, [618406, 551341]
business : 3338166080, 119, 0, [486502, 525863]
economy : 2837859212, 71, 2, [525863, 668154]
economy : 1141320801, 171, 3, [850839, 668154]
economy : 3517749206, 194, 1, [668154, 832744]
economy : 8283060757, 179, 0, [486502, 668154]
economy : 5721417190, 49, 2, [956576, 525863]
business : 3047365937, 51, 2, [551341, 486502]
economy : 3870949053, 105, 8, [618406, 551341]
economy : 6115972296, 73, 2, [486502, 210568]
economy : 9911476547, 41, 2, [110304, 832744]
economy : 6518591935, 97, 1, [956576, 850839]
economy : 6915527804, 40, 0, [668154, 551341]
economy : 8427760280, 68, 5, [850839, 956576]
economy : 2220071338, 136, 0, [551341, 210568]
economy : 3825402286, 59, 0, [668154, 486502]
economy : 3294670546, 84, 4, [525863, 850839]
business : 3932138225, 169, 1, [618406, 486502]
economy : 2010732988, 67, 2, [525863, 850839]
economy : 8672665823, 159, 2, [551341, 210568]
economy : 7127158902, 90, 4, [110304, 850839]
business : 7443871971, 102, 3, [551341, 668154]
economy : 1927535963, 44, 3, [110304, 850839]
business : 4893020520, 199, 0, [525863, 486502]
economy : 8870169717, 88, 1, [850839, 486502]
business : 2544788324, 134, 3, [618406, 525863]
first : 2634965394, 112, 1, [832744, 956576]
business : 8534667228, 173, 0, [551341, 486502]
business : 2290020127, 156, 2, [832744, 210568]
economy : 9593482092, 137, 0, [956576, 618406]
business : 8499820412, 195, 2, [525863, 850839]
economy : 1732566746, 194, 0, [210568, 850839]
economy : 5094206530, 160, 2, [668154, 110304]
economy : 1606261362, 89, 1, [525863, 210568]
economy : 1917056770, 123, 4, [850839, 668154]
economy : 2941732753, 155, 7, [618406, 551341]
economy : 1243467451, 160, 4, [956576, 110304]
economy : 7935229101, 99, 8, [618406, 832744]
business : 2961906633, 132, 1, [210568, 668154]
economy : 7976347752, 102, 7, [525863, 832744]
economy : 9091785889, 156, 1, [525863, 618406]
business : 2869347639, 122, 1, [210568, 850839]
business : 4434175606, 80, 2, [551341, 618406]
economy : 5203176304, 41, 2, [525863, 850839]
economy : 7979812235, 65, 2, [486502, 956576]
economy : 1837918642, 50, 9, [850839, 956576]
economy : 1573272141, 129, 1, [850839, 832744]
economy : 4453482214, 126, 10, [551341, 210568]
economy : 1782603401, 152, 1, [551341, 956576]
business : 2493684237, 91, 2, [210568, 850839]
economy : 6242864024, 197, 5, [956576, 668154]
economy : 1084698432, 50, 2, [956576, 110304]
business : 5271762664, 93, 1, [618406, 110304]
economy : 2697077736, 175, 0, [110304, 850839]
economy : 8790432009, 160, 9, [832744, 956576]
luxury : 8693964800, 193, 2, [850839, 525863]
economy : 1076296597, 106, 0, [618406, 850839]
economy : 8514602521, 184, 8, [110304, 832744]
economy : 8859101106, 165, 1, [210568, 850839]
business : 3119722763, 83, 0, [486502, 551341]
business : 4566254370, 160, 0, [486502, 618406]
economy : 7451318611, 120, 4, [210568, 525863]
first : 8942304772, 102, 1, [486502, 210568]
economy : 2259212807, 191, 6, [110304, 210568]
business : 3369862898, 148, 2, [618406, 956576]
economy : 4009036671, 121, 1, [668154, 551341]
economy : 6485515597, 135, 7, [210568, 850839]
economy : 8973190496, 68, 2, [956576, 618406]
business : 4814006035, 87, 6, [525863, 618406]
business : 5977064959, 52, 2, [110304, 832744]
economy : 8176883590, 72, 1, [110304, 551341]
economy : 7635044277, 51, 2, [210568, 618406]
economy : 1625894401, 47, 2, [525863, 210568]
economy : 2515769930, 194, 0, [110304, 956576]
economy : 1414173360, 129, 1, [850839, 110304]
business : 4293626217, 100, 2, [210568, 832744]
economy : 4239491919, 189, 3, [486502, 850839]
economy : 3485779326, 163, 1, [850839, 956576]
first : 5634478395, 188, 1, [850839, 668154]
economy : 1742591930, 161, 3, [618406, 850839]
business : 2358200566, 82, 3, [210568, 551341]
economy : 2092867879, 159, 2, [668154, 551341]
business : 6497621066, 129, 1, [618406, 210568]
business : 4884995174, 100, 4, [525863, 210568]
economy : 1990745820, 175, 5, [525863, 210568]
economy : 7978506268, 165, 3, [110304, 525863]
economy : 8425432191, 56, 2, [956576, 110304]
economy : 8895311070, 166, 3, [956576, 110304]
economy : 4345598605, 104, 1, [210568, 850839]
economy : 1546719943, 138, 3, [210568, 850839]
economy : 4157325980, 133, 2, [486502, 956576]
economy : 1270079798, 120, 2, [668154, 850839]
economy : 8833757810, 68, 2, [110304, 551341]
economy : 5750178234, 116, 1, [832744, 210568]
business : 5997153011, 48, 1, [668154, 832744]
business : 7848139515, 118, 1, [832744, 956576]
business : 1477655410, 122, 0, [486502, 850839]
business : 5568135301, 115, 2, [850839, 832744]
economy : 8431874201, 50, 1, [525863, 956576]
economy : 8037892833, 90, 2, [850839, 551341]
luxury : 2616077975, 163, 3, [618406, 850839]
first : 5612790394, 160, 1, [525863, 956576]
economy : 3333357109, 172, 8, [618406, 486502]
economy : 3260019502, 55, 0, [832744, 486502]
economy : 3469098857, 67, 2, [956576, 525863]
economy : 5219376568, 114, 1, [551341, 110304]
economy : 1079064257, 125, 3, [551341, 850839]
economy : 3887463965, 182, 1, [956576, 668154]
business : 4220939482, 41, 0, [551341, 956576]
economy : 1816201162, 157, 1, [850839, 618406]
business : 4740975950, 65, 1, [551341, 210568]
economy : 7687011182, 75, 1, [551341, 525863]
business : 1533716034, 140, 7, [210568, 525863]
economy : 5339031172, 50, 1, [525863, 210568]
economy : 9909805031, 40, 2, [832744, 956576]
economy : 7899727569, 44, 3, [110304, 850839]
economy : 1720778219, 70, 1, [850839, 668154]
business : 7695400039, 110, 0, [110304, 850839]
economy : 2067304742, 120, 2, [551341, 668154]
economy : 2979413666, 102, 1, [551341, 668154]
economy : 6755573750, 78, 1, [832744, 525863]
business : 1617185782, 158, 2, [956576, 486502]
economy : 6750153824, 170, 2, [110304, 486502]
economy : 2459745285, 146, 3, [110304, 486502]
