30 29 8336
9000 11655.0 16848 22176 6480
major : 995420, 4413, 5109, 51.26, 239250, 3
major : 446394, -397, -1880, 54.34, 191000, 4
regional : 686764, -1774, -142, 76.45, 184600, 3
major : 668718, 1900, 5513, 50.6, 148500, 6
regional : 303051, 6026, 213, 85.69, 194800, 2
regional : 756789, 1036, 1413, 74.58, 186200, 3
major : 389377, -773, 1137, 58.08, 246250, 5
major : 573615, 210, -71, 46.09, 139500, 6
regional : 204530, -6407, -741, 88.88, 169000, 4
regional : 995527, 1723, 1229, 83.93, 103000, 3
hub : 420293, -386, 1614, 58.3, 296700, 4
regional : 287512, 1170, 1822, 87.34, 155200, 2
regional : 896239, -6057, -1939, 86.13, 108600, 4
hub : 344932, -1772, 5143, 55.11, 167400, 4
regional : 992708, 3630, -716, 106.15, 181200, 4
major : 539973, -3944, -2132, 56.98, 177000, 6
hub : 169375, 2320, 1593, 44.99, 285900, 8
regional : 406687, -1307, -128, 81.4, 141200, 3
regional : 985287, 5516, -1765, 85.14, 169600, 3
major : 167016, -458, 2773, 66.22, 132250, 4
major : 307757, 2943, 4495, 58.63, 182750, 4
major : 458697, 82, 595, 69.96, 129250, 3
major : 680908, 2688, -5739, 67.76, 142000, 5
regional : 877477, -1316, -1299, 86.57, 153000, 3
major : 748213, -2775, 624, 47.96, 190000, 5
regional : 255507, 2893, 3119, 109.01, 164000, 2
major : 732668, -2760, -6325, 44.44, 242750, 3
regional : 964690, 3620, -1523, 76.34, 152000, 4
hub : 860035, -1595, -705, 38.83, 166500, 5
economy : 3211281379, 169, 1, [995420, 877477]
economy : 2749938781, 173, 2, [167016, 748213]
business : 2598675061, 47, 1, [255507, 458697]
first : 9420379371, 110, 0, [995527, 169375]
economy : 2067489665, 178, 2, [686764, 255507]
first : 6328593132, 132, 2, [680908, 446394]
business : 2741723129, 77, 2, [756789, 680908]
business : 9262460696, 185, 3, [680908, 167016]
economy : 6850232471, 185, 4, [896239, 756789]
economy : 2276220519, 192, 2, [573615, 406687]
economy : 5235962305, 91, 10, [732668, 204530]
economy : 8265256239, 79, 1, [732668, 255507]
economy : 6318946487, 138, 1, [748213, 287512]
economy : 8226100147, 121, 10, [756789, 344932]
business : 7546216368, 182, 2, [686764, 995527]
economy : 5618076974, 75, 2, [255507, 896239]
business : 8707629148, 131, 1, [995527, 860035]
economy : 4399676670, 116, 1, [169375, 406687]
luxury : 7925121280, 89, 2, [756789, 169375]
economy : 7963339447, 195, 2, [303051, 169375]
first : 3847949177, 91, 4, [420293, 877477]
economy : 2282389371, 42, 3, [992708, 877477]
economy : 8336472420, 118, 2, [686764, 573615]
economy : 4602749672, 76, 2, [539973, 668718]
economy : 6985339605, 154, 3, [303051, 995420]
economy : 5325983362, 69, 1, [860035, 877477]
business : 5709140139, 127, 3, [896239, 458697]
economy : 2263266885, 123, 1, [406687, 287512]
first : 5009884393, 163, 3, [995527, 896239]
business : 9543292278, 124, 3, [985287, 732668]
first : 9100347633, 109, 2, [995420, 389377]
economy : 4811958411, 175, 4, [668718, 964690]
economy : 4919413680, 94, 2, [860035, 964690]
economy : 4042802185, 176, 10, [406687, 896239]
economy : 5161701716, 163, 6, [169375, 420293]
economy : 4172562503, 122, 3, [756789, 995420]
first : 8305449736, 49, 1, [204530, 877477]
economy : 3540886986, 84, 1, [406687, 344932]
economy : 5135986073, 64, 8, [756789, 420293]
economy : 3475237543, 54, 2, [539973, 756789]
economy : 8702312388, 120, 0, [458697, 389377]
economy : 8458850155, 164, 2, [204530, 860035]
economy : 7474357102, 169, 2, [458697, 204530]
business : 4358495613, 170, 7, [458697, 995420]
economy : 6848068813, 166, 3, [458697, 167016]
luxury : 3770492702, 141, 0, [303051, 458697]
economy : 9134964352, 110, 4, [964690, 287512]
business : 2082013629, 93, 2, [748213, 287512]
first : 4303099188, 131, 3, [406687, 344932]
economy : 7648852994, 72, 2, [389377, 287512]
economy : 8913871839, 103, 5, [860035, 255507]
business : 2649625652, 200, 8, [204530, 964690]
economy : 4389527836, 196, 1, [860035, 573615]
economy : 1874077751, 51, 4, [964690, 167016]
economy : 6489951449, 81, 2, [303051, 406687]
business : 2257966680, 113, 1, [344932, 169375]
first : 3001755919, 98, 2, [668718, 303051]
economy : 5997267344, 189, 2, [389377, 287512]
economy : 2907498857, 196, 1, [686764, 389377]
business : 5175988539, 199, 7, [860035, 964690]
first : 6335715045, 42, 3, [995527, 287512]
economy : 1577548508, 154, 10, [287512, 680908]
economy : 4047158602, 107, 0, [756789, 680908]
economy : 2641829202, 58, 1, [539973, 389377]
economy : 5720091597, 174, 1, [389377, 748213]
economy : 7410579563, 110, 2, [992708, 573615]
business : 7876095552, 147, 3, [446394, 995527]
economy : 9589855217, 133, 2, [985287, 964690]
economy : 8475475359, 82, 2, [668718, 287512]
first : 2703743610, 104, 0, [389377, 169375]
business : 1790832342, 120, 2, [303051, 896239]
economy : 7644890899, 187, 2, [539973, 204530]
economy : 4554762680, 145, 2, [420293, 446394]
economy : 4334214700, 50, 1, [406687, 756789]
economy : 7066578251, 100, 0, [860035, 446394]
business : 2858113627, 135, 2, [985287, 680908]
luxury : 3265753861, 54, 4, [539973, 204530]
economy : 3056786475, 182, 1, [877477, 680908]
economy : 7557060357, 188, 7, [458697, 167016]
business : 9187489283, 61, 2, [992708, 389377]
business : 3039919811, 123, 2, [668718, 860035]
economy : 4113292476, 159, 1, [668718, 877477]
business : 4306788221, 183, 1, [287512, 686764]
economy : 2124233325, 110, 8, [680908, 458697]
economy : 9049139883, 157, 6, [307757, 167016]
business : 7266521923, 95, 1, [756789, 255507]
economy : 4286365733, 114, 1, [539973, 668718]
economy : 7893684822, 67, 2, [860035, 167016]
business : 8193440963, 49, 1, [680908, 344932]
business : 1405324580, 86, 2, [573615, 389377]
economy : 8707224615, 88, 1, [756789, 303051]
economy : 9158596702, 190, 8, [995527, 877477]
economy : 6319070707, 170, 1, [458697, 668718]
economy : 7395190337, 191, 1, [992708, 303051]
economy : 1753073029, 109, 2, [167016, 255507]
business : 7778787677, 78, 1, [860035, 686764]
economy : 6257151784, 173, 2, [420293, 446394]
economy : 8978502396, 81, 2, [169375, 985287]
economy : 4406865016, 61, 1, [458697, 344932]
first : 1896318177, 144, 5, [995420, 458697]
first : 9938180061, 138, 2, [686764, 992708]
economy : 3387609659, 50, 2, [458697, 896239]
economy : 8639199770, 169, 1, [748213, 680908]
first : 8531867285, 117, 0, [573615, 406687]
economy : 4608906821, 181, 1, [686764, 255507]
economy : 2899762275, 151, 1, [686764, 668718]
economy : 5711986888, 67, 0, [169375, 877477]
economy : 2811236735, 75, 2, [406687, 756789]
economy : 7175325166, 166, 2, [420293, 169375]
economy : 7459377315, 160, 2, [995420, 303051]
economy : 5603733277, 153, 0, [420293, 169375]
business : 2044649514, 173, 1, [204530, 668718]
economy : 8925478797, 76, 2, [287512, 458697]
economy : 4781587670, 182, 5, [995527, 255507]
economy : 5767430580, 117, 2, [287512, 992708]
business : 9251982691, 100, 1, [169375, 389377]
economy : 9274609518, 186, 2, [287512, 389377]
economy : 4025568091, 158, 0, [995527, 169375]
business : 6752157786, 186, 0, [756789, 995527]
economy : 7196326076, 142, 3, [964690, 446394]
economy : 7204078672, 160, 2, [964690, 985287]
economy : 7660354800, 61, 8, [406687, 255507]
economy : 1861605698, 143, 3, [406687, 539973]
first : 2905168882, 155, 2, [860035, 307757]
economy : 1408721782, 70, 1, [539973, 573615]
economy : 5515394989, 125, 6, [686764, 985287]
economy : 9492080279, 185, 3, [389377, 303051]
business : 5281462022, 69, 9, [446394, 303051]
business : 2158206392, 120, 1, [896239, 964690]
economy : 6273581824, 135, 2, [169375, 204530]
economy : 6302463315, 57, 6, [896239, 307757]
business : 7744956318, 73, 0, [573615, 668718]
economy : 7082572538, 106, 2, [406687, 167016]
economy : 4146931431, 79, 3, [964690, 668718]
economy : 5115954095, 43, 3, [668718, 686764]
economy : 6121568909, 164, 1, [995527, 446394]
economy : 3056423999, 46, 1, [255507, 389377]
business : 3391885201, 43, 6, [756789, 255507]
business : 1348066749, 181, 2, [307757, 748213]
economy : 4197887361, 46, 2, [406687, 732668]
economy : 5869228481, 116, 0, [860035, 668718]
economy : 7645067241, 156, 4, [756789, 680908]
business : 1481727142, 69, 2, [748213, 255507]
economy : 7454599365, 157, 0, [539973, 748213]
first : 5718121410, 132, 0, [446394, 303051]
business : 1762357757, 113, 2, [287512, 204530]
economy : 6165548018, 111, 1, [420293, 896239]
economy : 6873300324, 52, 2, [896239, 732668]
economy : 7015454086, 110, 2, [686764, 748213]
business : 8431986346, 132, 1, [255507, 344932]
economy : 4366430878, 97, 3, [756789, 446394]
economy : 5080311759, 83, 3, [992708, 896239]
luxury : 3383310467, 166, 4, [877477, 287512]
economy : 9958345107, 161, 1, [204530, 995527]
first : 2760930561, 108, 2, [420293, 458697]
economy : 1830032366, 46, 2, [169375, 458697]
first : 4130683638, 126, 1, [992708, 287512]
economy : 8461074742, 153, 3, [167016, 992708]
economy : 1869332197, 74, 1, [255507, 992708]
first : 6635006961, 120, 2, [307757, 389377]
economy : 2434657161, 195, 2, [992708, 539973]
business : 3793546315, 194, 1, [896239, 995420]
economy : 8294128183, 113, 4, [860035, 344932]
business : 2565415862, 130, 4, [748213, 992708]
economy : 4329669206, 153, 4, [303051, 420293]
economy : 4235510987, 141, 0, [446394, 877477]
economy : 4501965920, 172, 4, [389377, 458697]
economy : 8800376005, 179, 1, [573615, 167016]
economy : 6020042125, 75, 1, [573615, 255507]
first : 8357635530, 174, 1, [287512, 860035]
first : 2901153959, 112, 1, [896239, 732668]
economy : 3757667769, 133, 3, [756789, 686764]
first : 7233069805, 182, 4, [756789, 406687]
economy : 6634708201, 59, 0, [458697, 344932]
business : 4385789822, 48, 1, [995420, 732668]
first : 1794766143, 146, 2, [668718, 995420]
economy : 2373937709, 65, 2, [748213, 995527]
first : 5697896678, 47, 1, [756789, 420293]
business : 8882880317, 80, 1, [539973, 732668]
economy : 5506474569, 170, 10, [680908, 406687]
economy : 6766064464, 85, 2, [169375, 756789]
economy : 5868345110, 62, 1, [204530, 995420]
economy : 1906385050, 79, 2, [573615, 668718]
economy : 9556227733, 162, 2, [995527, 458697]
economy : 9700773611, 161, 0, [406687, 995527]
economy : 9426888286, 182, 6, [539973, 860035]
economy : 9300445565, 151, 1, [748213, 307757]
economy : 2685207894, 84, 0, [668718, 169375]
business : 9351314763, 136, 0, [964690, 680908]
first : 6881714133, 67, 0, [406687, 420293]
first : 8882759991, 69, 1, [389377, 539973]
economy : 8198598961, 90, 0, [992708, 964690]
economy : 6626840941, 116, 1, [995420, 389377]
economy : 8519060690, 189, 3, [964690, 420293]
economy : 9274348102, 67, 0, [748213, 732668]
business : 7185083405, 74, 2, [877477, 573615]
economy : 6900231440, 124, 3, [985287, 307757]
business : 9343556021, 172, 1, [420293, 344932]
business : 3871560653, 74, 3, [458697, 680908]
business : 2003260248, 182, 1, [680908, 420293]
economy : 5344512046, 91, 3, [458697, 756789]
economy : 7542830304, 186, 1, [877477, 995527]
economy : 7729737269, 88, 1, [860035, 877477]
business : 2573306315, 65, 2, [995420, 406687]
business : 3867413368, 180, 2, [680908, 204530]
economy : 1652487693, 102, 0, [992708, 680908]
economy : 5142724205, 90, 2, [303051, 964690]
business : 3894664074, 155, 1, [992708, 458697]
economy : 1744759720, 130, 1, [995527, 204530]
economy : 8674957845, 133, 2, [167016, 686764]
luxury : 9844036523, 152, 5, [732668, 680908]
economy : 9360279122, 64, 2, [995527, 985287]
economy : 9161288422, 128, 2, [307757, 668718]
luxury : 7665161296, 174, 2, [420293, 344932]
business : 7709949064, 85, 4, [860035, 686764]
economy : 2120193394, 87, 0, [992708, 389377]
economy : 2975138219, 45, 1, [732668, 680908]
economy : 9715574981, 100, 0, [169375, 167016]
economy : 9960934280, 159, 0, [686764, 896239]
economy : 4350489911, 175, 2, [255507, 344932]
economy : 9057840462, 85, 2, [420293, 446394]
business : 4549372175, 148, 2, [389377, 539973]
economy : 2759881544, 165, 0, [303051, 307757]
economy : 4719106575, 71, 1, [860035, 420293]
economy : 3007145300, 144, 2, [420293, 985287]
economy : 6766172357, 165, 1, [539973, 877477]
economy : 1611879460, 151, 9, [406687, 964690]
first : 5718205704, 65, 4, [303051, 287512]
economy : 4585040601, 135, 2, [756789, 344932]
economy : 8804466750, 121, 2, [748213, 406687]
economy : 8361781984, 181, 2, [344932, 985287]
business : 9909763595, 143, 3, [287512, 573615]
business : 8188260917, 176, 1, [992708, 896239]
business : 8523079572, 87, 0, [896239, 167016]
economy : 6949582472, 83, 0, [995420, 995527]
economy : 1661029938, 191, 1, [573615, 756789]
economy : 8907983655, 48, 2, [995527, 992708]
economy : 2964383009, 66, 3, [748213, 287512]
business : 4929075247, 155, 1, [995420, 303051]
economy : 4663018935, 51, 0, [539973, 995420]
economy : 1826364533, 177, 1, [307757, 668718]
economy : 5877575425, 68, 3, [992708, 748213]
economy : 2011702380, 150, 1, [255507, 406687]
business : 8998272356, 67, 2, [686764, 420293]
economy : 9606731383, 104, 6, [877477, 748213]
economy : 4787064071, 121, 4, [686764, 389377]
economy : 6708706083, 79, 1, [668718, 680908]
business : 4995527292, 68, 2, [896239, 748213]
economy : 5186606608, 165, 1, [539973, 458697]
first : 7924551365, 103, 1, [680908, 446394]
economy : 2526635625, 165, 8, [303051, 992708]
economy : 9793719831, 108, 1, [389377, 204530]
economy : 6380489841, 170, 2, [732668, 303051]
economy : 1456832431, 186, 2, [756789, 748213]
economy : 3709552679, 59, 1, [860035, 896239]
economy : 2022295105, 138, 2, [680908, 877477]
economy : 1121105003, 126, 0, [287512, 204530]
economy : 7822450817, 185, 2, [539973, 732668]
economy : 7970234088, 197, 1, [169375, 748213]
business : 7904136385, 71, 0, [995420, 446394]
economy : 6885935577, 153, 0, [204530, 287512]
economy : 5726360216, 185, 2, [255507, 406687]
economy : 2641209509, 64, 2, [992708, 995420]
economy : 1276036439, 47, 4, [680908, 539973]
business : 6860074655, 65, 1, [860035, 756789]
economy : 1489860002, 106, 5, [985287, 964690]
business : 6131882965, 131, 9, [420293, 204530]
economy : 5649247424, 40, 6, [287512, 307757]
business : 6599051365, 164, 2, [389377, 985287]
economy : 8464107653, 90, 3, [985287, 458697]
economy : 2779737632, 140, 3, [573615, 169375]
economy : 2647917406, 90, 1, [860035, 539973]
economy : 4004331086, 104, 1, [420293, 458697]
economy : 4732313519, 81, 0, [307757, 686764]
economy : 1714311504, 65, 3, [748213, 307757]
economy : 7385967178, 77, 1, [307757, 995420]
economy : 9345978733, 168, 0, [303051, 896239]
business : 7209446484, 103, 5, [287512, 896239]
economy : 6390895655, 93, 2, [307757, 686764]
economy : 6847522189, 153, 7, [964690, 686764]
economy : 2311255823, 79, 0, [995527, 732668]
economy : 5223799177, 177, 2, [303051, 748213]
economy : 4318818405, 108, 6, [756789, 344932]
economy : 3363248623, 118, 2, [995420, 420293]
economy : 9324352609, 96, 2, [756789, 668718]
economy : 1887377401, 61, 0, [995527, 169375]
first : 9289364205, 42, 2, [573615, 668718]
economy : 7999157396, 167, 0, [344932, 255507]
first : 6023091613, 165, 2, [287512, 860035]
economy : 7096240797, 132, 8, [420293, 860035]
economy : 8940803253, 74, 5, [406687, 732668]
economy : 7981895331, 59, 2, [680908, 748213]
business : 2556418123, 114, 5, [573615, 307757]
business : 8355353735, 150, 2, [169375, 680908]
business : 1276750248, 180, 5, [860035, 167016]
first : 2856294666, 75, 1, [995420, 748213]
economy : 6681869622, 199, 0, [287512, 406687]
economy : 4459654651, 191, 0, [406687, 985287]
business : 4472975988, 124, 0, [668718, 995420]
business : 2168609843, 114, 0, [539973, 344932]
economy : 1630102086, 98, 6, [995527, 756789]
economy : 6923272332, 126, 1, [389377, 573615]
business : 5859652811, 140, 1, [668718, 877477]
first : 5689196070, 86, 0, [167016, 686764]
economy : 5390371405, 126, 5, [303051, 204530]
luxury : 4162539319, 156, 8, [896239, 169375]
business : 7282048250, 147, 3, [573615, 406687]
economy : 5402333321, 50, 4, [860035, 458697]
economy : 8093761578, 121, 0, [303051, 732668]
economy : 3816439665, 78, 1, [985287, 344932]
economy : 3430555746, 135, 0, [389377, 732668]
economy : 3660299582, 123, 5, [995527, 573615]
economy : 1342439063, 49, 2, [169375, 287512]
economy : 9356799697, 123, 1, [420293, 169375]
economy : 5081257783, 115, 3, [748213, 204530]
business : 8348244513, 53, 6, [748213, 255507]
business : 6255445928, 114, 2, [680908, 686764]
economy : 8743979487, 73, 9, [896239, 992708]
economy : 2167024719, 92, 1, [539973, 877477]
economy : 7964559331, 76, 2, [420293, 446394]
economy : 2002467367, 49, 4, [748213, 446394]
business : 6472111716, 56, 1, [344932, 732668]
economy : 6741566257, 92, 2, [458697, 389377]
economy : 1095860250, 89, 3, [344932, 756789]
business : 6160949938, 160, 2, [303051, 287512]
economy : 9680460102, 137, 2, [204530, 680908]
business : 9542936595, 159, 2, [860035, 255507]
economy : 7523107446, 146, 3, [896239, 204530]
economy : 2535906019, 91, 0, [680908, 167016]
economy : 4181268040, 91, 3, [573615, 668718]
economy : 7102131493, 85, 4, [573615, 964690]
economy : 5788517946, 161, 2, [420293, 680908]
economy : 2397660180, 96, 6, [860035, 420293]
business : 6381999061, 198, 1, [344932, 992708]
economy : 6771389057, 164, 1, [995527, 860035]
economy : 4189066863, 43, 2, [420293, 307757]
economy : 9025381924, 190, 2, [344932, 573615]
business : 2653515798, 61, 7, [732668, 446394]
economy : 1975495953, 62, 1, [287512, 748213]
business : 6869896445, 136, 2, [964690, 995420]
business : 5202555427, 100, 0, [992708, 896239]
economy : 4599391869, 43, 6, [877477, 255507]
economy : 2373887313, 97, 1, [995420, 992708]
economy : 5967200222, 67, 3, [732668, 680908]
economy : 5309979760, 101, 0, [420293, 307757]
economy : 1474780752, 69, 1, [680908, 732668]
business : 2224275764, 98, 4, [167016, 307757]
business : 8803223823, 45, 2, [748213, 992708]
business : 6598519869, 45, 1, [686764, 204530]
economy : 9548536895, 53, 1, [860035, 992708]
business : 3677465442, 84, 1, [420293, 307757]
business : 8886135498, 127, 2, [303051, 573615]
business : 3951917440, 87, 1, [964690, 458697]
luxury : 8393013124, 129, 0, [995420, 458697]
economy : 3586302602, 53, 1, [896239, 992708]
business : 5536822587, 100, 2, [680908, 896239]
economy : 1822806703, 139, 0, [573615, 860035]
economy : 4134777164, 125, 2, [756789, 995527]
economy : 7553528363, 198, 1, [344932, 389377]
business : 8248883305, 106, 1, [668718, 573615]
business : 4046756981, 69, 2, [458697, 303051]
economy : 5390439787, 89, 1, [406687, 303051]
first : 2916031265, 170, 1, [389377, 303051]
economy : 2537947289, 144, 2, [389377, 420293]
economy : 3898573140, 47, 4, [303051, 686764]
economy : 4808209834, 59, 7, [307757, 303051]
economy : 8783610752, 112, 1, [255507, 877477]
business : 9777725357, 50, 2, [458697, 255507]
economy : 8808593297, 68, 1, [420293, 686764]
economy : 8956722613, 150, 0, [896239, 877477]
business : 3741012576, 152, 0, [748213, 539973]
economy : 3670280506, 59, 0, [167016, 573615]
economy : 3372322245, 171, 7, [732668, 204530]
economy : 8581996580, 102, 1, [896239, 756789]
economy : 6318646415, 41, 1, [169375, 992708]
economy : 9064709156, 140, 0, [668718, 458697]
economy : 9550237179, 61, 0, [344932, 756789]
economy : 1503003536, 194, 3, [458697, 748213]
economy : 4318330290, 59, 3, [389377, 896239]
economy : 1863131676, 127, 3, [204530, 389377]
economy : 1482964064, 192, 6, [287512, 992708]
economy : 4297609578, 184, 1, [756789, 169375]
business : 5816625624, 198, 2, [985287, 995527]
economy : 6212205314, 157, 4, [896239, 992708]
business : 5334658931, 133, 0, [406687, 964690]
economy : 9228885278, 197, 1, [307757, 420293]
economy : 7918984860, 141, 1, [748213, 204530]
business : 2012035552, 119, 2, [446394, 680908]
economy : 3372171801, 63, 0, [877477, 573615]
economy : 8174587776, 163, 1, [307757, 680908]
economy : 5329435668, 146, 2, [344932, 204530]
business : 1107228360, 77, 2, [732668, 680908]
luxury : 4789706415, 131, 6, [756789, 686764]
economy : 6400940709, 147, 5, [877477, 389377]
economy : 6515691225, 192, 1, [964690, 732668]
economy : 9012126134, 76, 3, [539973, 169375]
economy : 4383788350, 79, 1, [668718, 985287]
economy : 3713672595, 136, 0, [420293, 985287]
economy : 1399007083, 159, 1, [446394, 686764]
luxury : 8811278553, 68, 10, [344932, 896239]
economy : 6241885500, 80, 2, [860035, 573615]
economy : 5243330335, 98, 1, [344932, 303051]
economy : 8052038774, 130, 1, [204530, 446394]
first : 1544947218, 173, 1, [680908, 995527]
business : 1458454130, 69, 0, [992708, 668718]
economy : 1221278687, 121, 3, [995527, 573615]
economy : 3474440057, 175, 2, [255507, 995527]
economy : 1076036996, 106, 0, [307757, 756789]
economy : 2249957959, 62, 1, [539973, 204530]
economy : 6058384725, 80, 3, [389377, 255507]
economy : 5089432080, 149, 7, [169375, 995527]
economy : 3999091185, 149, 2, [732668, 389377]
economy : 5288590008, 77, 0, [307757, 303051]
economy : 5289262310, 47, 2, [995420, 985287]
luxury : 4974040159, 152, 1, [287512, 877477]
economy : 5092501604, 135, 2, [303051, 964690]
economy : 3450626139, 193, 1, [686764, 732668]
business : 8555428739, 68, 4, [860035, 420293]
economy : 5091364605, 164, 4, [458697, 748213]
economy : 4628077456, 47, 1, [896239, 255507]
economy : 3771347758, 153, 2, [748213, 877477]
economy : 3934351751, 122, 3, [877477, 344932]
business : 9660931520, 181, 5, [995420, 169375]
economy : 7361480068, 153, 2, [389377, 668718]
economy : 9140165644, 122, 1, [668718, 204530]
economy : 1458342401, 46, 4, [204530, 446394]
economy : 9090685205, 76, 3, [169375, 539973]
economy : 6845109829, 154, 3, [458697, 748213]
economy : 7572970491, 100, 4, [732668, 995420]
economy : 5446908690, 58, 1, [896239, 668718]
business : 5375543600, 68, 2, [877477, 995420]
economy : 3032409914, 62, 8, [985287, 877477]
business : 9952461282, 120, 0, [303051, 748213]
economy : 6812040210, 56, 1, [420293, 860035]
economy : 8005486548, 200, 1, [167016, 255507]
economy : 3362788767, 181, 4, [344932, 680908]
economy : 6091131285, 109, 6, [732668, 573615]
first : 3239793713, 105, 1, [748213, 458697]
economy : 2921904782, 173, 2, [303051, 287512]
economy : 1522807839, 49, 0, [287512, 255507]
economy : 9243683257, 196, 0, [539973, 406687]
economy : 8667907057, 79, 0, [748213, 896239]
economy : 4457332855, 178, 1, [964690, 167016]
economy : 8256451363, 190, 1, [458697, 896239]
economy : 2967100651, 81, 1, [539973, 344932]
economy : 7913714697, 124, 2, [303051, 539973]
economy : 3921171402, 90, 5, [458697, 668718]
luxury : 5613875405, 111, 2, [680908, 896239]
economy : 3741882909, 133, 1, [680908, 756789]
economy : 4323821661, 61, 3, [877477, 458697]
economy : 1921080810, 104, 1, [995527, 420293]
business : 1440907205, 192, 2, [458697, 389377]
economy : 4232867767, 124, 1, [995420, 344932]
economy : 5358036987, 107, 2, [204530, 420293]
business : 2876486784, 66, 0, [756789, 748213]
economy : 3263336201, 121, 2, [420293, 995420]
economy : 5599252278, 107, 5, [756789, 204530]
economy : 4632952888, 130, 2, [668718, 995420]
economy : 5682876168, 112, 2, [992708, 255507]
economy : 1915565618, 187, 2, [748213, 287512]
economy : 5606377559, 189, 7, [995420, 573615]
business : 4709145665, 62, 2, [748213, 446394]
economy : 3599237365, 123, 9, [756789, 458697]
economy : 2742445526, 149, 2, [458697, 995420]
