25 30 9956
12312 12555.0 16929 23904 5460
regional : 688855, -1761, -1142, 105.16, 162200, 1
regional : 741727, -5164, 3220, 85.91, 113600, 2
major : 237070, -5158, -1501, 57.97, 141750, 2
major : 496768, -1399, -2222, 50.71, 148250, 1
major : 278797, 160, 1565, 72.82, 146750, 3
regional : 965498, 5742, 3795, 106.81, 160400, 2
hub : 556721, 515, -2953, 42.79, 156300, 3
regional : 714924, -918, 285, 99.44, 155200, 1
major : 418206, 4500, 3456, 61.6, 152750, 3
major : 976171, 5097, 773, 50.93, 160750, 2
regional : 634045, -1154, -1797, 72.49, 196400, 1
regional : 230792, 3972, -2239, 68.53, 197600, 1
regional : 292883, 371, -445, 85.14, 163400, 1
major : 349552, -5377, 1209, 53.02, 242750, 1
hub : 437247, -2969, -2157, 46.09, 252900, 2
regional : 850666, 1408, 75, 83.6, 100400, 2
major : 711871, -5500, 2371, 53.35, 213500, 1
hub : 593042, -4917, 1015, 61.05, 226800, 4
regional : 973666, 1843, 6661, 106.48, 171000, 2
regional : 653442, 1416, -5298, 67.76, 158400, 1
regional : 485027, -3659, -2149, 78.32, 129600, 1
major : 288975, -340, -2179, 49.83, 210250, 1
major : 433644, -83, 989, 53.57, 174500, 2
regional : 861782, 1159, -4668, 97.57, 110800, 2
regional : 775657, 1099, -1047, 106.15, 155600, 2
regional : 386861, 5666, -3194, 75.13, 125000, 1
regional : 585737, 74, -79, 77.22, 192000, 1
hub : 349296, 5512, -786, 53.24, 254400, 4
major : 447789, 2244, 3299, 46.31, 174250, 1
major : 604721, -5055, 1767, 70.84, 202750, 2
economy : 3021478207, 80, 1, [288975, 230792]
business : 4135057528, 70, 0, [976171, 973666]
economy : 4965484392, 185, 0, [447789, 861782]
economy : 7214750921, 89, 6, [288975, 278797]
economy : 7155620316, 174, 1, [976171, 433644]
economy : 8370996217, 110, 0, [418206, 386861]
economy : 8664297939, 126, 1, [386861, 237070]
first : 3170258159, 46, 2, [418206, 688855]
economy : 9396403515, 96, 2, [386861, 292883]
economy : 7097759596, 75, 2, [714924, 485027]
business : 6620511107, 125, 1, [653442, 593042]
luxury : 7695008882, 155, 6, [976171, 386861]
economy : 2645521293, 116, 4, [604721, 850666]
economy : 6586284173, 53, 2, [447789, 593042]
business : 5144187697, 126, 2, [741727, 556721]
economy : 3737609717, 127, 0, [775657, 861782]
economy : 1083155793, 165, 2, [973666, 585737]
business : 3111437701, 55, 1, [850666, 556721]
economy : 7625421824, 189, 3, [237070, 349552]
economy : 2378465633, 131, 0, [292883, 634045]
economy : 9009642737, 43, 2, [237070, 688855]
economy : 9799997114, 194, 3, [230792, 775657]
economy : 4799132126, 152, 2, [861782, 973666]
business : 6299451266, 175, 4, [711871, 593042]
economy : 5993279220, 165, 2, [850666, 634045]
economy : 1371618900, 120, 1, [965498, 973666]
economy : 7379495849, 149, 2, [711871, 437247]
economy : 6104976650, 79, 0, [278797, 418206]
economy : 2080538123, 59, 2, [714924, 775657]
economy : 9722849525, 171, 1, [775657, 278797]
business : 8182719883, 153, 7, [485027, 585737]
economy : 3651658806, 105, 1, [496768, 349296]
economy : 1351224576, 105, 1, [593042, 973666]
economy : 6182446055, 195, 4, [973666, 775657]
economy : 1044614232, 113, 0, [433644, 437247]
economy : 5248139653, 84, 1, [973666, 230792]
economy : 6252196564, 58, 2, [288975, 973666]
economy : 8039096586, 158, 2, [437247, 349296]
economy : 6464878712, 173, 0, [288975, 496768]
economy : 7472753320, 135, 2, [850666, 230792]
economy : 8418390735, 51, 9, [237070, 634045]
economy : 5890940089, 90, 4, [418206, 861782]
business : 3905007251, 125, 1, [741727, 292883]
economy : 4631482048, 115, 1, [278797, 775657]
business : 9793401476, 139, 0, [711871, 278797]
business : 8240680764, 123, 2, [496768, 688855]
economy : 8262678685, 147, 3, [965498, 349552]
business : 9959358878, 126, 5, [714924, 288975]
business : 7471833284, 163, 1, [496768, 349552]
economy : 7779070276, 91, 0, [230792, 585737]
economy : 9984088252, 178, 0, [976171, 386861]
first : 6610105988, 138, 3, [437247, 556721]
economy : 4179410930, 41, 2, [237070, 741727]
economy : 6501474775, 68, 2, [292883, 604721]
economy : 5695948263, 180, 0, [714924, 496768]
economy : 9486191893, 176, 3, [496768, 688855]
economy : 1005538115, 79, 2, [349552, 237070]
business : 7396416988, 50, 2, [349296, 861782]
economy : 9983764375, 50, 4, [711871, 850666]
business : 5491057098, 148, 2, [585737, 973666]
first : 5915336386, 70, 1, [288975, 496768]
economy : 2375253384, 56, 3, [288975, 433644]
luxury : 8907669808, 173, 1, [634045, 485027]
economy : 5348910105, 44, 1, [775657, 433644]
economy : 6538441413, 47, 0, [585737, 230792]
economy : 8875848083, 77, 2, [593042, 386861]
economy : 8563518187, 196, 8, [433644, 711871]
business : 2765966942, 152, 0, [237070, 292883]
economy : 1471839848, 68, 10, [714924, 349552]
economy : 2216626473, 110, 0, [447789, 288975]
economy : 9580749448, 85, 0, [714924, 288975]
luxury : 1561094429, 47, 0, [976171, 973666]
economy : 3014849987, 108, 5, [741727, 861782]
economy : 5217040206, 147, 2, [447789, 593042]
economy : 3991305577, 118, 2, [976171, 437247]
economy : 1485129962, 83, 5, [965498, 349552]
economy : 5441500212, 75, 1, [688855, 593042]
economy : 3727604340, 147, 2, [485027, 775657]
business : 7981371353, 65, 2, [433644, 447789]
economy : 3050627264, 144, 1, [653442, 437247]
economy : 1400668703, 85, 1, [433644, 604721]
economy : 2836269630, 72, 2, [585737, 861782]
economy : 7897096285, 131, 1, [634045, 447789]
economy : 4698067341, 116, 1, [775657, 278797]
luxury : 4810659719, 67, 3, [634045, 973666]
business : 3412994825, 150, 3, [653442, 230792]
economy : 2092780603, 108, 5, [230792, 349552]
business : 4799676848, 139, 2, [349296, 634045]
economy : 4253141883, 76, 3, [237070, 447789]
economy : 3620753599, 102, 3, [711871, 653442]
economy : 1796437126, 103, 1, [418206, 230792]
luxury : 7719846199, 88, 1, [741727, 288975]
economy : 3940993159, 149, 4, [237070, 437247]
business : 3390458568, 137, 2, [349552, 714924]
economy : 9196190875, 59, 0, [711871, 634045]
business : 9500752673, 111, 6, [288975, 230792]
business : 2138816765, 58, 0, [604721, 447789]
business : 3093074417, 152, 5, [496768, 437247]
first : 3166305959, 82, 1, [634045, 585737]
economy : 6540020734, 174, 1, [447789, 418206]
economy : 8459853458, 93, 2, [634045, 711871]
economy : 2908059287, 141, 1, [230792, 349552]
luxury : 9523921596, 76, 0, [496768, 861782]
economy : 4783582691, 60, 2, [741727, 850666]
economy : 5345755576, 109, 2, [850666, 741727]
business : 7170497497, 85, 1, [237070, 593042]
economy : 7224059480, 62, 2, [861782, 230792]
economy : 4300421097, 50, 2, [278797, 437247]
economy : 1602906017, 94, 4, [447789, 604721]
business : 8684526044, 101, 1, [292883, 976171]
economy : 1855069288, 53, 3, [653442, 604721]
luxury : 8829576936, 136, 3, [711871, 604721]
economy : 2956917664, 110, 3, [485027, 585737]
business : 9493281379, 65, 0, [711871, 292883]
economy : 9615699948, 190, 5, [433644, 237070]
first : 4362248200, 59, 1, [288975, 711871]
economy : 7454337456, 113, 2, [965498, 230792]
business : 5619386192, 182, 0, [604721, 714924]
economy : 1544995566, 167, 1, [437247, 386861]
economy : 2449036408, 133, 1, [741727, 437247]
economy : 1299781179, 95, 2, [741727, 433644]
economy : 7728478122, 156, 1, [278797, 634045]
first : 4897120447, 62, 2, [288975, 556721]
business : 1574578126, 117, 10, [386861, 418206]
economy : 9626505119, 99, 7, [418206, 741727]
economy : 5226753846, 155, 2, [711871, 433644]
economy : 5010010282, 185, 3, [349296, 688855]
economy : 5688786130, 183, 1, [447789, 604721]
economy : 4049761229, 83, 1, [230792, 741727]
business : 5444674559, 86, 3, [711871, 386861]
economy : 5006591020, 94, 1, [585737, 447789]
economy : 9443882664, 106, 2, [418206, 714924]
economy : 7040495149, 47, 1, [278797, 861782]
economy : 4066294839, 93, 1, [386861, 688855]
luxury : 2417994413, 176, 7, [688855, 349296]
economy : 8615769853, 95, 6, [418206, 976171]
economy : 2073013478, 106, 7, [349552, 230792]
economy : 8261931110, 80, 1, [741727, 604721]
economy : 2135404968, 111, 3, [278797, 433644]
economy : 9390633841, 169, 2, [237070, 714924]
economy : 2515838486, 54, 7, [965498, 775657]
economy : 7675389806, 88, 2, [714924, 604721]
business : 5037549888, 112, 10, [288975, 604721]
economy : 1590354268, 82, 5, [433644, 496768]
first : 8405409835, 197, 0, [349296, 437247]
business : 9138138295, 98, 2, [437247, 288975]
economy : 1121486779, 185, 0, [714924, 485027]
economy : 1000868909, 69, 2, [485027, 973666]
economy : 4130926088, 89, 0, [976171, 485027]
economy : 6230392389, 148, 1, [278797, 741727]
economy : 2241133126, 127, 1, [349552, 288975]
economy : 1052983660, 179, 1, [593042, 278797]
business : 9009669913, 189, 4, [741727, 556721]
economy : 4013958520, 167, 1, [711871, 688855]
economy : 2538228488, 106, 1, [485027, 973666]
economy : 3157089733, 55, 2, [496768, 386861]
economy : 6419614385, 51, 2, [349296, 861782]
business : 1836440101, 122, 1, [965498, 653442]
first : 9681359363, 43, 4, [437247, 386861]
economy : 4037933901, 196, 3, [741727, 850666]
economy : 7251160499, 192, 2, [418206, 634045]
economy : 4758319623, 198, 2, [653442, 292883]
business : 2393879655, 172, 0, [418206, 604721]
economy : 7671611255, 81, 8, [850666, 292883]
economy : 9542460590, 87, 2, [447789, 593042]
economy : 9184748116, 190, 1, [288975, 741727]
economy : 1647182823, 58, 1, [741727, 496768]
economy : 3129876932, 51, 1, [973666, 711871]
economy : 3736445659, 124, 1, [604721, 485027]
economy : 2044104546, 167, 6, [976171, 349552]
business : 6678767419, 66, 3, [973666, 288975]
economy : 4859129267, 121, 6, [593042, 965498]
economy : 2056882063, 179, 1, [634045, 741727]
economy : 2630675903, 113, 2, [850666, 230792]
economy : 9118337090, 96, 2, [496768, 585737]
business : 8527006691, 156, 1, [604721, 688855]
economy : 3637882559, 112, 1, [976171, 278797]
economy : 9071830519, 137, 1, [349552, 386861]
business : 8689983082, 116, 5, [485027, 850666]
luxury : 7977391255, 48, 6, [965498, 634045]
economy : 9655194346, 198, 1, [386861, 292883]
economy : 4070221943, 128, 2, [775657, 496768]
economy : 1706962967, 173, 5, [593042, 349552]
economy : 7523739298, 154, 2, [292883, 386861]
economy : 6432761679, 106, 2, [386861, 653442]
business : 6303169121, 51, 1, [496768, 976171]
economy : 2559459790, 47, 2, [688855, 278797]
economy : 7041688616, 41, 3, [976171, 447789]
economy : 5075400481, 102, 1, [230792, 976171]
economy : 2046260828, 162, 2, [349296, 593042]
first : 1447860589, 81, 1, [556721, 973666]
business : 9755378218, 175, 2, [349552, 585737]
business : 4718760061, 100, 6, [634045, 556721]
economy : 1103767757, 46, 2, [418206, 292883]
first : 7932909056, 189, 8, [292883, 418206]
economy : 7524556586, 134, 1, [485027, 741727]
economy : 8194379744, 150, 7, [349552, 230792]
economy : 3400538198, 120, 1, [433644, 653442]
business : 4256962826, 137, 1, [556721, 433644]
business : 4579826286, 173, 0, [634045, 230792]
economy : 5136330423, 89, 7, [976171, 604721]
economy : 1498171427, 44, 3, [850666, 349296]
economy : 5590934221, 142, 7, [741727, 634045]
economy : 4859181258, 43, 1, [349296, 237070]
economy : 3087631604, 113, 2, [593042, 349552]
luxury : 8772386136, 167, 5, [230792, 437247]
economy : 2537828749, 58, 7, [288975, 973666]
economy : 7450337114, 150, 9, [861782, 349552]
business : 8572505097, 173, 8, [556721, 973666]
business : 2132706214, 73, 1, [278797, 714924]
economy : 4302438915, 66, 1, [292883, 711871]
economy : 9777375611, 64, 2, [634045, 288975]
economy : 4533288302, 79, 0, [634045, 386861]
economy : 4336181239, 189, 6, [418206, 349552]
economy : 1025780032, 151, 0, [433644, 237070]
business : 6300911413, 189, 2, [386861, 278797]
business : 8058093251, 66, 2, [288975, 349296]
economy : 7984456027, 50, 4, [447789, 485027]
business : 9621863526, 130, 2, [485027, 585737]
economy : 8136057403, 158, 3, [485027, 976171]
economy : 5225085051, 93, 1, [292883, 634045]
economy : 8567344503, 151, 2, [292883, 230792]
economy : 1785103806, 141, 8, [288975, 775657]
economy : 2335287488, 89, 2, [278797, 976171]
economy : 9823738392, 125, 1, [230792, 349296]
business : 5564393417, 106, 6, [973666, 288975]
economy : 8180379358, 78, 6, [714924, 349552]
business : 1556997305, 86, 2, [278797, 775657]
business : 2374769278, 56, 0, [741727, 485027]
first : 2034282450, 172, 1, [230792, 850666]
economy : 1686929597, 106, 3, [711871, 973666]
first : 8359160025, 188, 4, [593042, 965498]
economy : 4574935869, 71, 2, [653442, 418206]
business : 4783994498, 184, 2, [386861, 496768]
economy : 6555892976, 196, 3, [604721, 230792]
economy : 9043997792, 76, 1, [349296, 604721]
economy : 7072042837, 107, 3, [973666, 288975]
economy : 8794370491, 59, 0, [861782, 714924]
first : 2832011310, 165, 1, [237070, 714924]
economy : 1931102837, 125, 6, [485027, 585737]
first : 8654435327, 167, 1, [711871, 437247]
economy : 7175642038, 93, 1, [278797, 861782]
business : 2832045748, 191, 2, [349552, 437247]
economy : 9819136332, 53, 7, [973666, 711871]
economy : 7368934270, 182, 0, [349296, 973666]
first : 9482325841, 165, 1, [230792, 418206]
business : 3976437810, 95, 1, [714924, 653442]
economy : 5192559470, 124, 1, [292883, 237070]
economy : 9875575583, 134, 1, [585737, 976171]
economy : 7311701767, 190, 1, [447789, 556721]
economy : 2410042827, 145, 0, [237070, 711871]
economy : 8764106262, 197, 4, [386861, 861782]
economy : 4759981490, 185, 2, [418206, 775657]
first : 1839580670, 179, 7, [965498, 850666]
business : 1237574667, 118, 1, [485027, 230792]
business : 6203979827, 63, 1, [711871, 976171]
economy : 8861837495, 169, 2, [653442, 593042]
business : 5638810439, 41, 2, [447789, 433644]
economy : 7822263214, 154, 1, [604721, 973666]
economy : 8489259733, 151, 4, [230792, 653442]
economy : 1986046057, 65, 2, [861782, 386861]
luxury : 6200621093, 159, 1, [288975, 688855]
economy : 6114977680, 72, 1, [775657, 485027]
economy : 2195214710, 83, 0, [485027, 447789]
economy : 6711724236, 132, 1, [556721, 850666]
economy : 4448408838, 64, 1, [688855, 437247]
economy : 8572844863, 53, 0, [386861, 437247]
economy : 7235964178, 55, 2, [976171, 230792]
economy : 8103717110, 80, 3, [850666, 349296]
economy : 5600646503, 135, 2, [418206, 965498]
first : 9392614757, 158, 2, [850666, 349552]
economy : 9897226566, 179, 3, [634045, 418206]
economy : 4058323067, 97, 0, [714924, 437247]
economy : 2351317222, 164, 3, [288975, 292883]
business : 2418427229, 185, 2, [593042, 976171]
economy : 8735162393, 59, 0, [556721, 349552]
economy : 1236482808, 188, 0, [604721, 711871]
economy : 2997805729, 154, 1, [688855, 237070]
first : 1190228578, 117, 1, [634045, 604721]
economy : 6500760964, 86, 4, [775657, 237070]
economy : 2774583121, 113, 2, [634045, 433644]
economy : 1886744960, 166, 3, [349296, 418206]
economy : 2371482014, 174, 0, [973666, 593042]
economy : 3581650306, 187, 2, [861782, 349552]
economy : 4153433974, 146, 2, [292883, 556721]
first : 2109812148, 93, 3, [237070, 496768]
economy : 2732071297, 81, 1, [418206, 447789]
luxury : 6631752809, 102, 4, [485027, 496768]
economy : 7834570686, 138, 5, [349296, 485027]
economy : 7600426923, 98, 4, [850666, 965498]
economy : 1629267092, 121, 10, [230792, 973666]
economy : 4890655065, 200, 0, [653442, 496768]
economy : 3564554052, 155, 4, [976171, 850666]
economy : 8417267864, 175, 3, [237070, 973666]
economy : 9867065979, 134, 1, [230792, 741727]
business : 4699874202, 182, 1, [485027, 714924]
economy : 1516735939, 87, 3, [437247, 973666]
economy : 4056609521, 40, 1, [688855, 485027]
first : 5426178839, 49, 0, [418206, 604721]
business : 9314585664, 111, 1, [386861, 973666]
economy : 4046370315, 155, 2, [433644, 237070]
economy : 8799189441, 107, 1, [965498, 447789]
luxury : 6833044758, 60, 2, [433644, 418206]
economy : 1594706476, 113, 4, [688855, 349296]
economy : 3784120560, 65, 5, [386861, 714924]
economy : 6206450702, 174, 5, [496768, 653442]
economy : 4950922692, 89, 0, [386861, 237070]
economy : 2952415366, 66, 2, [292883, 496768]
business : 8525059060, 197, 5, [711871, 349296]
economy : 9385962966, 127, 0, [278797, 593042]
economy : 3682368969, 169, 1, [585737, 230792]
economy : 8975624147, 170, 2, [230792, 556721]
economy : 6737882709, 145, 1, [349552, 237070]
economy : 6904141480, 190, 2, [386861, 593042]
first : 6350422647, 49, 3, [973666, 850666]
economy : 6577342327, 70, 0, [604721, 278797]
first : 4958006797, 125, 5, [418206, 433644]
business : 4512565529, 158, 9, [965498, 349552]
economy : 4407524010, 71, 0, [653442, 349552]
economy : 5807316722, 74, 1, [653442, 850666]
economy : 8832114983, 176, 0, [973666, 634045]
economy : 5839052493, 167, 0, [288975, 714924]
economy : 5969364304, 66, 0, [741727, 433644]
economy : 1509861334, 92, 6, [604721, 714924]
economy : 7508484014, 124, 2, [278797, 711871]
economy : 2144290733, 123, 4, [496768, 237070]
economy : 7007270933, 101, 5, [237070, 437247]
economy : 8810046234, 83, 1, [688855, 850666]
economy : 6679315932, 163, 1, [711871, 775657]
economy : 2157036782, 184, 0, [349296, 230792]
luxury : 8867666877, 99, 6, [485027, 653442]
business : 1289409182, 113, 6, [688855, 496768]
economy : 3517591490, 137, 2, [711871, 418206]
economy : 3037766447, 96, 2, [288975, 556721]
economy : 3273116883, 192, 2, [230792, 973666]
economy : 5833678254, 63, 8, [418206, 976171]
economy : 3819681179, 156, 1, [437247, 593042]
economy : 1131982383, 88, 0, [230792, 976171]
economy : 8597991455, 164, 2, [973666, 349552]
economy : 4570713861, 114, 0, [593042, 585737]
business : 3718203498, 48, 0, [711871, 349552]
business : 6547668704, 83, 1, [496768, 288975]
economy : 1851342593, 152, 1, [585737, 850666]
economy : 5120691223, 178, 0, [585737, 688855]
economy : 6903014009, 85, 2, [349296, 556721]
economy : 3200308729, 47, 5, [634045, 349552]
economy : 9862060146, 50, 2, [418206, 288975]
first : 5267334017, 66, 2, [593042, 288975]
economy : 8001947268, 170, 6, [433644, 634045]
first : 2082292884, 111, 1, [447789, 850666]
business : 7848036622, 85, 2, [653442, 230792]
economy : 3117103133, 127, 0, [965498, 447789]
economy : 6529844288, 192, 1, [386861, 593042]
business : 3000389497, 140, 3, [634045, 604721]
economy : 5180962693, 50, 8, [288975, 965498]
business : 3721762737, 192, 0, [714924, 485027]
economy : 3011119318, 125, 1, [496768, 230792]
economy : 3004280237, 60, 1, [688855, 711871]
economy : 8915684829, 143, 6, [741727, 965498]
economy : 9097023215, 63, 1, [556721, 634045]
business : 8820715004, 54, 0, [288975, 593042]
business : 5051273936, 79, 1, [349296, 976171]
economy : 8133686622, 78, 2, [775657, 711871]
luxury : 5316896726, 54, 4, [741727, 593042]
business : 8953402373, 99, 2, [585737, 496768]
first : 7363804427, 148, 10, [861782, 386861]
economy : 2718580044, 112, 2, [585737, 741727]
economy : 9305093393, 78, 0, [288975, 278797]
economy : 8748958107, 181, 0, [292883, 496768]
economy : 1311295543, 125, 2, [349552, 973666]
economy : 6982287353, 149, 1, [711871, 447789]
economy : 4751803689, 86, 1, [433644, 447789]
business : 7306777216, 167, 2, [850666, 714924]
business : 3110910398, 45, 2, [288975, 292883]
economy : 2487075043, 77, 2, [292883, 237070]
economy : 5697944636, 69, 2, [288975, 634045]
luxury : 1653744127, 167, 1, [418206, 976171]
economy : 8734135062, 52, 2, [433644, 714924]
economy : 2148834481, 63, 1, [775657, 585737]
economy : 5414608669, 137, 3, [593042, 714924]
business : 9593516970, 75, 1, [447789, 288975]
economy : 9551642649, 153, 1, [585737, 556721]
economy : 6963751528, 74, 4, [850666, 711871]
economy : 9890969432, 97, 1, [861782, 604721]
economy : 3939187937, 140, 1, [714924, 850666]
economy : 7498600705, 55, 10, [861782, 711871]
economy : 1107745217, 94, 0, [292883, 861782]
economy : 4718228135, 185, 3, [714924, 850666]
economy : 3775892141, 172, 1, [593042, 437247]
economy : 3778916349, 113, 1, [711871, 556721]
economy : 7870760125, 87, 0, [585737, 288975]
economy : 6602443128, 175, 3, [349552, 653442]
business : 8979812866, 151, 2, [386861, 741727]
economy : 2748860596, 84, 1, [585737, 349296]
economy : 4026518848, 172, 0, [714924, 288975]
economy : 9768466616, 71, 1, [653442, 593042]
economy : 1982991741, 198, 9, [292883, 973666]
economy : 5771261576, 126, 2, [288975, 349296]
business : 2093062302, 45, 0, [604721, 976171]
business : 4724071099, 86, 2, [349296, 965498]
economy : 7623958916, 159, 3, [485027, 861782]
economy : 1910964730, 140, 1, [349552, 288975]
economy : 6649686723, 45, 3, [556721, 604721]
first : 1851543888, 114, 5, [433644, 976171]
economy : 2322746421, 47, 2, [447789, 711871]
economy : 9997691225, 69, 10, [386861, 714924]
economy : 9248750258, 83, 0, [688855, 850666]
economy : 8054434974, 130, 1, [496768, 585737]
economy : 2434818022, 156, 1, [688855, 741727]
economy : 1855353253, 200, 6, [965498, 634045]
economy : 3192358574, 104, 1, [714924, 418206]
economy : 1066284326, 145, 6, [741727, 556721]
economy : 6380970664, 87, 2, [593042, 653442]
economy : 8862896177, 81, 4, [585737, 485027]
economy : 6867098619, 53, 0, [349296, 861782]
economy : 7556562328, 71, 1, [288975, 230792]
business : 9406516137, 74, 0, [976171, 433644]
business : 7979007306, 200, 2, [634045, 433644]
business : 1452155080, 170, 4, [433644, 775657]
economy : 1067178740, 69, 0, [585737, 714924]
economy : 5679553285, 75, 8, [593042, 711871]
business : 6403751420, 77, 3, [288975, 556721]
economy : 4972642444, 152, 1, [349552, 349296]
economy : 8154541121, 150, 1, [850666, 741727]
first : 8047833291, 157, 5, [976171, 437247]
economy : 4252076442, 150, 4, [447789, 433644]
business : 3260551340, 192, 2, [447789, 688855]
economy : 2049856853, 76, 0, [447789, 976171]
economy : 3169863178, 58, 2, [775657, 850666]
first : 8305069732, 68, 4, [496768, 653442]
economy : 3129018053, 85, 1, [292883, 437247]
business : 8512005254, 138, 1, [775657, 688855]
economy : 2227363430, 83, 1, [349552, 861782]
business : 4195183844, 200, 1, [418206, 349296]
economy : 3583738605, 94, 2, [976171, 965498]
first : 3741283928, 105, 2, [850666, 604721]
economy : 7835713160, 70, 2, [714924, 585737]
economy : 8895331804, 92, 2, [714924, 634045]
economy : 3946457933, 158, 1, [973666, 604721]
economy : 5220460818, 56, 1, [688855, 288975]
economy : 6025191735, 65, 1, [433644, 653442]
economy : 6864802259, 130, 1, [288975, 278797]
economy : 3190992786, 170, 1, [741727, 278797]
economy : 4635040882, 104, 8, [447789, 741727]
economy : 3920222496, 58, 0, [861782, 653442]
economy : 3328487161, 103, 2, [775657, 237070]
economy : 7987831081, 149, 2, [604721, 292883]
economy : 6196614475, 177, 0, [741727, 714924]
economy : 5957055280, 144, 5, [714924, 230792]
business : 1728290210, 184, 2, [230792, 418206]
economy : 3975399879, 176, 3, [775657, 288975]
economy : 5044392076, 42, 3, [447789, 688855]
economy : 8201610919, 162, 1, [593042, 604721]
economy : 3287991306, 62, 0, [585737, 433644]
economy : 2378775845, 45, 4, [433644, 634045]
