1 10 7198
9558 11925.0 18684 23508 6540
regional : 400400, 1037, -3291, 92.95, 147200, 1
regional : 369083, 537, 1397, 66.11, 105600, 1
hub : 301659, 856, 434, 39.05, 238500, 5
regional : 218027, -11, -2468, 94.93, 176400, 2
major : 804241, -554, -3177, 61.6, 131000, 2
hub : 553210, 2692, -215, 38.28, 244500, 5
regional : 592579, -970, -3280, 102.41, 187800, 1
regional : 767346, 1793, 1231, 67.76, 195400, 2
regional : 197739, 76, -22, 102.85, 146600, 2
major : 505121, -1041, 3020, 47.63, 135000, 1
economy : 1171015921, 148, 1, [197739, 369083]
economy : 3462478313, 103, 0, [301659, 218027]
economy : 1316689033, 94, 3, [197739, 369083]
economy : 6884494038, 106, 0, [804241, 592579]
first : 5991283892, 64, 4, [218027, 369083]
economy : 6945069906, 199, 2, [767346, 197739]
economy : 5990483389, 119, 1, [369083, 301659]
economy : 6845281368, 87, 1, [301659, 218027]
economy : 6300039680, 109, 2, [400400, 197739]
economy : 9003671781, 168, 1, [505121, 218027]
economy : 3252598957, 75, 1, [592579, 301659]
economy : 6871482569, 131, 1, [218027, 369083]
economy : 4439387411, 62, 3, [592579, 369083]
business : 4434769232, 60, 1, [505121, 369083]
economy : 9352224170, 148, 2, [301659, 197739]
economy : 6866086664, 138, 1, [218027, 369083]
economy : 1513408793, 71, 3, [592579, 369083]
business : 3789808686, 132, 1, [369083, 218027]
economy : 6662598357, 139, 1, [197739, 218027]
business : 5694566836, 139, 2, [592579, 553210]
economy : 1194882380, 192, 2, [592579, 767346]
business : 2122517925, 72, 2, [301659, 553210]
luxury : 3273879667, 85, 1, [197739, 218027]
business : 2576834850, 189, 1, [197739, 592579]
economy : 1182489647, 65, 2, [218027, 301659]
economy : 8231484128, 156, 1, [553210, 804241]
business : 8388712244, 79, 10, [505121, 197739]
economy : 4915299570, 152, 2, [804241, 592579]
economy : 2103422316, 167, 7, [400400, 197739]
economy : 9982127061, 144, 4, [553210, 301659]
economy : 8009091493, 102, 3, [553210, 369083]
economy : 3523563325, 149, 3, [400400, 505121]
economy : 8678352273, 170, 2, [553210, 369083]
economy : 5913253322, 148, 1, [218027, 767346]
economy : 2511339271, 159, 6, [505121, 553210]
economy : 1207973811, 78, 3, [369083, 301659]
economy : 2294222350, 71, 1, [218027, 505121]
economy : 7354657233, 173, 1, [369083, 218027]
economy : 2729458479, 196, 1, [553210, 369083]
economy : 3473600955, 179, 2, [369083, 400400]
economy : 8762470481, 145, 1, [804241, 767346]
economy : 8740893301, 101, 2, [592579, 505121]
economy : 5906070063, 61, 4, [301659, 218027]
economy : 6829852901, 45, 1, [197739, 553210]
economy : 6819482357, 52, 2, [218027, 369083]
first : 2706917350, 67, 2, [197739, 553210]
business : 8034856629, 60, 4, [592579, 553210]
economy : 4673511585, 188, 2, [301659, 197739]
business : 5441337097, 188, 0, [400400, 197739]
economy : 5977994913, 78, 2, [505121, 369083]
economy : 4345331780, 59, 3, [505121, 767346]
luxury : 9158517868, 191, 2, [301659, 400400]
economy : 1711690156, 145, 1, [197739, 553210]
economy : 2610629289, 104, 1, [218027, 197739]
economy : 8619370707, 166, 0, [505121, 592579]
first : 9471367554, 95, 3, [553210, 301659]
first : 4538057503, 106, 1, [804241, 553210]
economy : 1171210766, 91, 0, [218027, 804241]
economy : 3281490188, 188, 0, [553210, 369083]
economy : 5688251868, 42, 1, [505121, 369083]
economy : 5082794664, 134, 9, [400400, 804241]
economy : 7000056603, 157, 3, [505121, 400400]
economy : 3319568400, 150, 7, [767346, 804241]
economy : 9306525924, 178, 8, [767346, 369083]
economy : 5101984882, 93, 2, [369083, 505121]
economy : 4333272156, 123, 4, [804241, 218027]
economy : 7182970444, 76, 1, [767346, 400400]
economy : 3803766129, 119, 6, [767346, 218027]
economy : 3019876747, 176, 1, [553210, 197739]
economy : 6319379631, 71, 3, [592579, 369083]
economy : 7360096470, 153, 3, [400400, 301659]
economy : 6540657014, 114, 3, [400400, 505121]
luxury : 1008786155, 153, 2, [218027, 505121]
economy : 7494862977, 191, 2, [767346, 218027]
economy : 7525492952, 72, 0, [369083, 505121]
economy : 1583351684, 61, 1, [400400, 592579]
economy : 2250253613, 156, 1, [592579, 218027]
economy : 7830741008, 75, 3, [369083, 301659]
economy : 9679753999, 171, 2, [804241, 553210]
business : 2722227600, 85, 1, [369083, 301659]
luxury : 2482687532, 83, 1, [301659, 553210]
business : 2222130744, 129, 2, [505121, 301659]
economy : 6040157321, 108, 2, [592579, 301659]
economy : 9323920095, 72, 1, [592579, 804241]
business : 8691883410, 194, 1, [197739, 400400]
economy : 9448852155, 96, 2, [804241, 197739]
economy : 8622198748, 73, 1, [197739, 218027]
economy : 3228169928, 75, 2, [369083, 553210]
business : 8929899637, 57, 6, [301659, 804241]
economy : 7318427432, 76, 3, [197739, 400400]
economy : 8244800348, 62, 1, [369083, 400400]
economy : 8980784983, 70, 1, [592579, 505121]
economy : 6665165889, 189, 2, [505121, 400400]
economy : 6356625326, 173, 2, [369083, 804241]
first : 6414198101, 130, 3, [301659, 804241]
economy : 3797965200, 112, 3, [218027, 301659]
economy : 9632645956, 58, 0, [218027, 592579]
economy : 6039731297, 179, 2, [197739, 804241]
economy : 1534012026, 109, 9, [301659, 197739]
economy : 3384861338, 49, 1, [218027, 369083]
economy : 2647640123, 79, 0, [592579, 301659]
first : 4604408270, 124, 0, [592579, 804241]
economy : 9952604152, 45, 1, [767346, 505121]
economy : 3437925452, 176, 0, [197739, 767346]
business : 2931037426, 188, 4, [767346, 804241]
economy : 3607379632, 167, 2, [553210, 218027]
economy : 1171498717, 113, 0, [767346, 197739]
economy : 1151954099, 129, 1, [505121, 767346]
economy : 2335197917, 148, 8, [505121, 767346]
economy : 8457739020, 121, 1, [400400, 767346]
economy : 4974348484, 176, 2, [505121, 553210]
first : 8749832122, 192, 1, [592579, 369083]
economy : 8497246058, 74, 0, [767346, 301659]
economy : 8418799130, 75, 0, [301659, 592579]
economy : 8163894115, 64, 3, [301659, 369083]
economy : 7093550526, 197, 1, [400400, 218027]
economy : 6465614748, 78, 2, [400400, 505121]
first : 1613419760, 113, 1, [301659, 553210]
economy : 3659906520, 90, 1, [197739, 592579]
business : 7840997610, 101, 0, [592579, 369083]
business : 1850813828, 171, 5, [301659, 369083]
economy : 6088840940, 56, 1, [592579, 505121]
economy : 9533242973, 67, 5, [369083, 197739]
economy : 8744651832, 150, 0, [218027, 767346]
economy : 1971724376, 64, 2, [767346, 197739]
economy : 5968915923, 70, 4, [400400, 197739]
economy : 4401898135, 72, 6, [767346, 505121]
economy : 7347277131, 100, 3, [218027, 400400]
business : 5122851701, 187, 10, [767346, 197739]
economy : 4351623360, 58, 2, [553210, 505121]
first : 3152232518, 171, 1, [592579, 505121]
economy : 4115205046, 178, 2, [804241, 553210]
economy : 6752408907, 98, 2, [218027, 197739]
economy : 6234130333, 113, 0, [804241, 767346]
economy : 3766718443, 163, 0, [218027, 767346]
economy : 5282778871, 183, 0, [369083, 301659]
economy : 8808469934, 90, 2, [592579, 553210]
economy : 3017145870, 74, 1, [197739, 301659]
economy : 2811233451, 156, 2, [400400, 301659]
economy : 5088693608, 48, 3, [553210, 197739]
economy : 4215663286, 130, 0, [592579, 505121]
first : 1256733928, 144, 2, [197739, 553210]
economy : 7632767287, 93, 0, [804241, 592579]
economy : 1530174072, 115, 1, [553210, 804241]
economy : 5361975207, 165, 2, [400400, 505121]
economy : 9689770654, 62, 4, [804241, 197739]
economy : 9967305823, 61, 2, [804241, 592579]
economy : 9798133557, 96, 0, [400400, 369083]
economy : 2452018438, 140, 0, [592579, 505121]
economy : 3908797561, 193, 0, [767346, 301659]
economy : 7427312521, 128, 3, [301659, 400400]
economy : 4191809870, 125, 1, [804241, 369083]
economy : 2230657488, 159, 1, [197739, 369083]
economy : 6810941671, 45, 2, [767346, 301659]
economy : 1444476223, 134, 1, [400400, 218027]
economy : 1138845698, 76, 8, [505121, 400400]
economy : 7339683014, 100, 3, [592579, 553210]
economy : 8913791516, 136, 1, [369083, 301659]
economy : 4660995111, 157, 2, [505121, 369083]
economy : 1150995515, 147, 1, [218027, 804241]
luxury : 6960265536, 200, 0, [197739, 767346]
economy : 3084488592, 102, 2, [218027, 369083]
economy : 2593551400, 111, 0, [400400, 553210]
first : 1625830966, 53, 1, [804241, 592579]
economy : 8280108558, 154, 0, [218027, 804241]
business : 7120666353, 43, 1, [197739, 301659]
first : 2267875192, 100, 3, [197739, 505121]
economy : 8063082702, 168, 6, [553210, 218027]
economy : 3391152761, 77, 1, [369083, 400400]
business : 3151817836, 101, 1, [218027, 767346]
economy : 7456582041, 70, 0, [197739, 505121]
economy : 7910907825, 89, 1, [592579, 197739]
economy : 9110649977, 186, 2, [592579, 400400]
economy : 7064606135, 165, 1, [301659, 218027]
economy : 4747922515, 151, 2, [592579, 767346]
economy : 2996235712, 133, 1, [505121, 301659]
economy : 1920956860, 97, 4, [301659, 197739]
economy : 9308598777, 181, 0, [218027, 400400]
economy : 6074874005, 93, 2, [767346, 505121]
business : 3178153141, 166, 0, [767346, 301659]
economy : 6051691279, 67, 0, [505121, 553210]
economy : 1088164759, 107, 1, [197739, 301659]
economy : 1404371693, 148, 1, [369083, 505121]
economy : 2764062824, 83, 1, [553210, 369083]
economy : 7180920420, 189, 0, [767346, 804241]
economy : 7670264538, 158, 1, [592579, 197739]
economy : 9617182244, 166, 5, [369083, 400400]
business : 7711026035, 116, 1, [767346, 553210]
business : 2729758175, 141, 0, [804241, 505121]
first : 7619741833, 57, 1, [505121, 197739]
economy : 4852955674, 63, 3, [804241, 400400]
economy : 5766084852, 123, 3, [369083, 553210]
economy : 3723387991, 189, 3, [592579, 767346]
business : 7471999332, 160, 2, [301659, 218027]
economy : 2453559891, 83, 2, [369083, 218027]
business : 5472416725, 128, 0, [804241, 505121]
economy : 5866685435, 66, 1, [592579, 400400]
economy : 9400402186, 87, 2, [592579, 553210]
economy : 4535255521, 123, 2, [369083, 553210]
economy : 1652536664, 177, 2, [218027, 400400]
economy : 4124056339, 173, 5, [218027, 197739]
economy : 4979478983, 169, 10, [592579, 505121]
economy : 9915967043, 83, 4, [218027, 505121]
first : 2156977285, 180, 0, [400400, 301659]
economy : 6865405059, 131, 1, [505121, 592579]
economy : 4560472376, 131, 3, [369083, 553210]
economy : 9549921422, 74, 2, [505121, 197739]
economy : 3992699022, 152, 1, [301659, 197739]
economy : 7677068430, 166, 8, [301659, 592579]
economy : 2512573043, 94, 1, [197739, 400400]
economy : 1428787952, 47, 0, [301659, 767346]
business : 5521522256, 150, 1, [197739, 767346]
economy : 8812208504, 82, 0, [369083, 804241]
economy : 2655385114, 108, 0, [301659, 400400]
economy : 6902861700, 177, 1, [369083, 301659]
business : 1972939858, 44, 1, [369083, 301659]
economy : 3522483863, 185, 2, [505121, 767346]
business : 4205823187, 196, 1, [197739, 767346]
first : 8098626143, 124, 2, [592579, 400400]
economy : 6544446684, 125, 10, [553210, 218027]
economy : 1851338887, 152, 1, [592579, 218027]
business : 6064925164, 88, 2, [218027, 505121]
economy : 6526088306, 99, 0, [592579, 369083]
economy : 9292094803, 151, 3, [553210, 592579]
economy : 3168399148, 91, 8, [218027, 767346]
economy : 1533948723, 175, 10, [369083, 553210]
economy : 5955487978, 80, 1, [804241, 592579]
economy : 3609992618, 84, 7, [218027, 804241]
first : 9785888403, 129, 4, [804241, 592579]
economy : 1049261384, 128, 1, [592579, 804241]
business : 2115335895, 111, 3, [804241, 301659]
business : 5447617562, 109, 2, [804241, 767346]
economy : 2056309771, 180, 2, [592579, 767346]
economy : 2989816839, 80, 1, [301659, 804241]
economy : 7331460114, 186, 1, [369083, 553210]
economy : 1773556485, 55, 2, [804241, 553210]
first : 2028500366, 177, 0, [767346, 301659]
business : 6197314778, 71, 1, [197739, 804241]
economy : 3255824149, 94, 2, [369083, 301659]
economy : 8083422899, 43, 9, [400400, 804241]
economy : 2324088527, 55, 1, [301659, 218027]
economy : 5406051254, 81, 0, [218027, 197739]
economy : 3478820566, 134, 4, [505121, 400400]
economy : 9961306339, 80, 2, [767346, 804241]
first : 6660744083, 101, 6, [553210, 400400]
business : 6680558671, 78, 3, [592579, 553210]
economy : 1464720123, 151, 1, [301659, 767346]
business : 5077653970, 134, 2, [197739, 400400]
economy : 7522168706, 144, 1, [369083, 218027]
economy : 3122177909, 177, 1, [553210, 301659]
luxury : 1620938033, 160, 1, [369083, 505121]
economy : 2130147945, 59, 0, [804241, 767346]
business : 4062181952, 92, 1, [369083, 767346]
economy : 6946711104, 194, 4, [767346, 553210]
economy : 5782827435, 143, 3, [592579, 301659]
economy : 4285396865, 156, 5, [553210, 592579]
economy : 5257141302, 187, 1, [197739, 301659]
economy : 4485354970, 83, 2, [301659, 592579]
economy : 5496986895, 71, 2, [804241, 218027]
economy : 1988674634, 99, 1, [553210, 804241]
economy : 4731244625, 71, 3, [804241, 197739]
business : 3226590562, 126, 2, [804241, 767346]
business : 3079708340, 191, 2, [553210, 505121]
business : 2001376256, 196, 2, [592579, 301659]
luxury : 4411077208, 42, 1, [767346, 804241]
economy : 3181223928, 115, 3, [301659, 505121]
economy : 5936790984, 72, 1, [804241, 592579]
economy : 5413305849, 108, 2, [592579, 505121]
economy : 4938658742, 95, 2, [804241, 505121]
economy : 3820347625, 123, 0, [505121, 301659]
economy : 7099889097, 140, 1, [218027, 369083]
economy : 9995951466, 123, 0, [804241, 301659]
first : 5835094649, 193, 0, [804241, 301659]
economy : 4241791404, 135, 1, [592579, 369083]
economy : 9025937853, 54, 1, [553210, 400400]
business : 4299183881, 94, 0, [767346, 301659]
economy : 7237149741, 129, 6, [301659, 369083]
economy : 4807318003, 136, 3, [505121, 400400]
economy : 4778440217, 135, 1, [197739, 505121]
luxury : 4786828011, 142, 0, [218027, 197739]
economy : 8115386680, 95, 1, [218027, 592579]
economy : 3385038544, 155, 0, [400400, 369083]
first : 8511694229, 152, 2, [592579, 804241]
first : 9670927334, 156, 0, [400400, 505121]
economy : 8051103310, 43, 1, [505121, 197739]
luxury : 7064196403, 154, 1, [767346, 592579]
first : 5600883126, 112, 2, [804241, 767346]
economy : 4393734160, 147, 5, [553210, 767346]
economy : 3958653366, 42, 1, [301659, 553210]
business : 8616607494, 172, 1, [767346, 197739]
economy : 2455180699, 115, 3, [553210, 505121]
economy : 3394579607, 158, 3, [553210, 400400]
first : 1421145265, 74, 1, [400400, 505121]
economy : 1998268651, 147, 2, [218027, 369083]
economy : 5062579137, 72, 0, [369083, 505121]
business : 6473048779, 50, 6, [804241, 505121]
economy : 8129453335, 178, 2, [505121, 553210]
economy : 7458305295, 153, 1, [505121, 553210]
business : 5989944112, 75, 0, [767346, 505121]
business : 1676243177, 41, 1, [505121, 197739]
first : 6996203858, 107, 0, [218027, 301659]
economy : 8499283599, 172, 0, [197739, 592579]
economy : 3012408462, 85, 1, [369083, 505121]
luxury : 3854710384, 178, 0, [197739, 767346]
economy : 4856468786, 83, 1, [369083, 767346]
economy : 6165577454, 168, 2, [804241, 505121]
economy : 7793917217, 173, 1, [301659, 804241]
economy : 9033430780, 155, 10, [767346, 592579]
economy : 2576962223, 40, 0, [369083, 804241]
first : 7316396483, 69, 3, [369083, 767346]
business : 9032516815, 187, 2, [218027, 197739]
business : 5036730487, 42, 6, [218027, 301659]
business : 7118746609, 74, 1, [369083, 505121]
economy : 3544887928, 101, 6, [804241, 553210]
luxury : 6845745350, 182, 1, [767346, 804241]
first : 1437698921, 164, 9, [218027, 400400]
economy : 1934514182, 138, 6, [804241, 505121]
first : 8299831267, 145, 0, [505121, 369083]
economy : 1164999652, 115, 1, [767346, 369083]
business : 5288549525, 90, 0, [505121, 400400]
economy : 5121538901, 113, 5, [369083, 804241]
economy : 1106024662, 86, 10, [767346, 553210]
economy : 6460912049, 73, 1, [369083, 553210]
economy : 2685829289, 97, 0, [767346, 505121]
business : 7013728109, 46, 1, [218027, 400400]
economy : 3580641465, 189, 9, [218027, 804241]
business : 1255776689, 121, 2, [767346, 301659]
business : 6579818813, 186, 4, [301659, 505121]
business : 1692862871, 114, 0, [505121, 197739]
economy : 4589198824, 91, 2, [218027, 505121]
economy : 8340290181, 136, 0, [301659, 804241]
business : 4499694712, 75, 2, [767346, 400400]
economy : 3848899295, 144, 3, [505121, 369083]
economy : 8455377498, 127, 2, [301659, 592579]
luxury : 1135939146, 154, 2, [767346, 197739]
economy : 3987938611, 42, 6, [592579, 197739]
first : 8755936420, 53, 0, [505121, 592579]
economy : 5841413951, 44, 1, [369083, 804241]
first : 6136995895, 185, 3, [804241, 218027]
business : 1422753676, 196, 3, [301659, 767346]
economy : 2289185421, 148, 10, [767346, 400400]
economy : 2927966501, 72, 1, [804241, 301659]
business : 6393870947, 122, 1, [804241, 369083]
economy : 3993929021, 162, 2, [804241, 197739]
business : 9252459197, 197, 0, [767346, 592579]
business : 2131415220, 104, 1, [592579, 301659]
economy : 1814666658, 99, 1, [218027, 767346]
business : 2170102108, 130, 9, [218027, 553210]
business : 6457913456, 198, 7, [767346, 400400]
economy : 2233278326, 119, 2, [400400, 218027]
economy : 3408593289, 57, 1, [553210, 369083]
economy : 9201630428, 63, 10, [369083, 218027]
economy : 5037022019, 85, 2, [804241, 592579]
economy : 6361753798, 181, 2, [369083, 400400]
luxury : 9489114890, 84, 1, [197739, 400400]
economy : 3847253601, 193, 10, [804241, 767346]
business : 2453067448, 106, 0, [301659, 400400]
economy : 8012541653, 101, 1, [804241, 369083]
economy : 6675078420, 93, 2, [301659, 592579]
economy : 4058830742, 155, 0, [218027, 301659]
economy : 4948721770, 41, 2, [592579, 505121]
economy : 3282271051, 130, 1, [218027, 553210]
economy : 1600330022, 98, 2, [218027, 505121]
economy : 3160788212, 157, 1, [369083, 767346]
economy : 5674971419, 84, 2, [592579, 218027]
first : 5003024195, 100, 1, [505121, 592579]
economy : 7620634670, 175, 2, [197739, 369083]
economy : 6400801966, 56, 9, [767346, 592579]
business : 7784294426, 182, 4, [767346, 553210]
economy : 5368198127, 56, 2, [553210, 767346]
economy : 6992607280, 66, 3, [505121, 369083]
economy : 5019719524, 157, 1, [369083, 197739]
economy : 7763277340, 148, 1, [505121, 592579]
economy : 2231507771, 157, 3, [197739, 505121]
economy : 5936752059, 89, 2, [553210, 505121]
economy : 2414452614, 109, 8, [369083, 197739]
economy : 7297536151, 89, 10, [592579, 197739]
economy : 2334513532, 111, 1, [553210, 592579]
economy : 7622133217, 44, 0, [505121, 553210]
luxury : 5708995968, 73, 1, [804241, 197739]
economy : 4946727572, 165, 6, [767346, 592579]
business : 1758172739, 123, 2, [369083, 767346]
economy : 2575317990, 72, 1, [592579, 301659]
economy : 1671858686, 80, 4, [767346, 400400]
economy : 2009682361, 85, 0, [301659, 592579]
business : 6722843824, 154, 2, [804241, 592579]
economy : 3500951170, 102, 3, [553210, 592579]
first : 1870382365, 130, 2, [400400, 505121]
business : 2120426259, 136, 2, [804241, 218027]
business : 5343190615, 55, 2, [369083, 804241]
economy : 5669386338, 131, 1, [400400, 553210]
economy : 3654737238, 45, 2, [505121, 767346]
luxury : 3294506715, 147, 2, [301659, 592579]
economy : 9605604091, 104, 0, [592579, 767346]
economy : 5029806519, 48, 1, [218027, 553210]
economy : 7031550008, 65, 2, [301659, 804241]
economy : 5784484423, 152, 0, [767346, 553210]
economy : 4901311047, 121, 2, [400400, 767346]
economy : 3396528072, 104, 1, [197739, 767346]
business : 9890099412, 82, 3, [218027, 553210]
first : 2378988510, 179, 2, [369083, 592579]
business : 2828787846, 105, 5, [400400, 369083]
first : 9492116384, 174, 0, [218027, 505121]
first : 7209930338, 59, 7, [592579, 218027]
first : 5834071190, 65, 1, [505121, 400400]
economy : 5777582077, 115, 1, [592579, 505121]
economy : 4049369320, 172, 1, [400400, 767346]
economy : 1461036006, 79, 2, [767346, 218027]
economy : 2778975623, 40, 3, [400400, 553210]
economy : 6091756012, 183, 4, [505121, 301659]
economy : 9389525309, 143, 2, [767346, 505121]
