6 10 6525
9054 13927.5 13662 20736 5170
hub : 683734, 85, 580, 47.41, 222000, 5
major : 943823, 1880, 2928, 44.0, 241500, 3
regional : 756404, -1608, -1426, 93.94, 125600, 1
regional : 810660, -2026, 668, 105.82, 170000, 1
regional : 664325, 1146, -646, 81.4, 111400, 1
major : 526745, 313, 1025, 71.5, 231750, 1
hub : 996681, -1306, -1098, 54.34, 270300, 5
regional : 354517, -2010, 1253, 68.86, 141800, 2
regional : 836762, -701, -510, 96.03, 115800, 1
hub : 858007, -573, 2072, 49.06, 281100, 5
economy : 1943858866, 184, 1, [683734, 836762]
economy : 6052232080, 164, 2, [526745, 664325]
economy : 5392009928, 108, 1, [943823, 526745]
economy : 2178615350, 54, 1, [354517, 683734]
first : 1996733129, 169, 2, [526745, 858007]
economy : 3162131324, 176, 3, [836762, 664325]
economy : 1882511086, 74, 2, [836762, 943823]
economy : 8232279949, 142, 7, [858007, 836762]
economy : 4186468952, 55, 2, [664325, 943823]
economy : 9503185353, 176, 2, [756404, 836762]
economy : 1287193299, 171, 2, [943823, 836762]
luxury : 9398878956, 163, 4, [354517, 526745]
economy : 3595712782, 112, 1, [664325, 683734]
economy : 7624058332, 188, 3, [756404, 664325]
economy : 9872892117, 83, 6, [836762, 996681]
economy : 1663394893, 163, 1, [354517, 810660]
economy : 1261002777, 108, 1, [756404, 526745]
economy : 3483923182, 67, 10, [810660, 354517]
economy : 6478889809, 181, 0, [664325, 526745]
economy : 2602204662, 140, 0, [996681, 683734]
economy : 4253881221, 200, 2, [996681, 836762]
economy : 9514415210, 152, 2, [858007, 354517]
economy : 2081246676, 159, 2, [858007, 810660]
economy : 8500990720, 93, 6, [836762, 943823]
economy : 4609850974, 94, 10, [664325, 756404]
economy : 6938881360, 198, 6, [664325, 810660]
economy : 5140230354, 194, 2, [943823, 858007]
economy : 9929642140, 108, 9, [683734, 354517]
business : 1279666481, 69, 4, [756404, 526745]
economy : 1337174921, 92, 4, [943823, 756404]
economy : 7231656446, 51, 1, [354517, 996681]
business : 5820575310, 83, 4, [756404, 943823]
economy : 1732231186, 58, 2, [996681, 664325]
economy : 2220426125, 61, 1, [664325, 836762]
economy : 3162056452, 132, 1, [810660, 858007]
economy : 5106056671, 109, 0, [354517, 683734]
business : 7828052389, 79, 0, [354517, 526745]
economy : 7215270750, 56, 1, [526745, 354517]
economy : 7897778353, 139, 3, [810660, 836762]
economy : 1244004475, 141, 8, [943823, 683734]
economy : 8701852842, 162, 2, [943823, 858007]
business : 4683716136, 95, 1, [996681, 836762]
business : 1966400315, 160, 1, [664325, 943823]
economy : 9676046011, 43, 2, [664325, 756404]
economy : 3399856793, 65, 3, [526745, 858007]
economy : 7696254469, 69, 2, [354517, 996681]
economy : 2407544650, 145, 1, [943823, 836762]
business : 6151557811, 144, 2, [836762, 683734]
economy : 9352971140, 122, 2, [683734, 943823]
business : 2507314838, 126, 1, [858007, 664325]
economy : 7523591233, 81, 3, [836762, 526745]
economy : 2016810515, 191, 0, [526745, 664325]
economy : 2036748601, 180, 1, [354517, 664325]
economy : 8241844083, 188, 2, [858007, 526745]
economy : 4845114349, 199, 1, [756404, 943823]
first : 4119715668, 108, 2, [756404, 526745]
economy : 2328301338, 86, 9, [810660, 858007]
economy : 5538434017, 160, 2, [664325, 943823]
economy : 8633263584, 114, 1, [858007, 354517]
economy : 9576849938, 184, 8, [836762, 664325]
economy : 1872140112, 128, 0, [683734, 996681]
economy : 9367051428, 161, 2, [683734, 996681]
economy : 8830543711, 49, 2, [354517, 836762]
business : 8572109541, 90, 4, [858007, 996681]
economy : 5876253443, 158, 2, [526745, 756404]
economy : 2012441403, 58, 3, [836762, 810660]
economy : 6251275228, 61, 4, [836762, 943823]
business : 5199932013, 58, 2, [683734, 664325]
economy : 3287118264, 92, 1, [996681, 836762]
business : 1669943911, 100, 2, [664325, 943823]
economy : 7410010346, 137, 2, [810660, 996681]
first : 4935943066, 167, 2, [526745, 858007]
economy : 7544072160, 65, 1, [526745, 996681]
economy : 1000870859, 125, 9, [996681, 858007]
economy : 1975946925, 131, 2, [810660, 354517]
business : 3875124281, 134, 1, [836762, 943823]
economy : 6353083711, 126, 0, [943823, 858007]
business : 5480589557, 128, 2, [858007, 943823]
economy : 7023636459, 141, 2, [996681, 526745]
economy : 2883810755, 130, 1, [756404, 996681]
economy : 2684323662, 143, 1, [836762, 683734]
business : 4014692500, 76, 0, [943823, 683734]
luxury : 7619125886, 148, 8, [810660, 996681]
economy : 2080230672, 132, 1, [836762, 526745]
economy : 6651299466, 116, 2, [664325, 683734]
business : 3173093833, 127, 2, [683734, 756404]
economy : 7859859151, 121, 1, [756404, 836762]
economy : 6024251966, 68, 2, [858007, 943823]
economy : 9410338473, 161, 2, [810660, 683734]
economy : 9444339477, 106, 2, [354517, 683734]
economy : 4113137006, 47, 0, [943823, 858007]
economy : 5979516449, 105, 4, [858007, 943823]
economy : 4730178559, 82, 3, [683734, 664325]
economy : 4158397036, 124, 2, [756404, 836762]
economy : 2774988861, 93, 2, [810660, 526745]
business : 6728568593, 67, 0, [664325, 858007]
economy : 5623100601, 103, 1, [810660, 664325]
business : 8974530671, 79, 5, [836762, 664325]
business : 7918464524, 62, 1, [858007, 836762]
economy : 4894364641, 119, 2, [756404, 354517]
first : 7699527993, 101, 1, [354517, 836762]
business : 2893013119, 84, 3, [354517, 526745]
economy : 7545863707, 115, 0, [810660, 756404]
economy : 8767129891, 121, 2, [756404, 354517]
economy : 9718977251, 61, 2, [943823, 526745]
economy : 9312299629, 154, 1, [756404, 943823]
economy : 6970805491, 118, 1, [810660, 526745]
economy : 2174259815, 73, 3, [526745, 996681]
economy : 5013843040, 155, 1, [858007, 943823]
economy : 2416373616, 143, 5, [836762, 858007]
economy : 4404710312, 92, 2, [810660, 526745]
economy : 3737651299, 167, 1, [943823, 810660]
economy : 9015766316, 86, 9, [354517, 683734]
economy : 5018456519, 60, 1, [858007, 943823]
business : 4614298655, 65, 0, [526745, 836762]
economy : 9533797462, 114, 8, [756404, 683734]
economy : 9448490206, 196, 9, [943823, 526745]
business : 5443901877, 96, 0, [354517, 836762]
economy : 5263949183, 150, 2, [354517, 996681]
economy : 5251591725, 66, 1, [354517, 810660]
economy : 5922674228, 101, 9, [858007, 354517]
luxury : 5982169553, 160, 1, [858007, 996681]
economy : 5711262455, 131, 2, [683734, 836762]
business : 8215139536, 84, 8, [526745, 664325]
economy : 1220938911, 183, 2, [810660, 756404]
economy : 6319643849, 191, 2, [664325, 810660]
economy : 7250479380, 165, 0, [858007, 943823]
economy : 9479436515, 150, 5, [683734, 836762]
economy : 3106674087, 109, 0, [810660, 756404]
business : 4768528797, 151, 1, [996681, 683734]
economy : 4699655430, 44, 3, [836762, 943823]
first : 3133776782, 116, 10, [943823, 664325]
economy : 2848706689, 200, 2, [858007, 756404]
economy : 7452653547, 154, 6, [526745, 756404]
economy : 6747759076, 75, 1, [996681, 354517]
economy : 7007627102, 185, 1, [756404, 354517]
business : 7190406683, 153, 2, [683734, 354517]
economy : 9526163507, 44, 1, [858007, 526745]
economy : 5449515951, 153, 9, [756404, 526745]
economy : 7904990942, 85, 1, [683734, 526745]
economy : 5828365041, 91, 7, [810660, 526745]
economy : 5928253777, 152, 3, [526745, 996681]
economy : 3171142022, 92, 0, [810660, 526745]
first : 2321597168, 128, 2, [664325, 996681]
business : 4745889251, 116, 1, [526745, 996681]
economy : 3094715019, 172, 0, [836762, 943823]
economy : 9197190836, 70, 0, [810660, 996681]
economy : 6144584558, 73, 0, [756404, 996681]
business : 6629147292, 97, 0, [683734, 996681]
first : 5113485209, 87, 1, [683734, 756404]
economy : 3424672222, 126, 2, [996681, 836762]
economy : 8435651589, 186, 0, [810660, 756404]
economy : 3204290439, 100, 4, [683734, 836762]
business : 5073055630, 60, 0, [526745, 756404]
economy : 3221318383, 87, 1, [756404, 354517]
first : 2757860878, 158, 1, [354517, 810660]
business : 1444823795, 128, 2, [943823, 354517]
business : 5913348388, 42, 2, [526745, 943823]
economy : 3949730788, 60, 2, [810660, 858007]
economy : 7985819427, 113, 2, [858007, 810660]
first : 8269310872, 128, 3, [354517, 664325]
economy : 4553998937, 87, 1, [943823, 836762]
economy : 4785778900, 100, 1, [858007, 836762]
economy : 9413492837, 189, 1, [943823, 810660]
economy : 9047965549, 111, 2, [756404, 996681]
economy : 4761642888, 180, 0, [996681, 810660]
business : 6318130024, 131, 2, [664325, 526745]
economy : 7022232886, 119, 0, [683734, 858007]
economy : 7698271845, 193, 4, [756404, 858007]
business : 5590664151, 189, 1, [858007, 664325]
first : 5153915658, 129, 2, [858007, 996681]
economy : 3036110569, 199, 1, [836762, 664325]
business : 8314592157, 77, 0, [664325, 858007]
economy : 4447953922, 184, 1, [810660, 943823]
economy : 1178516075, 112, 3, [683734, 810660]
economy : 9779253482, 122, 1, [858007, 664325]
luxury : 5404817844, 63, 2, [996681, 836762]
economy : 6676864170, 85, 1, [664325, 810660]
economy : 6235214760, 68, 2, [836762, 858007]
economy : 4229198489, 158, 1, [664325, 943823]
economy : 7723698314, 169, 1, [943823, 526745]
economy : 1723006128, 76, 2, [810660, 756404]
economy : 6451121453, 175, 2, [810660, 996681]
economy : 4781958086, 67, 6, [756404, 810660]
economy : 3333927030, 184, 0, [526745, 810660]
first : 2724827061, 160, 2, [996681, 858007]
economy : 1253913450, 122, 10, [996681, 943823]
economy : 6738612757, 139, 5, [683734, 943823]
economy : 7609992327, 101, 2, [836762, 664325]
economy : 8722141421, 134, 0, [810660, 664325]
economy : 2331671752, 161, 8, [996681, 664325]
economy : 2752888361, 70, 0, [354517, 664325]
economy : 3029926021, 70, 4, [943823, 810660]
economy : 9161012107, 62, 3, [943823, 526745]
first : 4352415496, 129, 1, [683734, 354517]
economy : 1739808587, 162, 1, [810660, 683734]
luxury : 4510588469, 113, 4, [664325, 858007]
business : 7745630262, 124, 1, [858007, 354517]
economy : 7413699550, 113, 1, [858007, 664325]
economy : 7221883752, 115, 1, [683734, 836762]
economy : 2760412546, 101, 5, [526745, 756404]
economy : 5601845290, 52, 1, [683734, 858007]
economy : 3559581338, 41, 8, [354517, 996681]
economy : 2775490543, 178, 2, [943823, 756404]
economy : 5659248483, 71, 7, [943823, 858007]
economy : 5513340955, 135, 4, [943823, 858007]
economy : 8491197901, 154, 7, [526745, 858007]
economy : 9389843349, 95, 4, [810660, 756404]
economy : 9934525601, 87, 0, [858007, 996681]
economy : 7495326531, 130, 5, [664325, 526745]
economy : 6534766500, 175, 2, [810660, 996681]
economy : 4064543542, 122, 1, [810660, 683734]
economy : 7019325208, 104, 2, [354517, 526745]
business : 7046724007, 196, 2, [664325, 836762]
economy : 8423948172, 161, 0, [756404, 996681]
economy : 7059661896, 75, 1, [664325, 996681]
economy : 8843005832, 126, 1, [858007, 996681]
economy : 1078724504, 176, 2, [858007, 683734]
economy : 8094616006, 68, 6, [996681, 756404]
economy : 3807243255, 111, 0, [810660, 858007]
economy : 9505828937, 42, 5, [858007, 683734]
economy : 5665365718, 116, 2, [756404, 996681]
economy : 2248319283, 195, 3, [810660, 664325]
economy : 5130569967, 41, 2, [354517, 996681]
economy : 2806285096, 159, 4, [858007, 526745]
economy : 9372910838, 88, 4, [756404, 858007]
business : 9376651903, 92, 2, [354517, 756404]
business : 1200730106, 46, 1, [756404, 810660]
economy : 7045669348, 181, 1, [810660, 354517]
economy : 6317744175, 170, 1, [943823, 858007]
economy : 5657771773, 191, 2, [996681, 683734]
economy : 4534017092, 114, 1, [810660, 756404]
first : 4778657044, 123, 4, [526745, 756404]
economy : 3023862023, 147, 2, [756404, 664325]
economy : 8032452756, 50, 2, [943823, 996681]
economy : 6931358735, 165, 2, [354517, 810660]
economy : 8494338942, 193, 2, [996681, 683734]
economy : 3289998846, 125, 1, [664325, 858007]
economy : 6225904717, 105, 2, [836762, 526745]
economy : 4783159410, 114, 2, [943823, 858007]
economy : 7240278236, 191, 5, [683734, 836762]
economy : 8235987838, 47, 0, [858007, 756404]
economy : 8833174924, 131, 4, [943823, 354517]
economy : 7175038434, 164, 1, [664325, 943823]
economy : 4504555713, 151, 2, [664325, 943823]
economy : 2885790419, 114, 3, [858007, 354517]
economy : 2746814929, 148, 2, [683734, 836762]
economy : 2381204780, 155, 4, [683734, 858007]
economy : 7286888536, 93, 8, [683734, 756404]
economy : 6376693712, 164, 1, [664325, 756404]
first : 4760373675, 147, 2, [664325, 526745]
economy : 8625863027, 49, 6, [756404, 683734]
economy : 3625157793, 169, 1, [526745, 664325]
economy : 5095602042, 100, 2, [810660, 664325]
economy : 4098352219, 52, 0, [756404, 354517]
economy : 3880429016, 43, 1, [683734, 858007]
economy : 8485980934, 104, 1, [836762, 943823]
economy : 7507346645, 112, 1, [756404, 354517]
economy : 3492200200, 70, 1, [664325, 943823]
economy : 5478670366, 150, 2, [858007, 664325]
economy : 5742728274, 99, 1, [354517, 756404]
business : 4336847305, 124, 2, [756404, 836762]
business : 5337185708, 87, 2, [996681, 756404]
economy : 5640986646, 60, 2, [683734, 756404]
economy : 4770127163, 86, 5, [354517, 664325]
economy : 9998031032, 82, 4, [943823, 683734]
economy : 3678520084, 74, 0, [664325, 810660]
economy : 1092392716, 104, 2, [354517, 858007]
first : 5646583722, 97, 0, [943823, 756404]
economy : 7893410649, 158, 1, [836762, 664325]
economy : 6298913089, 181, 2, [943823, 836762]
economy : 9080644630, 135, 3, [683734, 858007]
economy : 2238689574, 50, 0, [756404, 683734]
first : 2119991378, 41, 0, [683734, 756404]
first : 3896624575, 103, 1, [943823, 836762]
economy : 6700145031, 85, 1, [526745, 996681]
luxury : 5037320801, 161, 2, [810660, 858007]
economy : 3141526010, 159, 0, [354517, 996681]
economy : 2175034909, 98, 2, [996681, 683734]
economy : 4688656777, 63, 2, [836762, 943823]
economy : 8210714161, 94, 1, [526745, 858007]
business : 8181369078, 73, 9, [836762, 996681]
economy : 6201360997, 80, 0, [810660, 756404]
economy : 8052529188, 147, 10, [683734, 810660]
economy : 9528184684, 142, 0, [943823, 756404]
business : 8999872941, 57, 1, [756404, 354517]
business : 6336669157, 50, 5, [526745, 683734]
business : 3324476016, 183, 4, [996681, 354517]
economy : 1286473482, 127, 0, [996681, 836762]
economy : 2991952302, 182, 4, [810660, 858007]
economy : 9686221522, 143, 1, [810660, 858007]
economy : 2968853356, 174, 2, [354517, 943823]
business : 9766464434, 128, 1, [996681, 354517]
economy : 9104995010, 137, 2, [836762, 858007]
first : 9444366433, 175, 2, [683734, 664325]
economy : 9773865363, 79, 5, [354517, 836762]
economy : 7615849493, 178, 2, [683734, 756404]
economy : 2814391382, 142, 0, [683734, 943823]
business : 2549127467, 146, 6, [996681, 354517]
economy : 9064881842, 92, 3, [836762, 810660]
business : 6289823469, 179, 0, [526745, 996681]
economy : 4374494982, 93, 2, [996681, 526745]
luxury : 6032949108, 168, 1, [836762, 526745]
economy : 9446754879, 151, 1, [756404, 810660]
economy : 5708656572, 130, 1, [810660, 996681]
business : 8783720917, 76, 2, [996681, 943823]
economy : 5694587138, 55, 3, [354517, 810660]
business : 6797814151, 164, 1, [526745, 858007]
business : 1766276698, 104, 3, [354517, 996681]
economy : 9365822947, 121, 2, [996681, 756404]
economy : 7252837266, 193, 1, [836762, 756404]
economy : 3006262396, 166, 0, [810660, 943823]
business : 8293550829, 189, 4, [810660, 664325]
first : 8355566254, 186, 1, [943823, 664325]
economy : 8864183546, 121, 0, [943823, 996681]
economy : 8965261652, 197, 2, [354517, 810660]
economy : 3040532078, 87, 5, [756404, 858007]
economy : 2384239559, 102, 1, [996681, 943823]
economy : 7281080320, 135, 2, [810660, 683734]
economy : 5185905790, 64, 1, [526745, 354517]
first : 5945513427, 105, 1, [996681, 756404]
economy : 2249761463, 159, 2, [943823, 664325]
economy : 1250948266, 97, 2, [996681, 683734]
economy : 4606545093, 133, 5, [756404, 664325]
business : 6554417113, 63, 1, [354517, 943823]
economy : 3624524064, 94, 1, [836762, 858007]
economy : 2183546405, 123, 2, [526745, 943823]
economy : 2786095966, 88, 6, [810660, 996681]
economy : 9945822472, 149, 1, [943823, 683734]
business : 9723972642, 127, 0, [756404, 836762]
economy : 3111227158, 126, 1, [664325, 858007]
first : 4748185454, 190, 0, [858007, 996681]
business : 1240050095, 115, 1, [354517, 683734]
economy : 8692213203, 82, 3, [756404, 526745]
business : 2812479950, 172, 6, [664325, 996681]
economy : 7747493603, 108, 1, [354517, 943823]
economy : 2981844400, 106, 0, [943823, 836762]
economy : 9337903604, 117, 3, [354517, 943823]
first : 1978888700, 62, 2, [858007, 996681]
economy : 4318604586, 141, 1, [683734, 858007]
economy : 7819557897, 130, 3, [943823, 858007]
business : 3800891433, 171, 2, [354517, 996681]
first : 6211108005, 49, 1, [526745, 810660]
economy : 2103934226, 159, 0, [354517, 664325]
economy : 4543695289, 177, 0, [996681, 683734]
economy : 1632223335, 142, 3, [526745, 664325]
economy : 7712073050, 122, 0, [354517, 836762]
economy : 3903174947, 148, 1, [996681, 836762]
economy : 1295243688, 77, 9, [526745, 756404]
luxury : 3144224527, 66, 1, [943823, 683734]
economy : 5722213148, 46, 4, [664325, 354517]
economy : 1585342707, 71, 1, [858007, 756404]
economy : 1332299776, 171, 7, [526745, 683734]
luxury : 6966244364, 63, 2, [836762, 858007]
economy : 9580680415, 110, 1, [858007, 526745]
economy : 6036281554, 182, 1, [756404, 943823]
economy : 7207521487, 106, 2, [683734, 943823]
first : 7736303808, 102, 0, [943823, 858007]
economy : 4584838526, 172, 0, [858007, 526745]
economy : 7094188151, 145, 3, [756404, 664325]
business : 9919291185, 50, 2, [354517, 810660]
luxury : 9132441249, 112, 0, [836762, 526745]
economy : 2803106615, 47, 0, [996681, 526745]
economy : 4073574498, 188, 1, [664325, 526745]
economy : 1825857020, 162, 8, [996681, 836762]
economy : 7710911314, 98, 1, [836762, 943823]
economy : 3434327812, 80, 2, [354517, 810660]
economy : 8866567126, 197, 1, [996681, 683734]
economy : 2791780000, 58, 6, [943823, 664325]
economy : 5436259317, 75, 5, [996681, 756404]
business : 2996544103, 82, 8, [683734, 996681]
economy : 8366713227, 114, 9, [836762, 996681]
economy : 8303218071, 195, 1, [810660, 354517]
economy : 5372683210, 161, 3, [756404, 996681]
business : 5763483081, 155, 4, [810660, 943823]
business : 2030620830, 60, 1, [664325, 810660]
economy : 7454449198, 158, 0, [683734, 810660]
economy : 8559380814, 100, 3, [354517, 943823]
economy : 9563226522, 152, 2, [810660, 354517]
business : 5698294178, 65, 1, [756404, 683734]
economy : 2509916244, 109, 1, [810660, 526745]
economy : 5392888935, 92, 2, [810660, 996681]
business : 8264889431, 188, 2, [943823, 836762]
economy : 4593981998, 65, 0, [996681, 943823]
