11 10 1351
9432 13612.5 16254 23616 6830
regional : 342408, 1479, 669, 77.0, 151400, 4
regional : 119704, 891, -600, 85.58, 175600, 3
major : 388025, -759, 711, 51.81, 195750, 4
major : 906840, 2917, 1258, 49.39, 139500, 5
regional : 656485, 2126, 1920, 78.76, 110000, 4
regional : 258740, 438, -12, 91.08, 175000, 4
regional : 621416, 2366, -2506, 102.19, 168400, 4
major : 467311, 181, -860, 52.69, 186750, 6
regional : 904432, 2319, 904, 79.2, 155800, 3
major : 539994, 822, 417, 63.14, 248250, 3
economy : 6957613748, 188, 1, [258740, 467311]
economy : 8115439937, 79, 5, [467311, 904432]
economy : 5956159154, 89, 2, [539994, 388025]
economy : 8946850074, 93, 0, [258740, 906840]
economy : 1933688774, 175, 1, [342408, 904432]
economy : 2828611047, 68, 4, [906840, 539994]
first : 4045455779, 122, 6, [258740, 388025]
economy : 6412415898, 109, 1, [904432, 906840]
first : 3314371235, 191, 1, [656485, 467311]
business : 6482019653, 94, 1, [621416, 904432]
first : 9316493413, 187, 6, [119704, 656485]
economy : 1741345826, 134, 1, [342408, 119704]
economy : 9960996633, 61, 2, [467311, 342408]
economy : 8344330631, 138, 1, [656485, 904432]
economy : 4060800583, 183, 0, [906840, 342408]
business : 5778757694, 170, 1, [388025, 258740]
luxury : 6606343463, 162, 0, [119704, 621416]
economy : 5068220498, 195, 0, [388025, 656485]
business : 4655240124, 63, 2, [388025, 119704]
economy : 6881071887, 82, 1, [258740, 904432]
economy : 3078839140, 80, 2, [467311, 539994]
economy : 1533802570, 200, 4, [539994, 119704]
economy : 2154191459, 182, 7, [119704, 342408]
economy : 1494319694, 116, 0, [258740, 388025]
economy : 5714897768, 59, 1, [467311, 119704]
economy : 4005530418, 168, 2, [258740, 467311]
first : 2070373751, 104, 9, [342408, 656485]
business : 8757101609, 102, 1, [467311, 342408]
first : 4487245807, 96, 0, [906840, 539994]
economy : 2322613944, 123, 1, [539994, 906840]
economy : 3942852584, 180, 0, [904432, 467311]
economy : 5836056292, 71, 0, [467311, 906840]
economy : 2766735042, 156, 0, [656485, 388025]
business : 6614420672, 185, 1, [904432, 467311]
economy : 4199781396, 137, 0, [342408, 539994]
economy : 2308425170, 142, 2, [621416, 539994]
luxury : 1716692997, 157, 2, [467311, 904432]
business : 1146540577, 61, 1, [342408, 388025]
economy : 2099605657, 131, 2, [621416, 388025]
economy : 2263994488, 56, 2, [539994, 467311]
economy : 8441849375, 43, 1, [539994, 904432]
economy : 9883568054, 140, 2, [656485, 467311]
economy : 7452835617, 128, 9, [258740, 906840]
economy : 1250957307, 155, 0, [388025, 539994]
economy : 1080233831, 130, 1, [342408, 467311]
business : 1093673588, 127, 1, [467311, 119704]
economy : 4472183160, 191, 1, [258740, 342408]
economy : 6880136901, 182, 1, [906840, 621416]
economy : 5141356675, 51, 0, [388025, 258740]
economy : 7677280845, 92, 2, [539994, 342408]
business : 8734278159, 149, 0, [342408, 906840]
business : 1141503976, 152, 3, [388025, 119704]
economy : 3758513908, 66, 5, [906840, 467311]
first : 4040540883, 142, 8, [119704, 621416]
first : 8660998363, 148, 4, [906840, 621416]
business : 6850955180, 140, 1, [539994, 906840]
economy : 5449281347, 144, 1, [621416, 258740]
first : 7908922729, 132, 3, [119704, 388025]
economy : 9160353522, 88, 2, [904432, 621416]
economy : 7750620875, 100, 0, [258740, 119704]
first : 9781768456, 94, 3, [467311, 388025]
first : 8753704677, 109, 5, [342408, 656485]
business : 9598357042, 97, 2, [388025, 119704]
business : 5054796579, 163, 3, [906840, 342408]
business : 8397885523, 186, 4, [906840, 621416]
first : 2541186904, 136, 1, [621416, 388025]
business : 4853752292, 103, 2, [906840, 342408]
luxury : 8521950124, 177, 1, [656485, 342408]
first : 2446279939, 81, 2, [621416, 388025]
economy : 6606139265, 127, 5, [342408, 904432]
first : 4878616636, 80, 0, [621416, 258740]
business : 2196713153, 66, 2, [656485, 906840]
economy : 7449366469, 158, 2, [904432, 621416]
economy : 7079417542, 90, 0, [656485, 258740]
economy : 1708423468, 126, 1, [388025, 119704]
economy : 3059418247, 44, 1, [258740, 904432]
business : 9705571872, 70, 0, [906840, 904432]
business : 1831143321, 56, 0, [388025, 342408]
economy : 3609731283, 126, 6, [656485, 906840]
business : 3512745190, 109, 4, [656485, 904432]
business : 4484679653, 188, 6, [119704, 258740]
economy : 2151373005, 129, 2, [539994, 467311]
first : 8290657925, 68, 6, [467311, 656485]
economy : 3463052384, 171, 3, [656485, 467311]
economy : 6613906565, 156, 4, [258740, 539994]
economy : 9978704511, 190, 3, [904432, 388025]
economy : 3124198135, 41, 2, [119704, 656485]
business : 2916795397, 145, 1, [621416, 467311]
economy : 5263581851, 168, 4, [258740, 539994]
economy : 5623381736, 134, 9, [906840, 656485]
economy : 5552058653, 185, 1, [467311, 621416]
economy : 8123580319, 104, 1, [904432, 467311]
economy : 2644601820, 58, 7, [621416, 906840]
economy : 7269024288, 181, 0, [539994, 388025]
economy : 3477423898, 70, 1, [342408, 388025]
economy : 9219455309, 179, 3, [656485, 258740]
first : 5705606768, 137, 2, [388025, 539994]
economy : 3609638570, 166, 1, [621416, 904432]
economy : 2945823160, 44, 2, [119704, 388025]
economy : 4443990709, 184, 3, [621416, 904432]
economy : 7892090704, 63, 1, [119704, 539994]
economy : 1198792719, 194, 0, [906840, 388025]
economy : 5590782796, 140, 1, [467311, 258740]
economy : 8775105527, 110, 1, [904432, 656485]
business : 6106691354, 176, 0, [388025, 656485]
economy : 7290091950, 47, 2, [621416, 467311]
business : 9391023260, 50, 1, [621416, 656485]
economy : 4914197908, 41, 2, [539994, 656485]
economy : 4432742180, 63, 0, [904432, 656485]
luxury : 9997727648, 196, 1, [656485, 904432]
business : 3169722753, 134, 3, [539994, 119704]
economy : 1445793188, 109, 2, [258740, 388025]
economy : 7809620263, 45, 5, [621416, 119704]
economy : 1578044978, 144, 4, [258740, 906840]
economy : 2651863886, 106, 1, [119704, 388025]
economy : 2107367443, 48, 4, [388025, 621416]
economy : 5299344679, 176, 7, [467311, 539994]
economy : 6978589580, 114, 3, [119704, 904432]
economy : 5293403859, 56, 0, [467311, 119704]
economy : 5981101227, 123, 2, [258740, 467311]
economy : 8262302913, 67, 1, [119704, 258740]
economy : 2067054089, 146, 0, [119704, 906840]
economy : 1733234401, 136, 2, [342408, 388025]
business : 4266604593, 148, 1, [342408, 388025]
business : 2045741440, 161, 5, [539994, 656485]
economy : 8005719171, 80, 2, [906840, 258740]
economy : 7897618833, 172, 1, [119704, 258740]
economy : 6727378212, 191, 1, [119704, 621416]
business : 6570234197, 55, 1, [621416, 656485]
economy : 7809579947, 77, 8, [539994, 904432]
economy : 9966326023, 128, 6, [539994, 467311]
economy : 4467239184, 60, 1, [904432, 467311]
economy : 1881302517, 45, 4, [388025, 621416]
business : 2589457436, 193, 1, [904432, 342408]
economy : 5762529028, 98, 3, [258740, 621416]
economy : 2804376188, 156, 4, [258740, 539994]
economy : 1910958950, 145, 2, [621416, 539994]
first : 5032211147, 64, 1, [621416, 467311]
first : 8204459992, 123, 1, [258740, 906840]
business : 3754890201, 45, 1, [656485, 621416]
economy : 5078380107, 169, 1, [656485, 119704]
economy : 1279816037, 98, 3, [258740, 119704]
economy : 4632060993, 72, 1, [342408, 388025]
economy : 7761216698, 134, 1, [621416, 388025]
economy : 3194318627, 40, 1, [539994, 904432]
economy : 4192123408, 124, 2, [467311, 904432]
economy : 7863711881, 54, 1, [906840, 119704]
economy : 4650057136, 146, 8, [906840, 467311]
business : 7403087764, 184, 2, [119704, 656485]
economy : 3763423466, 95, 2, [467311, 621416]
luxury : 7011828628, 157, 1, [467311, 656485]
economy : 5362880755, 135, 10, [904432, 621416]
economy : 3399721614, 43, 3, [119704, 906840]
economy : 4276844042, 42, 2, [258740, 539994]
economy : 1014320894, 181, 4, [342408, 258740]
economy : 7852984013, 93, 6, [388025, 621416]
economy : 6409091852, 122, 1, [119704, 656485]
economy : 3055584170, 117, 0, [621416, 539994]
economy : 5547957008, 144, 0, [621416, 904432]
economy : 2419579838, 50, 5, [119704, 904432]
economy : 3562205249, 200, 2, [388025, 119704]
economy : 1671247147, 172, 6, [621416, 467311]
luxury : 2591820147, 42, 0, [906840, 539994]
economy : 2238643851, 115, 7, [539994, 342408]
business : 7528420914, 118, 3, [258740, 388025]
business : 7882407611, 159, 0, [906840, 342408]
business : 3378274186, 75, 2, [388025, 539994]
business : 6939462990, 118, 2, [258740, 467311]
economy : 7085349222, 59, 5, [388025, 467311]
business : 1644092539, 168, 2, [388025, 906840]
economy : 2236372562, 151, 6, [906840, 388025]
first : 8890385153, 118, 0, [904432, 906840]
business : 4041455712, 55, 3, [342408, 388025]
business : 1595010206, 142, 2, [906840, 539994]
economy : 6137201524, 161, 1, [621416, 656485]
economy : 8040670096, 158, 2, [467311, 342408]
economy : 8229180451, 84, 2, [906840, 656485]
economy : 4086670921, 155, 5, [388025, 539994]
economy : 8066244654, 192, 0, [388025, 621416]
business : 2739798016, 189, 2, [904432, 539994]
economy : 3022201832, 165, 1, [467311, 906840]
business : 5268484359, 55, 8, [904432, 656485]
economy : 6597790874, 200, 1, [656485, 621416]
economy : 2442053048, 54, 9, [467311, 258740]
business : 9293434859, 102, 2, [906840, 904432]
economy : 4886876776, 137, 4, [656485, 904432]
economy : 8558527938, 155, 2, [467311, 539994]
economy : 2250808128, 177, 1, [906840, 904432]
economy : 9777029519, 179, 0, [656485, 342408]
first : 8179800115, 128, 1, [904432, 621416]
economy : 4928437699, 84, 0, [656485, 258740]
economy : 3052469583, 103, 1, [656485, 258740]
economy : 8830294488, 69, 2, [656485, 119704]
economy : 3547692438, 199, 1, [119704, 388025]
economy : 3444955951, 143, 0, [621416, 258740]
economy : 6979686631, 71, 0, [656485, 119704]
business : 2115037142, 149, 3, [621416, 904432]
economy : 8397068109, 189, 1, [904432, 539994]
business : 2273783947, 86, 2, [656485, 119704]
business : 8820919649, 106, 2, [467311, 119704]
business : 4969065401, 119, 0, [258740, 656485]
economy : 1131754696, 194, 5, [258740, 119704]
business : 5249628036, 122, 4, [904432, 119704]
economy : 7165161792, 129, 1, [904432, 539994]
economy : 9339627321, 122, 0, [621416, 388025]
economy : 1935848026, 62, 0, [656485, 906840]
economy : 7666091326, 195, 2, [342408, 467311]
economy : 6511474860, 183, 0, [539994, 656485]
economy : 2350186386, 137, 1, [388025, 539994]
business : 9599389259, 60, 0, [342408, 906840]
business : 5581843840, 196, 6, [119704, 906840]
economy : 4694812430, 55, 0, [906840, 467311]
business : 6866831137, 172, 2, [342408, 119704]
economy : 5899350857, 148, 0, [119704, 388025]
business : 9172752015, 114, 0, [258740, 904432]
business : 3839719854, 58, 2, [388025, 258740]
first : 3177015757, 188, 2, [388025, 904432]
economy : 9785675175, 133, 2, [467311, 388025]
business : 1189280843, 165, 1, [621416, 388025]
economy : 8567491994, 187, 7, [388025, 119704]
economy : 6158925902, 130, 2, [467311, 904432]
economy : 6424612741, 193, 0, [656485, 258740]
economy : 1218856886, 147, 2, [906840, 119704]
economy : 9285574476, 173, 1, [539994, 467311]
business : 8183556131, 147, 2, [388025, 904432]
economy : 8064488157, 164, 9, [258740, 906840]
economy : 9470553581, 198, 0, [656485, 906840]
economy : 6983638541, 120, 2, [467311, 258740]
economy : 8567370913, 83, 1, [621416, 656485]
economy : 6001350407, 88, 0, [258740, 656485]
economy : 7230352600, 42, 2, [388025, 119704]
business : 7521421234, 102, 1, [119704, 258740]
first : 7819411422, 189, 3, [258740, 467311]
economy : 2394036521, 75, 0, [342408, 904432]
economy : 5668120236, 122, 1, [342408, 388025]
economy : 8679504383, 76, 2, [119704, 467311]
business : 1079017601, 93, 3, [467311, 904432]
economy : 2139710800, 153, 4, [258740, 904432]
economy : 1296237123, 74, 0, [621416, 904432]
economy : 1406888217, 179, 2, [388025, 119704]
economy : 3206228754, 169, 0, [388025, 904432]
economy : 7851042307, 84, 0, [539994, 467311]
economy : 3179744411, 113, 3, [904432, 656485]
economy : 7539718214, 110, 1, [467311, 656485]
economy : 9569162312, 152, 1, [539994, 119704]
economy : 2160674002, 186, 1, [904432, 342408]
first : 1064391735, 88, 1, [906840, 258740]
economy : 5600099500, 109, 0, [906840, 621416]
economy : 3460731030, 198, 3, [906840, 388025]
economy : 4307988056, 100, 9, [467311, 388025]
luxury : 8090947146, 189, 1, [656485, 906840]
economy : 4732813372, 98, 1, [621416, 467311]
economy : 8072532648, 150, 0, [388025, 656485]
economy : 2353209088, 67, 1, [621416, 467311]
economy : 4709065006, 109, 1, [906840, 119704]
business : 8727048925, 78, 0, [539994, 342408]
first : 9556349680, 91, 1, [621416, 906840]
economy : 2268457645, 135, 4, [342408, 539994]
economy : 4029220696, 140, 0, [342408, 388025]
economy : 6068695902, 122, 2, [904432, 621416]
economy : 7673805695, 56, 1, [258740, 342408]
business : 9275177870, 131, 1, [388025, 656485]
economy : 9029595882, 100, 1, [258740, 904432]
business : 8053991639, 128, 1, [119704, 388025]
economy : 3448526812, 65, 0, [119704, 258740]
economy : 8270859110, 109, 2, [904432, 342408]
economy : 3364455560, 52, 2, [621416, 656485]
first : 9816479371, 195, 2, [342408, 388025]
business : 6431616695, 62, 2, [539994, 656485]
economy : 8977763016, 142, 8, [342408, 467311]
economy : 4560924460, 152, 10, [119704, 467311]
economy : 2555504899, 75, 4, [119704, 539994]
business : 7652530449, 57, 3, [906840, 904432]
business : 8214742675, 65, 2, [621416, 467311]
luxury : 2889096319, 175, 1, [656485, 467311]
business : 3907674724, 82, 0, [258740, 906840]
business : 5864313034, 119, 1, [258740, 656485]
economy : 5399795277, 42, 2, [467311, 388025]
economy : 7876513009, 89, 0, [539994, 656485]
business : 4606785174, 168, 1, [342408, 539994]
economy : 6004676097, 163, 3, [467311, 119704]
economy : 7011256109, 191, 0, [621416, 906840]
business : 6083941955, 114, 5, [621416, 258740]
economy : 1376685385, 94, 1, [904432, 656485]
economy : 5517260679, 54, 1, [621416, 656485]
business : 4915964813, 63, 3, [906840, 656485]
economy : 3824443010, 198, 1, [621416, 656485]
economy : 1655352565, 106, 3, [621416, 656485]
business : 6672136364, 175, 1, [621416, 904432]
economy : 2809860677, 98, 3, [904432, 342408]
business : 3198072714, 89, 1, [906840, 388025]
business : 5222720996, 106, 2, [539994, 342408]
economy : 7630212672, 120, 2, [656485, 342408]
economy : 9992826331, 163, 2, [904432, 539994]
economy : 6369545533, 88, 1, [906840, 656485]
business : 6056977544, 113, 1, [539994, 621416]
business : 9954953881, 145, 4, [119704, 621416]
economy : 4723802966, 108, 0, [467311, 539994]
business : 3180391931, 98, 1, [656485, 258740]
economy : 9260894059, 116, 1, [621416, 342408]
business : 4682977446, 111, 1, [258740, 388025]
economy : 5088498906, 83, 5, [342408, 539994]
economy : 9169750054, 149, 1, [904432, 388025]
economy : 3234044646, 92, 1, [119704, 467311]
economy : 1710228001, 166, 4, [539994, 388025]
economy : 2276268973, 137, 2, [621416, 388025]
economy : 6656905585, 61, 7, [539994, 119704]
economy : 2434537653, 47, 9, [621416, 258740]
economy : 2102777022, 93, 2, [258740, 904432]
business : 2483065972, 193, 3, [904432, 656485]
business : 9801367756, 102, 1, [656485, 119704]
economy : 4727280596, 178, 1, [906840, 621416]
economy : 2152027867, 184, 2, [904432, 258740]
economy : 4567877812, 145, 0, [539994, 906840]
economy : 5809163751, 159, 6, [656485, 119704]
economy : 1490116536, 73, 1, [904432, 388025]
business : 6679383375, 59, 3, [904432, 342408]
economy : 8973480701, 139, 2, [621416, 904432]
first : 9186264952, 49, 1, [388025, 342408]
first : 3666944808, 141, 1, [904432, 388025]
business : 9334743927, 63, 2, [119704, 388025]
economy : 1303634216, 73, 5, [904432, 656485]
business : 7916353617, 59, 1, [119704, 656485]
economy : 7129783202, 171, 2, [621416, 906840]
economy : 2580684958, 64, 1, [342408, 621416]
luxury : 1714155240, 97, 2, [906840, 258740]
economy : 2751276512, 140, 2, [621416, 342408]
economy : 6048563865, 180, 6, [258740, 388025]
economy : 1247163198, 195, 1, [119704, 621416]
economy : 6711288487, 143, 1, [388025, 342408]
economy : 9098828636, 80, 8, [258740, 906840]
economy : 8961320921, 158, 1, [539994, 656485]
economy : 2104325004, 72, 0, [904432, 258740]
business : 9214575432, 199, 1, [342408, 906840]
business : 6035079042, 191, 3, [258740, 119704]
economy : 5556342534, 166, 1, [467311, 621416]
business : 5353221061, 94, 2, [388025, 904432]
business : 1976397648, 166, 1, [258740, 388025]
business : 4800357302, 85, 3, [656485, 342408]
economy : 7192580435, 154, 0, [119704, 467311]
business : 8268837259, 146, 4, [621416, 388025]
economy : 9098244630, 70, 2, [621416, 906840]
economy : 6220810552, 150, 1, [539994, 388025]
economy : 4758131130, 46, 7, [258740, 904432]
first : 8411291865, 172, 2, [342408, 258740]
economy : 3188405164, 64, 3, [119704, 258740]
economy : 4666662582, 50, 1, [906840, 904432]
economy : 8520369419, 145, 8, [906840, 539994]
economy : 2006129470, 127, 1, [904432, 388025]
economy : 5580234609, 42, 3, [621416, 467311]
economy : 2718056451, 145, 3, [119704, 342408]
economy : 5013755492, 142, 2, [388025, 539994]
economy : 1850243416, 180, 1, [906840, 621416]
economy : 6783107469, 121, 1, [621416, 342408]
economy : 2502726179, 77, 0, [342408, 258740]
economy : 3888747697, 96, 3, [467311, 388025]
economy : 8489780381, 126, 2, [119704, 388025]
economy : 4998649860, 137, 2, [539994, 258740]
business : 4813149319, 116, 2, [119704, 342408]
economy : 1394944259, 65, 1, [906840, 904432]
economy : 4700525143, 127, 1, [467311, 119704]
economy : 2995518149, 90, 1, [621416, 342408]
business : 9616316523, 51, 2, [258740, 906840]
economy : 2361399033, 94, 8, [656485, 119704]
business : 5218626716, 72, 6, [621416, 467311]
economy : 7613632378, 45, 2, [342408, 119704]
business : 1692155650, 120, 2, [388025, 621416]
economy : 7171550560, 166, 2, [258740, 906840]
economy : 5680084533, 68, 3, [258740, 342408]
economy : 7126524569, 84, 9, [621416, 906840]
first : 2886621087, 43, 0, [656485, 539994]
economy : 1438468891, 165, 1, [539994, 258740]
economy : 9339050086, 87, 2, [467311, 258740]
economy : 8233992926, 61, 1, [906840, 258740]
economy : 6866568786, 171, 1, [539994, 621416]
economy : 9663792016, 84, 0, [119704, 467311]
economy : 7694061088, 61, 2, [342408, 119704]
economy : 4836891385, 143, 0, [621416, 904432]
business : 3259193765, 113, 6, [388025, 621416]
economy : 4516842646, 104, 6, [119704, 342408]
economy : 1782469267, 42, 3, [539994, 342408]
economy : 3456573682, 142, 5, [656485, 342408]
economy : 9792334842, 199, 3, [342408, 656485]
economy : 9580084317, 188, 5, [904432, 342408]
luxury : 6380857196, 165, 7, [342408, 904432]
economy : 6216237891, 51, 0, [388025, 119704]
first : 4437302519, 55, 1, [119704, 539994]
economy : 2872578580, 48, 1, [119704, 904432]
economy : 7001707234, 57, 2, [904432, 342408]
economy : 3226585832, 57, 2, [621416, 906840]
economy : 1228018609, 81, 3, [119704, 539994]
economy : 2979755199, 94, 2, [388025, 906840]
economy : 5101039070, 108, 3, [119704, 621416]
economy : 7917564684, 173, 1, [621416, 539994]
economy : 1184857296, 188, 0, [621416, 342408]
economy : 3192404524, 127, 3, [119704, 388025]
economy : 5739749850, 65, 1, [539994, 656485]
economy : 5931905361, 96, 1, [258740, 342408]
first : 6529346487, 95, 5, [388025, 906840]
business : 2221906701, 194, 2, [906840, 258740]
economy : 9647656127, 92, 1, [119704, 621416]
economy : 6990432844, 126, 2, [342408, 904432]
economy : 7781315800, 109, 2, [621416, 904432]
business : 5559090529, 116, 1, [342408, 388025]
economy : 6038043975, 108, 1, [539994, 388025]
business : 1177915455, 195, 2, [904432, 656485]
economy : 7113362756, 125, 2, [656485, 342408]
economy : 4027431509, 161, 1, [656485, 906840]
economy : 9943444790, 69, 4, [342408, 467311]
economy : 1441765921, 103, 1, [656485, 258740]
economy : 6441911249, 69, 2, [388025, 342408]
economy : 1736562026, 105, 7, [258740, 621416]
economy : 2925044129, 119, 1, [656485, 342408]
economy : 5214403551, 110, 0, [119704, 906840]
economy : 6758607932, 193, 4, [467311, 119704]
first : 9252059665, 87, 9, [342408, 656485]
business : 7030101436, 103, 0, [119704, 904432]
economy : 8386144573, 62, 5, [388025, 621416]
business : 4683655060, 199, 0, [342408, 539994]
economy : 9504616370, 59, 4, [119704, 906840]
economy : 6112569750, 72, 1, [904432, 119704]
economy : 7490287046, 190, 4, [467311, 388025]
economy : 2240354943, 125, 2, [388025, 906840]
economy : 5293090026, 103, 2, [258740, 656485]
economy : 8268591650, 54, 1, [621416, 539994]
economy : 7219750604, 167, 1, [388025, 342408]
economy : 1965157093, 98, 2, [119704, 621416]
business : 1695426353, 68, 2, [621416, 539994]
economy : 3091122833, 101, 1, [621416, 539994]
economy : 5619592992, 144, 10, [906840, 388025]
economy : 4448313718, 123, 4, [656485, 904432]
economy : 1256750766, 49, 0, [656485, 467311]
economy : 7057867132, 141, 0, [258740, 342408]
economy : 2891096153, 180, 1, [656485, 906840]
business : 4263356343, 110, 0, [621416, 388025]
business : 5186255676, 72, 3, [539994, 467311]
economy : 4467485735, 59, 3, [906840, 467311]
economy : 2068975952, 78, 2, [904432, 388025]
business : 5711933508, 69, 9, [906840, 119704]
economy : 8801001771, 94, 7, [656485, 388025]
economy : 9728376290, 63, 3, [904432, 258740]
business : 1810080556, 45, 2, [656485, 539994]
business : 2381202233, 153, 1, [258740, 467311]
economy : 1973891208, 124, 2, [258740, 539994]
business : 5878999136, 117, 1, [467311, 258740]
economy : 1153262080, 147, 6, [539994, 258740]
business : 1952585668, 136, 3, [539994, 258740]
economy : 7021823149, 114, 0, [119704, 342408]
business : 9165053582, 141, 0, [119704, 388025]
business : 7829616679, 119, 2, [388025, 621416]
economy : 7266156664, 177, 4, [388025, 119704]
economy : 6621122239, 161, 2, [539994, 342408]
first : 8128667474, 134, 5, [342408, 258740]
first : 2239891805, 56, 2, [621416, 467311]
business : 4482975076, 86, 2, [621416, 388025]
economy : 7236835184, 87, 7, [539994, 388025]
economy : 1768191709, 71, 0, [258740, 539994]
economy : 3311066937, 142, 2, [656485, 342408]
luxury : 6957526823, 168, 5, [388025, 342408]
business : 2065126999, 157, 1, [656485, 388025]
economy : 1126831235, 49, 2, [258740, 388025]
business : 5174650620, 70, 2, [467311, 119704]
economy : 7757365677, 152, 2, [656485, 621416]
economy : 9719039121, 178, 2, [656485, 539994]
business : 6764873077, 186, 1, [467311, 621416]
business : 2294022545, 160, 9, [906840, 621416]
economy : 3176853246, 40, 2, [656485, 539994]
economy : 6338766339, 182, 1, [388025, 119704]
economy : 8927457061, 72, 2, [258740, 342408]
economy : 1317715441, 189, 4, [342408, 656485]
economy : 5843478981, 54, 1, [467311, 904432]
first : 8493014950, 112, 2, [119704, 621416]
business : 3967007901, 148, 1, [388025, 342408]
first : 9212734543, 94, 6, [906840, 467311]
economy : 1696763455, 136, 2, [388025, 904432]
economy : 1648859580, 93, 2, [656485, 621416]
economy : 8173734561, 60, 0, [621416, 539994]
business : 7901901071, 144, 1, [656485, 621416]
economy : 6694795256, 102, 3, [388025, 539994]
business : 4298841015, 115, 2, [656485, 904432]
economy : 9783928114, 132, 1, [258740, 656485]
economy : 9186097998, 167, 1, [467311, 904432]
business : 3261067144, 135, 0, [342408, 656485]
economy : 1146289673, 111, 1, [906840, 119704]
business : 8808455877, 93, 0, [906840, 388025]
first : 4855207455, 183, 2, [904432, 388025]
economy : 1629291952, 113, 0, [621416, 906840]
