3 40415 5024
10350 5103 12402 112140 5064
hub : 919102, -5019619, -248893, 64.79, 292500, 3
hub : 220075, -4985830, -246825, 61.05, 281100, 2
hub : 479018, -4994576, -185595, 65.67, 249600, 5
hub : 447286, -4912980, -297808, 62.04, 204000, 2
hub : 911968, -4914470, -285399, 43.78, 168300, 2
hub : 344402, -4904735, -279209, 61.71, 247800, 3
hub : 533129, -4893823, -271997, 61.16, 220800, 4
hub : 471605, -4882452, -273515, 54.45, 244500, 2
hub : 472308, -4874481, -280843, 41.91, 190800, 4
hub : 245819, -4868892, -290076, 44.55, 192900, 2
hub : 616351, -4912281, -269648, 48.95, 291900, 2
hub : 738754, -4923122, -265859, 62.48, 297900, 5
hub : 997244, -4915756, -258194, 59.29, 275400, 4
hub : 284032, -4912313, -248202, 43.45, 212400, 4
hub : 740226, -4911810, -237876, 61.82, 158100, 2
hub : 969122, -4922707, -238941, 51.26, 273300, 3
hub : 915545, -4919286, -307823, 62.59, 239400, 5
hub : 950129, -4935589, -234944, 43.23, 180900, 2
hub : 225286, -4944419, -229107, 47.74, 235200, 4
hub : 682347, -4952430, -238219, 57.75, 253800, 4
hub : 134779, -4945851, -217182, 52.58, 242700, 2
hub : 277677, -4884239, -284962, 50.27, 257400, 2
hub : 728186, -4936538, -220907, 58.3, 285600, 2
hub : 906369, -4899892, -290865, 40.26, 154500, 2
hub : 980252, -4901781, -265798, 53.46, 210000, 2
hub : 521558, -4902475, -255356, 39.27, 183300, 3
hub : 617039, -4924509, -279140, 39.38, 153000, 3
hub : 897918, -4931060, -287002, 63.36, 236700, 5
hub : 980454, -4944610, -289924, 34.87, 224400, 4
hub : 117624, -4931656, -244743, 49.17, 223800, 3
hub : 456876, -4915006, -319894, 63.03, 186900, 3
hub : 272566, -4915229, -329953, 50.82, 292500, 4
hub : 484672, -4893097, -251312, 58.63, 237600, 2
hub : 478507, -4880495, -245878, 62.59, 160800, 3
hub : 412308, -4869397, -241093, 49.39, 271800, 4
hub : 639715, -4863927, -280987, 42.68, 228000, 4
hub : 300536, -4963565, -232072, 60.06, 268800, 2
hub : 264214, -4923425, -294555, 50.82, 163500, 5
hub : 195214, -4936824, -297694, 48.29, 225600, 4
hub : 926920, -4885045, -260666, 43.78, 154800, 4
hub : 722524, -4873412, -267223, 40.81, 173700, 4
hub : 420140, -4879191, -295740, 52.03, 254400, 3
hub : 622160, -4887937, -234509, 62.37, 193500, 4
hub : 121540, -4810839, -418013, 45.43, 163800, 5
hub : 453862, -4809349, -430422, 37.73, 201300, 2
hub : 394401, -4819084, -436612, 53.02, 273300, 5
hub : 561410, -4829995, -443825, 35.2, 291600, 2
hub : 557572, -4841366, -442306, 33.22, 290400, 4
hub : 258789, -4849338, -434979, 63.03, 260700, 2
hub : 852640, -4854927, -425745, 63.58, 240600, 5
hub : 575912, -4811537, -446173, 42.24, 191400, 5
hub : 903819, -4800697, -449962, 49.28, 277200, 5
hub : 587495, -4808063, -457628, 50.16, 205800, 4
hub : 923266, -4811505, -467619, 48.84, 202500, 3
hub : 616807, -4812008, -477945, 58.96, 194700, 5
hub : 595431, -4801111, -476881, 58.52, 202800, 5
hub : 965171, -4804533, -407998, 65.34, 183000, 5
hub : 784111, -4788230, -480877, 46.97, 205200, 2
hub : 367862, -4779399, -486714, 43.34, 296100, 3
hub : 590777, -4771388, -477602, 34.54, 273600, 5
hub : 611546, -4777968, -498639, 37.95, 290100, 5
hub : 681594, -4839579, -430859, 40.15, 244800, 5
hub : 472421, -4787280, -494914, 62.7, 168600, 3
hub : 455795, -4823927, -424956, 40.37, 257400, 3
hub : 496206, -4822038, -450024, 43.56, 226200, 4
hub : 466898, -4821343, -460466, 58.3, 150000, 5
hub : 989962, -4799309, -436682, 55.22, 172200, 3
hub : 192843, -4792758, -428819, 63.58, 187500, 3
hub : 208656, -4779209, -425897, 65.23, 268800, 3
hub : 121301, -4792162, -471079, 51.48, 240000, 5
hub : 648976, -4808812, -395928, 50.93, 153300, 5
hub : 171906, -4808590, -385868, 45.65, 296400, 2
hub : 773903, -4830722, -464509, 53.68, 230100, 2
hub : 853382, -4843324, -469944, 48.95, 191400, 3
hub : 675164, -4854421, -474729, 61.16, 170400, 5
hub : 485271, -4859892, -434834, 60.83, 298200, 2
hub : 724909, -4760253, -483749, 56.21, 239400, 2
hub : 490672, -4800394, -421267, 65.34, 235200, 5
hub : 428548, -4786995, -418128, 59.73, 284100, 5
hub : 843118, -4838773, -455155, 53.9, 265200, 2
hub : 879206, -4850407, -448598, 36.74, 211500, 2
hub : 827786, -4844628, -420082, 33.88, 189000, 5
hub : 981397, -4835881, -481312, 44.77, 266400, 3
hub : 320903, -4917477, -369099, 33.11, 178800, 3
hub : 585519, -4915987, -381508, 36.41, 196200, 5
hub : 798559, -4925722, -387697, 54.01, 151200, 5
hub : 283674, -4936634, -394910, 60.06, 265800, 3
hub : 320987, -4948005, -393392, 44.55, 210600, 4
hub : 630065, -4955977, -386064, 34.76, 171600, 2
hub : 269816, -4961565, -376830, 38.5, 206700, 5
hub : 162176, -4918176, -397258, 36.08, 153900, 3
hub : 175252, -4907335, -401048, 56.43, 268200, 3
hub : 223632, -4914701, -408713, 63.14, 266400, 4
hub : 934408, -4918144, -418705, 49.72, 160200, 4
hub : 149871, -4918647, -429030, 33.66, 259500, 4
hub : 555784, -4907750, -427966, 55.44, 235800, 5
hub : 503280, -4911171, -359084, 55.0, 207300, 2
hub : 119323, -4894869, -431963, 33.88, 281100, 3
hub : 686130, -4886038, -437799, 45.54, 162000, 3
hub : 180271, -4878027, -428687, 54.01, 211200, 5
hub : 974210, -4884606, -449725, 56.98, 277500, 5
hub : 288982, -4946218, -381944, 64.24, 171900, 2
hub : 818184, -4893919, -445999, 44.0, 264300, 5
hub : 586873, -4930566, -376042, 52.47, 171600, 2
hub : 528331, -4928676, -401109, 61.6, 225000, 3
hub : 276581, -4927982, -411551, 38.5, 181800, 3
hub : 356813, -4905948, -387767, 35.64, 195900, 5
hub : 543496, -4899397, -379905, 64.02, 168900, 3
hub : 994443, -4885847, -376983, 51.7, 222300, 5
hub : 433580, -4898801, -422164, 47.74, 299700, 5
hub : 143802, -4915451, -347013, 54.45, 248700, 5
hub : 475132, -4915229, -336953, 44.88, 211500, 5
hub : 702941, -4937360, -415595, 37.4, 153000, 4
hub : 979454, -4949963, -421029, 41.25, 205500, 3
hub : 826669, -4961060, -425814, 55.11, 281400, 4
hub : 530185, -4966530, -385920, 33.44, 259200, 3
hub : 893626, -4866892, -434834, 35.97, 152400, 3
hub : 255859, -4907032, -372352, 34.54, 282000, 2
hub : 546828, -4893633, -369213, 65.78, 257700, 2
hub : 169523, -4945412, -406241, 34.87, 210000, 5
hub : 276647, -4957045, -399684, 59.51, 221100, 5
hub : 481287, -4951266, -371167, 52.03, 155700, 5
hub : 306155, -4942520, -432397, 56.32, 288900, 3
hub : 531226, -4702668, -418013, 60.5, 215100, 3
hub : 349553, -4704157, -430422, 64.02, 298800, 4
hub : 595462, -4694423, -436612, 56.43, 243600, 2
hub : 912086, -4683511, -443825, 45.43, 277200, 3
hub : 495865, -4672140, -442306, 56.98, 246900, 2
hub : 415417, -4664168, -434979, 43.78, 210600, 3
hub : 812370, -4658580, -425745, 34.98, 240600, 3
hub : 184824, -4701969, -446173, 45.54, 246300, 3
hub : 209141, -4712810, -449962, 54.23, 296400, 3
hub : 109245, -4705444, -457628, 45.32, 246300, 3
hub : 396032, -4702001, -467619, 55.44, 225000, 4
hub : 209790, -4701498, -477945, 48.62, 151800, 3
hub : 637400, -4712395, -476881, 35.31, 191400, 4
hub : 763555, -4708974, -407998, 48.29, 236100, 4
hub : 684740, -4725276, -480877, 34.32, 168900, 3
hub : 410167, -4734107, -486714, 47.63, 272700, 5
hub : 945543, -4742118, -477602, 41.69, 184500, 5
hub : 809760, -4735539, -498639, 64.57, 242700, 5
hub : 596917, -4673927, -430859, 33.11, 151200, 2
hub : 868818, -4726226, -494914, 42.79, 278100, 5
hub : 984717, -4689579, -424956, 60.94, 241500, 3
hub : 139306, -4691469, -450024, 65.34, 189300, 4
hub : 636952, -4692163, -460466, 35.31, 205200, 5
hub : 405907, -4714197, -436682, 60.94, 248400, 3
hub : 307737, -4720748, -428819, 38.5, 296400, 3
hub : 570725, -4734298, -425897, 36.41, 228300, 3
hub : 446244, -4721344, -471079, 64.02, 166500, 4
hub : 208738, -4704694, -395928, 65.01, 242700, 5
hub : 490995, -4704916, -385868, 39.05, 298800, 2
hub : 523439, -4682785, -464509, 40.59, 150000, 5
hub : 619080, -4670182, -469944, 42.9, 196500, 4
hub : 506547, -4659085, -474729, 41.8, 161700, 2
hub : 592983, -4653614, -434834, 35.64, 180300, 5
hub : 903458, -4753253, -483749, 35.75, 189000, 4
hub : 647874, -4713112, -421267, 43.12, 261300, 5
hub : 657785, -4726512, -418128, 34.54, 192900, 2
hub : 860784, -4674733, -455155, 59.62, 283500, 3
hub : 560588, -4663100, -448598, 57.97, 205800, 2
hub : 907887, -4668879, -420082, 46.64, 281100, 5
hub : 834291, -4677625, -481312, 66.0, 266400, 4
hub : 101145, -4596029, -369099, 52.47, 177000, 3
hub : 789523, -4597519, -381508, 59.07, 202200, 3
hub : 748651, -4587784, -387697, 34.76, 212400, 3
hub : 166501, -4576872, -394910, 65.23, 165600, 2
hub : 293107, -4565501, -393392, 40.37, 274200, 4
hub : 174560, -4557530, -386064, 38.94, 297300, 5
hub : 176713, -4551941, -376830, 60.94, 282900, 4
hub : 370417, -4595330, -397258, 57.42, 184500, 5
hub : 326366, -4606171, -401048, 40.48, 162900, 5
hub : 904893, -4598805, -408713, 36.3, 257400, 2
hub : 789682, -4595362, -418705, 41.14, 204600, 2
hub : 844873, -4594859, -429030, 54.56, 298800, 5
hub : 458126, -4605757, -427966, 34.54, 152400, 4
hub : 109074, -4602335, -359084, 34.54, 243600, 2
hub : 675536, -4618638, -431963, 56.32, 201300, 3
hub : 264733, -4627468, -437799, 51.26, 290100, 2
hub : 672771, -4635479, -428687, 64.79, 198900, 2
hub : 161617, -4628900, -449725, 57.64, 171300, 5
hub : 412511, -4567288, -381944, 56.76, 237900, 2
hub : 783372, -4619587, -445999, 55.22, 211800, 4
hub : 487646, -4582941, -376042, 49.5, 228900, 5
hub : 568790, -4584830, -401109, 52.69, 297300, 5
hub : 763796, -4585524, -411551, 35.75, 259200, 2
hub : 617732, -4607558, -387767, 65.67, 223200, 5
hub : 697240, -4614109, -379905, 57.64, 269100, 5
hub : 680308, -4627659, -376983, 51.7, 180000, 5
hub : 547768, -4614705, -422164, 55.88, 228000, 2
hub : 388657, -4598055, -347013, 54.89, 260400, 5
hub : 103373, -4598278, -336953, 60.72, 281700, 4
hub : 421576, -4576146, -415595, 53.68, 247200, 5
hub : 756313, -4563544, -421029, 56.1, 252900, 4
hub : 264789, -4552446, -425814, 33.44, 294000, 4
hub : 397415, -4546976, -385920, 40.81, 200700, 4
hub : 769534, -4646614, -434834, 65.12, 267000, 2
hub : 930323, -4606474, -372352, 44.99, 205500, 5
hub : 525506, -4619873, -369213, 52.91, 228000, 2
hub : 494576, -4568094, -406241, 40.48, 229200, 2
hub : 534063, -4556461, -399684, 54.23, 213600, 5
hub : 176002, -4562240, -371167, 39.49, 229500, 2
hub : 960514, -4570986, -432397, 55.22, 177000, 5
hub : 120274, -4493888, -248893, 45.76, 242400, 2
hub : 927462, -4492398, -236484, 33.22, 163200, 2
hub : 606563, -4502133, -230295, 55.0, 209100, 4
hub : 777748, -4513044, -223082, 47.3, 284100, 4
hub : 841838, -4524415, -224600, 39.71, 270300, 5
hub : 576780, -4532387, -231928, 39.16, 175200, 4
hub : 626989, -4537976, -241162, 57.86, 287700, 3
hub : 935917, -4494587, -220734, 45.1, 259200, 2
hub : 675048, -4483746, -216944, 44.99, 232800, 5
hub : 866730, -4491112, -209279, 49.39, 277800, 2
hub : 610408, -4494554, -199287, 38.17, 219000, 5
hub : 849753, -4495057, -188962, 60.5, 267300, 4
hub : 982655, -4484160, -190026, 33.11, 164700, 3
hub : 747179, -4487582, -258908, 65.12, 264600, 2
hub : 519492, -4471279, -186029, 48.51, 255000, 5
hub : 102747, -4462448, -180193, 62.7, 205800, 2
hub : 747359, -4454437, -189305, 54.34, 192600, 5
hub : 981310, -4461017, -168267, 44.11, 189600, 5
hub : 930645, -4522628, -236048, 55.0, 186000, 3
hub : 402329, -4470329, -171992, 52.14, 234300, 4
hub : 620195, -4506976, -241950, 57.2, 289500, 4
hub : 805281, -4505087, -216883, 33.22, 168900, 2
hub : 816244, -4504392, -206441, 42.68, 237000, 3
hub : 203619, -4482358, -230225, 51.7, 261000, 3
hub : 456232, -4475807, -238087, 49.94, 256500, 4
hub : 886153, -4462258, -241009, 57.86, 206700, 4
hub : 146729, -4475211, -195828, 44.44, 211200, 2
hub : 413023, -4491861, -270979, 41.03, 227400, 5
hub : 915025, -4491639, -281039, 45.21, 171600, 3
hub : 597168, -4513771, -202397, 62.26, 243000, 5
hub : 607878, -4526373, -196963, 44.88, 197400, 4
hub : 549296, -4537470, -192178, 56.98, 186900, 2
hub : 673298, -4542941, -232072, 61.82, 241200, 3
hub : 810838, -4443302, -183158, 51.15, 161100, 2
hub : 696199, -4483443, -245640, 62.37, 218400, 3
hub : 813329, -4470044, -248779, 61.6, 160200, 4
hub : 686549, -4521822, -211751, 55.99, 225300, 3
hub : 463635, -4533456, -218308, 48.95, 230400, 4
hub : 192244, -4527677, -246825, 56.76, 151500, 2
hub : 196875, -4518930, -185595, 46.86, 195600, 3
hub : 654847, -4600526, -297808, 53.9, 291600, 3
hub : 636957, -4599037, -285399, 49.83, 231000, 3
hub : 444198, -4608771, -279209, 38.5, 162000, 3
hub : 529612, -4619683, -271997, 41.36, 209400, 3
hub : 917041, -4631054, -273515, 40.7, 181200, 2
hub : 268430, -4639026, -280843, 50.71, 177300, 2
hub : 738307, -4644614, -290076, 41.69, 184500, 2
hub : 951491, -4601225, -269648, 51.59, 193500, 3
hub : 502789, -4590384, -265859, 45.98, 202500, 5
hub : 705690, -4597750, -258194, 43.34, 225000, 5
hub : 872739, -4601193, -248202, 46.53, 192000, 4
hub : 866668, -4601696, -237876, 65.23, 194100, 3
hub : 980388, -4590799, -238941, 60.83, 221100, 4
hub : 678816, -4594220, -307823, 63.36, 251700, 3
hub : 837476, -4577918, -234944, 43.12, 167100, 5
hub : 306942, -4569087, -229107, 53.02, 158400, 3
hub : 988618, -4561076, -238219, 54.01, 270000, 4
hub : 553036, -4567655, -217182, 37.62, 233100, 4
hub : 437425, -4629267, -284962, 40.37, 251700, 5
hub : 453459, -4576968, -220907, 61.82, 270600, 5
hub : 212099, -4613615, -290865, 56.1, 214200, 4
hub : 578213, -4611725, -265798, 55.55, 255300, 2
hub : 191645, -4611031, -255356, 43.01, 270600, 5
hub : 615480, -4588997, -279140, 60.28, 284400, 2
hub : 419316, -4582446, -287002, 44.44, 252000, 5
hub : 209758, -4568896, -289924, 56.65, 193200, 5
hub : 576214, -4581850, -244743, 38.06, 160800, 3
hub : 929092, -4598500, -319894, 57.2, 165300, 2
hub : 857995, -4598278, -329953, 37.84, 240300, 5
hub : 904959, -4620409, -251312, 51.81, 200400, 4
hub : 117779, -4633012, -245878, 51.59, 294900, 2
hub : 451560, -4644109, -241093, 39.93, 156600, 2
hub : 194724, -4649579, -280987, 51.48, 193500, 4
hub : 628453, -4549941, -232072, 37.95, 298800, 4
hub : 122871, -4590081, -294555, 41.25, 284400, 5
hub : 367152, -4576682, -297694, 41.58, 246900, 2
hub : 110104, -4628461, -260666, 44.55, 154500, 4
hub : 255589, -4640094, -267223, 36.96, 226200, 3
hub : 966384, -4634315, -295740, 35.2, 217200, 2
hub : 263831, -4625569, -234509, 42.68, 157500, 3
hub : 768772, -4810839, -586265, 61.49, 183900, 3
hub : 600307, -4809349, -573856, 50.71, 230400, 2
hub : 785822, -4819084, -567667, 55.55, 281100, 4
hub : 807341, -4829995, -560454, 60.94, 187800, 2
hub : 322887, -4841366, -561972, 61.93, 272400, 5
hub : 453508, -4849338, -569300, 35.97, 160200, 4
hub : 554831, -4854927, -578534, 40.37, 235800, 3
hub : 538416, -4811537, -558106, 56.54, 294300, 5
hub : 805927, -4800697, -554316, 46.2, 200400, 4
hub : 799112, -4808063, -546651, 55.33, 274500, 5
hub : 108818, -4811505, -536659, 46.31, 294000, 5
hub : 775060, -4812008, -526334, 48.73, 300000, 2
hub : 560314, -4801111, -527398, 37.95, 251100, 3
hub : 200914, -4804533, -596280, 59.07, 272400, 3
hub : 339083, -4788230, -523401, 55.99, 285900, 3
hub : 859030, -4779399, -517565, 55.55, 216900, 4
hub : 598798, -4771388, -526677, 55.77, 274500, 5
hub : 540081, -4777968, -505639, 65.89, 193200, 5
hub : 576649, -4839579, -573420, 47.63, 270000, 3
hub : 189118, -4787280, -509365, 65.78, 260700, 2
hub : 244091, -4823927, -579322, 52.25, 227700, 3
hub : 521763, -4822038, -554255, 57.86, 234000, 4
hub : 936652, -4821343, -543813, 33.66, 206700, 3
hub : 205113, -4799309, -567597, 34.87, 291000, 4
hub : 162437, -4792758, -575459, 34.32, 220500, 5
hub : 491806, -4779209, -578381, 57.75, 232500, 4
hub : 464872, -4792162, -533200, 40.59, 160800, 2
hub : 640840, -4808812, -608351, 45.98, 248700, 5
hub : 384081, -4808590, -618411, 42.13, 279000, 3
hub : 663069, -4830722, -539769, 39.27, 176700, 4
hub : 783579, -4843324, -534335, 61.71, 212700, 3
hub : 313838, -4854421, -529550, 39.6, 197700, 3
hub : 424828, -4859892, -569444, 61.49, 180900, 4
hub : 857281, -4760253, -520530, 55.11, 237600, 2
hub : 961504, -4800394, -583012, 64.13, 190200, 5
hub : 906977, -4786995, -586151, 62.26, 263700, 2
hub : 328323, -4838773, -549123, 42.24, 297300, 5
hub : 559472, -4850407, -555680, 65.67, 219900, 4
hub : 677501, -4844628, -584197, 50.6, 185400, 5
hub : 158747, -4835881, -522967, 64.02, 228900, 5
hub : 978283, -4917477, -635180, 63.14, 292200, 5
hub : 562714, -4915987, -622771, 36.63, 249300, 5
hub : 996538, -4925722, -616581, 37.95, 160500, 2
hub : 410144, -4936634, -609369, 34.87, 252600, 5
hub : 847400, -4948005, -610887, 65.12, 186000, 4
hub : 719266, -4955977, -618215, 50.38, 283500, 3
hub : 342291, -4961565, -627448, 44.44, 279900, 5
hub : 648661, -4918176, -607020, 63.36, 256200, 5
hub : 190364, -4907335, -603231, 57.64, 233100, 4
hub : 979601, -4914701, -595566, 62.04, 199800, 4
hub : 694493, -4918144, -585574, 65.01, 153000, 4
hub : 502582, -4918647, -575248, 40.7, 165300, 2
hub : 934822, -4907750, -576313, 54.67, 267300, 4
hub : 724926, -4911171, -645195, 63.14, 210900, 5
hub : 656074, -4894869, -572316, 46.31, 192900, 5
hub : 168891, -4886038, -566479, 55.33, 188700, 2
hub : 706903, -4878027, -575591, 58.74, 150900, 4
hub : 203814, -4884606, -554554, 57.31, 208200, 5
hub : 346946, -4946218, -622334, 45.32, 269100, 3
hub : 556853, -4893919, -558279, 50.6, 154800, 2
hub : 658975, -4930566, -628237, 38.28, 247800, 4
hub : 364979, -4928676, -603170, 41.47, 239400, 5
hub : 979677, -4927982, -592728, 49.06, 266700, 5
hub : 519520, -4905948, -616512, 51.59, 183300, 4
hub : 334721, -4899397, -624374, 34.87, 249900, 4
hub : 429602, -4885847, -627296, 58.3, 150900, 4
hub : 904981, -4898801, -582115, 65.23, 267900, 4
hub : 193467, -4915451, -657266, 41.69, 288600, 5
hub : 818718, -4915229, -667325, 53.02, 215400, 2
hub : 192880, -4937360, -588684, 41.36, 245700, 4
hub : 269656, -4949963, -583250, 47.63, 193200, 5
hub : 121916, -4961060, -578465, 41.69, 276600, 5
hub : 294713, -4966530, -618359, 35.97, 152100, 5
hub : 373873, -4866892, -569444, 61.6, 282000, 3
hub : 423747, -4907032, -631927, 61.27, 273600, 3
hub : 634502, -4893633, -635066, 59.73, 169800, 5
hub : 862722, -4945412, -598038, 57.2, 177300, 4
hub : 504264, -4957045, -604595, 63.69, 235800, 3
hub : 240034, -4951266, -633112, 59.84, 279300, 5
hub : 161252, -4942520, -571881, 47.3, 186300, 4
hub : 516945, -5019619, -755385, 39.82, 254400, 2
hub : 384444, -5021108, -767794, 57.64, 150600, 2
hub : 579856, -5011374, -773984, 60.72, 277200, 2
hub : 676155, -5000462, -781197, 45.76, 284700, 2
hub : 879225, -4989091, -779679, 37.4, 151800, 3
hub : 500179, -4981119, -772351, 61.49, 190500, 2
hub : 294169, -4975531, -763117, 41.8, 216000, 4
hub : 169154, -5018920, -783545, 58.19, 297000, 3
hub : 910638, -5029761, -787334, 38.94, 297900, 5
hub : 308908, -5022395, -795000, 55.11, 287100, 5
hub : 478884, -5018952, -804991, 50.38, 259200, 4
hub : 648332, -5018449, -815317, 59.07, 167400, 3
hub : 352820, -5029346, -814253, 44.22, 252000, 4
hub : 713175, -5025925, -745370, 57.2, 245400, 5
hub : 496980, -5042227, -818249, 61.49, 242700, 4
hub : 196877, -5051058, -824086, 55.77, 296400, 2
hub : 554949, -5059069, -814974, 39.71, 229500, 3
hub : 211142, -5052490, -836011, 47.52, 254100, 5
hub : 835003, -4990878, -768231, 39.38, 158100, 4
hub : 524514, -5043177, -832286, 42.02, 199800, 4
hub : 914887, -5006530, -762328, 48.51, 288000, 2
hub : 483797, -5008420, -787396, 43.12, 185400, 4
hub : 407600, -5009114, -797838, 35.97, 207000, 4
hub : 824313, -5031148, -774054, 36.08, 299700, 5
hub : 826803, -5037699, -766192, 40.7, 176100, 5
hub : 822585, -5051249, -763269, 33.11, 240900, 3
hub : 553632, -5038295, -808451, 36.63, 178200, 4
hub : 355516, -5021645, -733300, 60.5, 291300, 4
hub : 359026, -5021867, -723240, 47.85, 171600, 4
hub : 788617, -4999736, -801882, 60.17, 197400, 3
hub : 508418, -4987133, -807316, 58.08, 256200, 5
hub : 252761, -4976036, -812101, 58.41, 213300, 4
hub : 602114, -4970565, -772206, 59.07, 295800, 5
hub : 517314, -5070204, -821121, 59.95, 209100, 2
hub : 267822, -5030063, -758639, 33.88, 279300, 3
hub : 332937, -5043463, -755500, 45.21, 221100, 2
hub : 226258, -4991684, -792527, 63.14, 169500, 5
hub : 806697, -4980051, -785970, 61.49, 275100, 4
hub : 878427, -4985830, -757454, 52.47, 217500, 5
hub : 466916, -4994576, -818684, 40.26, 200400, 3
hub : 375077, -4912980, -706471, 58.85, 176400, 4
hub : 619083, -4914470, -718880, 49.17, 286800, 3
hub : 664282, -4904735, -725070, 52.8, 224700, 2
hub : 366268, -4893823, -732282, 44.0, 258300, 2
hub : 377644, -4882452, -730764, 37.84, 187200, 4
hub : 761588, -4874481, -723436, 50.6, 202800, 5
hub : 348167, -4868892, -714203, 41.14, 264300, 5
hub : 291089, -4912281, -734630, 38.17, 249300, 4
hub : 779071, -4923122, -738420, 63.36, 169200, 2
hub : 963990, -4915756, -746085, 34.54, 297000, 4
hub : 113612, -4912313, -756077, 51.7, 154200, 3
hub : 867687, -4911810, -766402, 59.29, 191100, 4
hub : 346219, -4922707, -765338, 48.84, 251100, 2
hub : 874715, -4919286, -696456, 66.0, 168900, 5
hub : 708582, -4935589, -769335, 64.68, 276000, 5
hub : 430494, -4944419, -775171, 41.91, 195300, 2
hub : 847302, -4952430, -766059, 37.62, 201300, 5
hub : 977290, -4945851, -787097, 56.32, 163500, 2
hub : 948637, -4884239, -719316, 55.99, 161700, 4
hub : 508095, -4936538, -783372, 62.26, 168600, 3
hub : 115171, -4899892, -713414, 59.73, 153300, 2
hub : 281834, -4901781, -738481, 55.44, 183900, 5
hub : 526209, -4902475, -748923, 62.7, 240600, 5
hub : 914333, -4924509, -725139, 44.99, 192900, 4
hub : 433206, -4931060, -717277, 50.6, 298800, 5
hub : 952734, -4944610, -714355, 54.34, 226800, 4
hub : 617421, -4931656, -759536, 45.98, 216900, 5
hub : 816341, -4915006, -684385, 48.51, 245100, 2
hub : 934898, -4915229, -674325, 35.75, 168900, 3
hub : 485782, -4893097, -752967, 59.4, 153000, 4
hub : 228337, -4880495, -758401, 43.01, 275100, 5
hub : 243440, -4869397, -763186, 40.92, 235200, 3
hub : 124781, -4863927, -723292, 35.53, 172200, 2
hub : 317895, -4963565, -772206, 55.33, 231000, 2
hub : 546603, -4923425, -709724, 46.31, 219900, 4
hub : 898212, -4936824, -706585, 35.75, 201600, 4
hub : 644713, -4885045, -743613, 56.65, 199500, 2
hub : 639377, -4873412, -737056, 52.58, 269700, 3
hub : 877135, -4879191, -708539, 44.33, 269100, 2
hub : 247222, -4887937, -769769, 45.76, 270900, 5
hub : 100327, -5127790, -755385, 63.03, 290400, 3
hub : 297661, -5126300, -767794, 46.31, 236700, 5
hub : 699385, -5136035, -773984, 41.25, 165600, 4
hub : 770194, -5146946, -781197, 50.82, 220200, 4
hub : 435458, -5158317, -779679, 58.74, 246000, 3
hub : 228097, -5166289, -772351, 60.5, 251100, 4
hub : 270600, -5171878, -763117, 55.88, 162300, 3
hub : 600337, -5128488, -783545, 37.51, 206400, 5
hub : 137489, -5117648, -787334, 33.44, 274200, 5
hub : 346434, -5125014, -795000, 59.51, 179400, 3
hub : 375514, -5128456, -804991, 57.75, 265200, 4
hub : 905232, -5128959, -815317, 53.57, 216300, 2
hub : 751494, -5118062, -814253, 43.45, 281400, 5
hub : 654653, -5121484, -745370, 53.68, 187800, 2
hub : 957851, -5105181, -818249, 41.69, 203100, 3
hub : 880404, -5096350, -824086, 35.42, 299700, 3
hub : 332370, -5088339, -814974, 60.61, 288600, 5
