3 9533 5725
12096 4815 10116 116640 4416
hub : 986058, -691615, -662741, 62.81, 161700, 4
hub : 478620, -600586, -640918, 60.83, 207300, 5
hub : 384525, -579183, -624386, 46.53, 163500, 4
hub : 433037, -566111, -621445, 61.05, 194100, 2
hub : 528350, -600532, -653125, 37.4, 181800, 3
hub : 654252, -614379, -651151, 65.01, 295800, 2
hub : 628937, -582865, -646231, 40.26, 218400, 4
hub : 555771, -612982, -663725, 41.36, 253500, 2
hub : 182293, -625725, -665198, 37.29, 197100, 2
hub : 600623, -619214, -640335, 51.59, 159300, 4
hub : 789690, -573622, -633574, 59.62, 250200, 5
hub : 411684, -617306, -629931, 34.76, 160800, 5
hub : 883625, -598514, -666046, 42.02, 159300, 5
hub : 496999, -607413, -673940, 47.52, 223500, 5
hub : 924273, -575528, -613137, 47.08, 228300, 3
hub : 199151, -607207, -633113, 65.45, 217200, 5
hub : 946012, -610877, -619852, 41.69, 195600, 5
hub : 947397, -622978, -621468, 50.6, 244500, 3
hub : 385274, -634135, -614094, 42.46, 291600, 2
hub : 264186, -627892, -604555, 49.94, 181500, 3
hub : 672724, -617884, -682130, 52.69, 255000, 4
hub : 764543, -623431, -655440, 56.54, 159900, 2
hub : 737622, -631162, -648822, 40.37, 233400, 4
hub : 468206, -640839, -657407, 64.46, 292800, 2
hub : 920956, -654230, -657525, 48.07, 258000, 5
hub : 739595, -589900, -654163, 38.28, 218700, 5
hub : 421897, -581195, -660971, 54.78, 297600, 2
hub : 640506, -576362, -670404, 59.18, 291300, 2
hub : 266353, -643060, -643965, 50.6, 274200, 4
hub : 418418, -586990, -670656, 41.25, 161700, 4
hub : 139896, -593254, -616113, 34.65, 202800, 4
hub : 407522, -599429, -605270, 44.55, 195600, 5
hub : 105454, -610148, -604701, 60.72, 216600, 2
hub : 908613, -619353, -611900, 45.87, 154200, 5
hub : 673095, -618678, -598025, 63.91, 181500, 3
hub : 735701, -587597, -606179, 58.74, 279000, 2
hub : 605959, -557986, -628400, 46.53, 256800, 4
hub : 248022, -595421, -679237, 42.79, 215400, 5
hub : 120636, -627374, -631541, 54.56, 184500, 3
hub : 557058, -502472, -598887, 62.15, 222300, 3
hub : 318441, -496065, -609579, 47.96, 257700, 3
hub : 754616, -509774, -611102, 39.71, 278100, 4
hub : 389942, -493242, -589699, 49.06, 247800, 4
hub : 928541, -490301, -576627, 44.77, 265200, 3
hub : 201368, -521981, -611048, 60.94, 262500, 4
hub : 129743, -520007, -624895, 66.0, 211800, 5
hub : 459908, -515087, -593381, 51.81, 193200, 5
hub : 392365, -532581, -623498, 50.49, 180900, 2
hub : 525693, -534054, -636241, 47.96, 225300, 5
hub : 741711, -509191, -629730, 64.9, 255900, 2
hub : 937667, -502430, -584137, 47.96, 255900, 3
hub : 393701, -498787, -627822, 55.22, 171000, 5
hub : 302994, -534902, -609030, 48.51, 297600, 2
hub : 665075, -542796, -617928, 41.14, 201600, 3
hub : 476024, -481993, -586044, 33.0, 291300, 4
hub : 939666, -501969, -617723, 35.64, 252300, 3
hub : 588438, -488708, -621392, 34.32, 242100, 5
hub : 821753, -490324, -633494, 56.54, 226800, 2
hub : 104196, -482950, -644651, 34.87, 285000, 4
hub : 405964, -473411, -638407, 53.68, 246300, 2
hub : 179044, -550986, -628400, 37.84, 162600, 3
hub : 426811, -524296, -633947, 59.84, 291600, 5
hub : 401296, -517678, -641678, 62.37, 287700, 2
hub : 631908, -526263, -651355, 39.49, 262800, 3
hub : 526556, -526382, -664746, 36.3, 228300, 3
hub : 510085, -523019, -600416, 53.24, 246900, 4
hub : 538163, -529827, -591711, 54.67, 288900, 5
hub : 484561, -539260, -586878, 39.38, 297300, 3
hub : 235126, -512821, -653576, 58.63, 225300, 2
hub : 696076, -539512, -597506, 46.64, 297900, 5
hub : 904599, -484969, -603770, 63.58, 192600, 3
hub : 267127, -474126, -609945, 33.11, 173400, 2
hub : 253027, -473557, -620664, 64.13, 252300, 3
hub : 256009, -480756, -629869, 33.11, 237900, 3
hub : 602172, -466881, -629194, 34.87, 151500, 3
hub : 368331, -475035, -598113, 45.1, 262200, 2
hub : 263648, -497256, -568502, 58.96, 256200, 3
hub : 304824, -548093, -605937, 50.49, 153000, 3
hub : 755462, -500397, -637890, 58.3, 270600, 5
hub : 217029, -473346, -495644, 63.91, 206400, 5
hub : 598450, -466940, -506336, 39.71, 231000, 3
hub : 529551, -480649, -507858, 60.28, 226800, 2
hub : 321023, -464116, -486455, 40.15, 278700, 3
hub : 505725, -461176, -473384, 65.78, 283500, 2
hub : 674280, -492855, -507804, 53.9, 197700, 2
hub : 930556, -490882, -521651, 55.88, 192900, 5
hub : 467789, -485962, -490138, 34.21, 295800, 2
hub : 605025, -503455, -520254, 59.73, 174900, 4
hub : 853016, -504928, -532997, 39.93, 256500, 4
hub : 577325, -480065, -526486, 61.05, 176700, 5
hub : 777061, -473304, -480894, 61.38, 225300, 5
hub : 301956, -469662, -524578, 41.03, 294000, 4
hub : 535763, -505777, -505787, 55.33, 157800, 3
hub : 859974, -513671, -514685, 37.18, 177600, 2
hub : 975384, -452867, -482800, 49.94, 294000, 2
hub : 452889, -472844, -514480, 48.29, 180600, 3
hub : 675959, -459582, -518149, 60.06, 214800, 3
hub : 871987, -461199, -530251, 65.89, 168900, 4
hub : 466216, -453824, -541408, 63.69, 267300, 3
hub : 631430, -444286, -535164, 35.53, 202500, 3
hub : 789460, -521861, -525157, 58.3, 223200, 3
hub : 459144, -495171, -530703, 48.62, 274200, 3
hub : 826275, -488553, -538435, 33.77, 192600, 4
hub : 581681, -497138, -548112, 33.33, 202500, 2
hub : 522608, -497256, -561502, 48.29, 156600, 3
hub : 624925, -493894, -497173, 45.1, 282000, 2
hub : 576497, -500701, -488468, 46.97, 264000, 4
hub : 937307, -510134, -483635, 52.03, 232200, 2
hub : 355505, -483696, -550332, 60.28, 179100, 5
hub : 723077, -510387, -494263, 34.98, 279000, 4
hub : 271813, -455843, -500526, 63.69, 161400, 2
hub : 710579, -445001, -506702, 34.87, 201600, 5
hub : 315581, -444431, -517421, 62.15, 257700, 5
hub : 802343, -451631, -526626, 63.8, 233400, 2
hub : 903813, -437756, -525950, 40.59, 239100, 5
hub : 268993, -445909, -494869, 38.83, 216300, 3
hub : 829775, -468131, -465259, 38.5, 230700, 4
hub : 220116, -518967, -502694, 54.45, 214500, 3
hub : 153269, -471272, -534647, 47.63, 174000, 4
hub : 824447, -944612, -915738, 43.34, 285900, 2
hub : 901470, -955304, -909332, 45.98, 243600, 4
hub : 140744, -956826, -923041, 48.4, 285900, 3
hub : 111800, -935423, -906508, 58.41, 162300, 4
hub : 589286, -922352, -903568, 54.67, 154200, 2
hub : 490063, -956772, -935248, 60.17, 295200, 5
hub : 436502, -970619, -933274, 40.04, 279300, 5
hub : 698878, -939106, -928354, 50.93, 198900, 3
hub : 711261, -969223, -945847, 64.35, 284700, 5
hub : 835620, -981966, -947320, 43.45, 227700, 5
hub : 528431, -975455, -922457, 59.07, 294300, 4
hub : 508137, -929862, -915696, 35.86, 281700, 3
hub : 768221, -973547, -912054, 57.75, 292200, 4
hub : 608639, -954755, -948169, 61.6, 175200, 3
hub : 127498, -963653, -956063, 55.0, 207600, 2
hub : 109694, -931769, -895259, 37.62, 161100, 5
hub : 436377, -963448, -915236, 58.52, 201600, 2
hub : 914988, -967117, -901974, 64.79, 286200, 2
hub : 945951, -979219, -903591, 64.46, 290700, 2
hub : 598827, -990376, -896216, 56.43, 230400, 3
hub : 854250, -984132, -886678, 51.15, 236100, 4
hub : 907442, -974125, -964253, 43.67, 294000, 3
hub : 133435, -979672, -937563, 40.26, 298200, 4
hub : 902225, -987403, -930945, 57.31, 192600, 5
hub : 767002, -997080, -939530, 39.82, 184500, 2
hub : 940095, -1010470, -939648, 60.39, 235800, 2
hub : 737422, -946141, -936286, 66.0, 182700, 2
hub : 489009, -937436, -943093, 46.31, 196200, 3
hub : 153160, -932603, -952527, 52.91, 243600, 5
hub : 565013, -999301, -926088, 34.87, 168300, 4
hub : 585313, -943231, -952779, 60.5, 219600, 3
hub : 336901, -949495, -898236, 61.38, 299100, 3
hub : 606657, -955670, -887393, 64.57, 288300, 3
hub : 113433, -966389, -886823, 34.1, 228900, 3
hub : 851238, -975594, -894023, 33.22, 185100, 5
hub : 487549, -974918, -880148, 62.04, 262200, 2
hub : 302264, -943837, -888302, 40.15, 238200, 2
hub : 574532, -914227, -910523, 50.71, 258900, 2
hub : 563054, -951662, -961359, 40.37, 234900, 3
hub : 953505, -983615, -913664, 48.29, 238800, 4
hub : 805814, -841369, -886613, 53.9, 162000, 3
hub : 316800, -852060, -880206, 55.55, 250800, 4
hub : 501842, -853583, -893915, 65.67, 251400, 4
hub : 576455, -832180, -877383, 40.81, 288000, 2
hub : 878930, -819109, -874443, 33.99, 211800, 3
hub : 391500, -853529, -906122, 53.79, 296100, 2
hub : 406755, -867376, -904148, 39.93, 204000, 5
hub : 922050, -835863, -899228, 58.96, 259800, 2
hub : 806400, -865979, -916722, 34.87, 272100, 2
hub : 412651, -878722, -918195, 56.87, 196200, 3
hub : 288205, -872211, -893332, 58.85, 201300, 5
hub : 618851, -826619, -886571, 42.02, 196500, 5
hub : 241575, -870303, -882928, 50.27, 262200, 2
hub : 239027, -851512, -919044, 53.13, 183600, 4
hub : 909095, -860410, -926937, 44.22, 240600, 4
hub : 201664, -828525, -866134, 36.85, 159600, 3
hub : 617307, -860204, -886111, 65.67, 291900, 3
hub : 157955, -863874, -872849, 34.76, 249900, 5
hub : 924897, -875975, -874465, 61.93, 237600, 3
hub : 865519, -887132, -867091, 59.84, 271800, 4
hub : 211367, -880889, -857553, 53.13, 157500, 3
hub : 881449, -870881, -935127, 50.6, 182400, 3
hub : 259412, -876428, -908437, 54.34, 174000, 5
hub : 951295, -884160, -901819, 53.79, 207300, 3
hub : 432740, -893836, -910404, 53.13, 246900, 3
hub : 826854, -907227, -910523, 36.41, 250800, 5
hub : 621484, -842897, -907160, 37.51, 154500, 2
hub : 499545, -834192, -913968, 54.67, 272700, 4
hub : 215413, -829360, -923401, 34.87, 217500, 4
hub : 975326, -896057, -896962, 59.62, 172200, 3
hub : 418024, -839987, -923653, 62.59, 266400, 4
hub : 452943, -846251, -869110, 46.53, 277800, 3
hub : 793637, -852427, -858267, 43.34, 180900, 3
hub : 648615, -863145, -857698, 61.05, 186000, 2
hub : 892883, -872350, -864897, 36.74, 297300, 4
hub : 490610, -871675, -851023, 55.55, 154500, 4
hub : 499602, -840594, -859176, 63.14, 187500, 4
hub : 600433, -810983, -881397, 59.51, 285300, 4
hub : 937159, -848418, -932234, 58.52, 281100, 4
hub : 329607, -880372, -884539, 33.99, 155700, 2
hub : 951905, -755469, -851885, 44.77, 175800, 2
hub : 367897, -749062, -862576, 37.62, 219600, 2
hub : 810246, -762771, -864099, 36.3, 261300, 3
hub : 933910, -746239, -842696, 42.24, 184500, 5
hub : 744354, -743299, -829624, 53.46, 259500, 4
hub : 669105, -774978, -864045, 51.81, 245100, 2
hub : 353989, -773004, -877892, 64.9, 238200, 2
hub : 899637, -768084, -846378, 53.68, 194700, 3
hub : 469372, -785578, -876495, 55.33, 267600, 4
hub : 113374, -787051, -889238, 52.03, 192000, 3
hub : 778462, -762188, -882727, 57.31, 177300, 3
hub : 228036, -755427, -837135, 53.57, 269100, 3
hub : 101990, -751784, -880819, 64.13, 292800, 4
hub : 736756, -787900, -862027, 37.07, 279300, 5
hub : 749102, -795793, -870926, 61.38, 249300, 2
hub : 314308, -734990, -839041, 46.53, 251400, 4
hub : 766725, -754967, -870720, 37.73, 163200, 4
hub : 931025, -741705, -874390, 38.39, 179100, 2
hub : 378363, -743321, -886491, 40.59, 202500, 3
hub : 832160, -735947, -897648, 50.82, 196200, 2
hub : 400997, -726409, -891404, 39.93, 237000, 5
hub : 813594, -803983, -881397, 54.01, 175200, 5
hub : 823403, -777293, -886944, 48.4, 246900, 2
hub : 322845, -770675, -894675, 34.98, 252900, 5
hub : 561555, -779260, -904352, 38.17, 179700, 5
hub : 380931, -779379, -917743, 56.43, 153600, 4
hub : 113738, -776016, -853413, 58.96, 297300, 4
hub : 779713, -782824, -844708, 51.7, 233400, 4
hub : 185422, -792257, -839875, 63.25, 161400, 5
hub : 487479, -765818, -906573, 51.59, 204600, 4
hub : 609609, -792509, -850503, 62.81, 289500, 3
hub : 551512, -737966, -856767, 34.43, 185400, 3
hub : 373212, -727123, -862942, 57.2, 291300, 2
hub : 816468, -726554, -873661, 56.54, 153600, 2
hub : 470194, -733753, -882866, 59.29, 226500, 4
hub : 631082, -719879, -882191, 37.07, 265500, 3
hub : 265840, -728032, -851110, 44.22, 179100, 3
hub : 817322, -750253, -821499, 41.36, 196500, 5
hub : 391284, -801090, -858934, 33.66, 215700, 4
hub : 489595, -753395, -890887, 61.6, 223500, 2
hub : 176680, -726343, -748641, 33.33, 248100, 2
hub : 576133, -719937, -759333, 44.33, 165000, 3
hub : 613662, -733646, -760855, 35.64, 243600, 2
hub : 613258, -717113, -739452, 53.57, 172500, 4
hub : 203855, -714173, -726381, 63.91, 233700, 3
hub : 579297, -745853, -760801, 58.63, 217800, 3
hub : 758023, -743879, -774648, 61.38, 208800, 4
hub : 734486, -738959, -743135, 65.45, 181500, 4
hub : 478825, -756452, -773251, 65.23, 151800, 5
hub : 611929, -757925, -785995, 61.82, 201900, 4
hub : 639667, -733062, -779484, 42.68, 243000, 4
hub : 692448, -726302, -733891, 45.98, 186300, 2
hub : 750893, -722659, -777575, 48.07, 208800, 4
hub : 912754, -758774, -758784, 56.43, 199800, 4
hub : 797951, -766668, -767682, 41.91, 298500, 2
hub : 429514, -705864, -735797, 36.41, 203700, 2
hub : 287395, -725841, -767477, 59.95, 240600, 3
hub : 848454, -712579, -771146, 49.83, 256200, 3
hub : 282960, -714196, -783248, 48.73, 172800, 4
hub : 485631, -706821, -794405, 43.56, 294300, 2
hub : 994354, -697283, -788161, 43.01, 260100, 4
hub : 555272, -774858, -778154, 48.62, 269700, 3
hub : 623662, -748168, -783701, 39.71, 287100, 4
hub : 234126, -741550, -791432, 49.72, 296100, 5
hub : 359257, -750135, -801109, 59.73, 198000, 4
hub : 802170, -750253, -814499, 56.76, 202500, 3
hub : 727150, -746891, -750170, 43.01, 208500, 2
hub : 629270, -753699, -741465, 55.99, 195300, 4
hub : 867962, -763132, -736632, 45.21, 186000, 4
hub : 930829, -736693, -803329, 61.05, 247200, 2
hub : 694135, -763384, -747260, 45.65, 220200, 5
hub : 877085, -708841, -753524, 62.92, 153900, 5
hub : 363593, -697998, -759699, 43.12, 280800, 5
hub : 238739, -697428, -770418, 53.79, 282900, 2
hub : 557755, -704628, -779623, 34.87, 271200, 3
hub : 576702, -690753, -778947, 34.43, 231300, 2
hub : 147752, -698907, -747866, 33.55, 208800, 4
hub : 347977, -721128, -718256, 42.79, 162000, 4
hub : 614129, -771965, -755691, 62.48, 198900, 2
hub : 484560, -724269, -787644, 53.79, 294000, 4
hub : 437817, -153973, -80153, 45.32, 218100, 4
hub : 377486, -164363, -73675, 44.99, 282600, 5
hub : 638624, -174897, -73768, 53.24, 168600, 5
hub : 269382, -184817, -80200, 43.45, 231000, 2
hub : 185013, -178980, -92662, 56.54, 291300, 2
hub : 246080, -196767, -73040, 53.79, 174600, 3
hub : 607700, -188635, -62737, 40.48, 160500, 2
hub : 409765, -168088, -84373, 58.74, 187200, 2
hub : 218526, -209424, -76845, 59.73, 192900, 4
hub : 342938, -194103, -85009, 36.52, 151500, 2
hub : 878413, -167512, -99396, 44.66, 264600, 3
hub : 717155, -159841, -107521, 65.67, 290400, 4
hub : 404720, -149378, -113665, 46.31, 217200, 3
hub : 913237, -157611, -119427, 38.72, 207000, 5
hub : 655190, -158040, -65052, 58.96, 249000, 4
hub : 670567, -147919, -61106, 62.92, 219600, 5
hub : 768370, -172292, -62863, 63.47, 258000, 5
hub : 215392, -164472, -52585, 60.28, 254400, 4
hub : 417318, -201339, -60497, 65.56, 200100, 4
hub : 749983, -188719, -97926, 61.49, 204900, 4
hub : 100973, -192859, -108979, 42.68, 245700, 2
hub : 390813, -168711, -121821, 50.27, 283500, 2
hub : 370381, -220487, -75169, 38.06, 245100, 5
hub : 645997, -151484, -127333, 65.01, 203100, 5
hub : 522210, -147800, -136662, 52.8, 255000, 2
hub : 493484, -146559, -149977, 35.64, 217800, 4
hub : 190608, -141170, -53151, 36.3, 180000, 3
hub : 901533, -146346, -71800, 61.27, 155400, 3
hub : 861854, -134435, -70102, 57.42, 174600, 2
hub : 460185, -129738, -60853, 63.47, 163800, 3
hub : 265483, -118100, -61161, 37.18, 180900, 3
hub : 783518, -116856, -72360, 38.17, 261600, 3
hub : 297537, -124747, -52097, 63.03, 153000, 3
hub : 658345, -115493, -47200, 56.32, 290100, 2
hub : 860534, -195424, -49668, 52.14, 213300, 5
hub : 451524, -183936, -52145, 33.11, 215100, 5
hub : 184295, -174590, -46545, 35.86, 150000, 4
hub : 364884, -179408, -103410, 56.76, 158400, 4
hub : 597782, -158040, -90515, 55.99, 264600, 5
hub : 889764, -162316, -131988, 64.24, 222900, 5
hub : 583369, -70014, -14247, 45.43, 207300, 4
hub : 591735, -59623, -20725, 36.08, 178800, 4
hub : 162577, -49090, -20632, 58.41, 163800, 2
hub : 884839, -39169, -14200, 53.35, 293400, 5
hub : 263113, -45006, -1738, 53.02, 153000, 5
hub : 226932, -27220, -21360, 50.71, 200100, 5
hub : 116013, -35351, -31663, 61.16, 186300, 2
hub : 818476, -55899, -10027, 57.64, 242100, 2
hub : 626910, -14563, -17555, 37.73, 229800, 4
hub : 489877, -29884, -9391, 49.5, 263400, 5
hub : 200755, -56474, 4996, 60.5, 225000, 3
hub : 595587, -64145, 13121, 63.47, 196800, 4
hub : 210650, -74609, 19265, 53.13, 213000, 4
hub : 482880, -66376, 25027, 64.68, 252600, 3
hub : 338284, -65946, -29348, 36.3, 265800, 4
hub : 191906, -76068, -33294, 48.4, 274200, 5
hub : 271881, -51695, -31537, 58.3, 297000, 5
hub : 336555, -59515, -41815, 51.7, 259200, 4
hub : 195805, -22647, -33903, 53.24, 159000, 4
hub : 201380, -35267, 3526, 43.01, 205500, 5
hub : 260918, -31128, 14578, 59.07, 223800, 4
hub : 999205, -55276, 27421, 61.27, 223500, 3
hub : 142089, -3500, -19231, 43.67, 195000, 3
hub : 265803, -72502, 32933, 60.5, 204600, 2
hub : 819008, -76187, 42262, 62.92, 299100, 2
hub : 215058, -77428, 55577, 46.2, 293700, 2
hub : 594808, -82817, -41250, 64.46, 215100, 4
hub : 859592, -77641, -22600, 37.07, 163200, 3
hub : 117354, -89551, -24298, 60.17, 260400, 2
hub : 262620, -94248, -33548, 65.78, 293400, 5
hub : 846879, -105886, -33239, 49.83, 157200, 4
hub : 847604, -107130, -22040, 48.29, 164100, 4
hub : 894887, -99239, -42303, 40.48, 234600, 2
hub : 362176, -108493, -47200, 51.59, 211800, 5
hub : 682182, -28563, -44732, 58.96, 241500, 5
hub : 261496, -40051, -42255, 63.36, 187800, 2
hub : 921126, -49396, -47855, 48.51, 280200, 2
hub : 492486, -44578, 9010, 56.43, 287400, 5
hub : 383841, -65947, -3885, 33.44, 198900, 3
hub : 371685, -61671, 37588, 52.8, 253800, 3
hub : 102286, -248935, -226967, 36.19, 205200, 5
hub : 765077, -259193, -223177, 52.47, 242400, 5
hub : 425819, -253576, -212894, 55.88, 268500, 3
hub : 759770, -255772, -202926, 34.21, 198300, 4
hub : 472556, -244189, -202104, 55.66, 260400, 2
hub : 740861, -272688, -225590, 33.66, 241200, 5
hub : 788068, -273109, -212020, 33.0, 244200, 5
hub : 185830, -270336, -201260, 65.34, 207000, 5
hub : 295105, -243810, -189870, 38.17, 288600, 4
hub : 511777, -284120, -218486, 60.94, 263400, 2
hub : 620378, -281241, -231136, 50.6, 238500, 5
hub : 659625, -237545, -232119, 41.25, 294000, 4
hub : 670334, -233333, -197482, 38.17, 234000, 2
hub : 989431, -220470, -202107, 46.31, 174600, 2
hub : 464725, -272748, -239129, 55.77, 189300, 5
hub : 991116, -237901, -219389, 51.37, 252000, 2
hub : 658496, -227729, -227638, 59.4, 150600, 3
hub : 130697, -292215, -227516, 61.49, 208800, 3
hub : 252040, -303778, -230442, 45.98, 233700, 2
hub : 856877, -263151, -209923, 60.72, 294300, 5
hub : 194036, -257777, -234152, 39.82, 213900, 5
hub : 744698, -230364, -208309, 47.3, 207600, 5
hub : 627050, -311250, -222094, 39.71, 190500, 2
hub : 603636, -320816, -216130, 33.88, 287700, 2
hub : 416866, -325426, -206510, 46.97, 151200, 3
hub : 834142, -259475, -191528, 57.53, 201600, 4
hub : 505799, -259831, -180042, 49.06, 264600, 3
hub : 775486, -270503, -180325, 41.25, 212100, 5
hub : 922267, -217740, -214290, 57.2, 277500, 3
hub : 206449, -281663, -203118, 37.4, 236400, 5
hub : 343117, -291240, -199385, 51.48, 275100, 3
hub : 286494, -339051, -205786, 54.67, 176700, 5
hub : 256309, -280041, -193246, 33.88, 267000, 3
hub : 668688, -248711, -240496, 58.96, 223500, 3
hub : 835793, -245731, -252497, 56.98, 267600, 3
hub : 175756, -232875, -256864, 52.58, 176100, 4
hub : 880399, -284613, -183020, 63.47, 244500, 5
hub : 952507, -293772, -188845, 43.45, 154200, 5
hub : 126923, -301888, -181772, 53.46, 184500, 2
hub : 889742, -294602, -173335, 61.38, 295200, 5
hub : 432942, -156930, -201240, 50.93, 258300, 5
hub : 923434, -163266, -212597, 51.26, 175800, 5
hub : 895493, -161042, -224141, 57.2, 257400, 3
hub : 504418, -168505, -201664, 57.97, 174600, 2
hub : 601864, -171385, -219897, 52.14, 179100, 5
hub : 672786, -182499, -218713, 45.1, 162300, 4
hub : 946715, -182059, -229753, 36.3, 223500, 5
hub : 971483, -151353, -191837, 49.94, 277800, 5
hub : 374521, -141699, -185207, 44.55, 291000, 4
hub : 363245, -130598, -177584, 64.57, 259200, 5
hub : 993277, -160643, -187824, 59.95, 185700, 3
hub : 785652, -178824, -209162, 33.77, 239100, 4
hub : 230212, -161912, -235686, 38.5, 271800, 4
hub : 153710, -191399, -208494, 52.25, 288300, 3
hub : 227770, -201988, -207931, 54.89, 159600, 2
hub : 267053, -149159, -225302, 49.06, 268800, 5
hub : 440945, -171432, -230609, 42.46, 163800, 2
hub : 651848, -179831, -240162, 54.23, 155100, 3
hub : 965396, -192191, -245622, 46.75, 294000, 3
hub : 312969, -168352, -244026, 60.06, 188400, 3
hub : 812824, -172708, -191291, 56.76, 211200, 3
hub : 341815, -169632, -179991, 62.92, 259800, 5
hub : 128215, -210740, -214290, 44.55, 194100, 2
hub : 604574, -153257, -215996, 64.46, 174000, 3
hub : 780490, -169132, -257587, 44.66, 186900, 3
hub : 314647, -181237, -196702, 66.0, 214800, 2
hub : 203060, -190142, -189863, 63.25, 225900, 5
hub : 179646, -198860, -218860, 63.36, 276300, 5
hub : 315710, -195068, -232108, 48.62, 194400, 4
hub : 254806, -140833, -199768, 34.65, 177300, 5
hub : 444251, -150335, -179755, 59.18, 235800, 2
hub : 438117, -151263, -244013, 57.64, 283200, 5
hub : 709100, -141857, -173282, 42.24, 273000, 3
hub : 712696, -131328, -194407, 43.56, 201900, 3
hub : 751148, -121437, -181630, 58.52, 166800, 4
hub : 222520, -126232, -168043, 65.01, 186900, 3
hub : 459709, -161234, -170935, 46.2, 203400, 4
hub : 300238, -152489, -165695, 39.82, 270900, 5
hub : 663065, -146559, -156977, 48.07, 220800, 4
hub : 526310, -172187, -164373, 59.51, 295800, 5
hub : 916955, -245677, -400317, 49.72, 257400, 5
hub : 625440, -256068, -393838, 58.74, 270600, 3
hub : 224285, -266602, -393932, 42.57, 211200, 3
hub : 326419, -276522, -400364, 58.3, 191400, 4
hub : 557100, -270685, -412825, 38.61, 213600, 3
hub : 948234, -288471, -393204, 60.06, 168000, 2
hub : 580861, -280340, -382901, 45.87, 178200, 3
hub : 109055, -259792, -404537, 36.19, 273600, 4
hub : 289458, -301129, -397009, 60.17, 237600, 3
hub : 945103, -285807, -405173, 59.07, 202800, 3
hub : 247342, -259217, -419559, 42.24, 198900, 2
hub : 269224, -251546, -427685, 51.59, 285900, 5
hub : 608454, -241083, -433829, 65.56, 171300, 5
hub : 427176, -249316, -439591, 60.28, 198000, 5
hub : 447022, -249745, -385215, 51.7, 275400, 5
hub : 543365, -239624, -381270, 58.41, 270000, 3
hub : 293253, -263997, -383027, 62.04, 167100, 4
hub : 166415, -256176, -372749, 34.87, 153000, 3
hub : 925643, -293044, -380660, 53.57, 199800, 4
hub : 810511, -280424, -418090, 64.13, 188100, 5
hub : 773411, -284564, -429142, 45.32, 220500, 2
hub : 487677, -260416, -441984, 46.53, 164700, 3
hub : 812967, -312191, -395332, 39.38, 181800, 5
hub : 934851, -243189, -447496, 59.07, 232500, 5
hub : 909905, -239505, -456825, 47.41, 165600, 2
hub : 291163, -238263, -470141, 35.53, 264300, 2
hub : 299450, -232874, -373314, 51.26, 227700, 3
hub : 766603, -238051, -391964, 63.25, 191700, 5
hub : 475197, -226140, -390266, 35.75, 233100, 3
hub : 953191, -221443, -381016, 50.71, 186600, 3
hub : 489375, -209805, -381325, 65.23, 223800, 4
hub : 789993, -208561, -392524, 60.28, 196200, 3
hub : 355189, -216452, -372261, 41.69, 260700, 3
hub : 831783, -207198, -367364, 47.52, 186300, 5
hub : 458689, -287128, -369832, 35.75, 216300, 5
